[00:01:33] <euouae> This may be someone that got caught into that whole 'feds on your tail' thing, although their case has not been resolved before a judge yet https://nymag.com/intelligencer/2021/08/bitcoin-ian-freeman-fbi-doj.html
[00:03:35] <euouae> Mesh networks, right. It's cool. 
[00:44:12] *** Joins: rxcomm (~rxcomm@user/rxcomm)
[00:44:12] *** Joins: piou (~piou@user/piou)
[00:44:12] *** Joins: mrkajetanp (~mrkajetan@88.98.245.28)
[00:44:12] *** Joins: haskal (~haskal@tilde.town)
[00:44:12] *** Joins: koolazer (~koo@user/koolazer)
[00:44:12] *** Joins: rudi_s (~simon@user/rudi-s/x-7673890)
[00:44:12] *** Joins: halosghost (~halosghos@user/halosghost)
[00:44:12] *** Joins: thomas25- (thomas25@brought.to.you.by.bnc4free.com)
[00:44:12] *** Joins: Soni (~quassel@autistic.space)
[00:44:12] *** Joins: dusk (~quassel@suki.ds7s.nl)
[00:44:12] *** Joins: HumanG33k (~HumanG33k@2a01:e0a:95:5d90:215:c5ff:fe68:fb04)
[00:44:12] *** Joins: cacu[m] (~cacuconve@2001:470:69fc:105::b9df)
[00:44:12] *** Joins: euouae (~euouae@user/euouae)
[00:44:12] *** Joins: enyc (~enyc@user/enyc)
[00:44:12] *** Joins: swebb (~swebb@209.209.9.4)
[00:44:12] *** Joins: andreas303 (andreas303@ip227.orange.bnc4free.com)
[00:44:12] *** Joins: zegalch (~zegalch@178.128.75.133)
[00:44:12] *** Joins: FireFly (~firefly@glowbum/gluehwuermchen/firefly)
[00:44:12] *** Joins: Manouchehri (sid384576@id-384576.hampstead.irccloud.com)
[00:44:12] *** Joins: PotatoGim (sid99505@id-99505.lymington.irccloud.com)
[00:44:12] *** Joins: mats1 (sid23029@user/mats1)
[00:44:12] *** Joins: merpnderp (sid16744@id-16744.hampstead.irccloud.com)
[00:44:12] *** Joins: drocan (~drocan@user/drocan)
[00:44:12] *** Joins: hl (~hl@user/hl)
[00:44:12] *** Joins: snappy (~snappy@user/snappy)
[00:44:12] *** Joins: BrandonArnold2 (~brandon@ec2-52-27-188-210.us-west-2.compute.amazonaws.com)
[00:44:12] *** Joins: aweinstock (~aweinstoc@cpe-67-248-65-250.nycap.res.rr.com)
[00:44:12] *** Joins: ekaj (~ekaj@user/ekaj)
[00:44:12] *** Joins: AlienTrooper (~Alien@user/alientrooper)
[00:44:12] *** Joins: tomboy64 (~tomboy64@user/tomboy64)
[00:44:12] *** Joins: fructose (~fructose@user/fructose)
[00:44:12] *** Joins: mrus (~mrus@2001:19f0:5:1535:5400:3ff:fe7d:10ae)
[00:44:12] *** Joins: bw (sid2730@user/betawaffle)
[00:44:12] *** Joins: woggle (~charles@c-va-26578d734e-1840-1.tingfiber.com)
[00:44:12] *** Joins: hlieberman (sid17492@id-17492.tinside.irccloud.com)
[00:44:12] *** Joins: eco (~ubuntu@ec2-54-201-230-197.us-west-2.compute.amazonaws.com)
[00:44:12] *** Joins: s1b1 (~s1b1@user/s1b1)
[00:44:12] *** Joins: geeknix (~pi@2001:e68:5432:46d8:39f7:e80b:25f7:e9cb)
[00:44:12] *** Joins: goodness (~goodness@user/goodness)
[00:44:12] *** Joins: Lochnair8 (~Lochnair@wireguard/contributor/lochnair)
[00:44:12] *** Joins: Luke (~ldm@hacksoc/member)
[00:44:12] *** Joins: ua__ (~ua@public-gprs226401.centertel.pl)
[00:44:12] *** Joins: neildaemond (~neildaemo@ipv6two.tilde.club)
[00:44:12] *** Joins: etolier (~somewhere@122-199-44-127.ip4.superloop.com)
[00:44:12] *** Joins: holgersson (~quassel@user/holgersson)
[00:44:12] *** Joins: FelixFish[m] (~felixfish@2001:470:69fc:105::1:2e23)
[00:44:12] *** Joins: d34dh0r53 (~d34dh0r53@2600:1700:10e0:ecf:5054:ff:fe7c:35f9)
[00:44:12] *** Joins: Pythayr` (~pither195@64.42.181.51)
[00:44:12] *** Joins: igemnace (~ian@user/igemnace)
[00:44:12] *** Joins: iz (~tv@user/xiz)
[00:44:12] *** Joins: Gravis (~gravis@user/gravis)
[00:44:12] *** Joins: BUSY (~BUSY@user/busy)
[00:44:12] *** Joins: sherlock_95 (~sherlock_@static.131.42.161.5.clients.your-server.de)
[00:44:12] *** Joins: steam (~steam@user/steam)
[00:44:12] *** Joins: eck (~root@user/eck)
[00:44:12] *** Joins: sarnold (~sarnold@ubuntu/member/sarnold)
[00:44:12] *** Joins: phebus (~phebus@fsf/member/phebus)
[00:44:12] *** Joins: rawgreaze (~rawgreaze@user/rawgreaze)
[00:44:12] *** Joins: Trazi (~trazi@user/trazi)
[00:44:12] *** Joins: linear_cannon (~linear_ca@50.35.78.163)
[00:44:12] *** Joins: learner36 (~learner36@cpef81d0fa12c13-cmf81d0fa12c10.cpe.net.cable.rogers.com)
[00:44:12] *** Joins: euidzero_ (~euidzero@158.101.10.150)
[00:44:12] *** Joins: amnrst (~amnrst@45-79-201-163.ip.linodeusercontent.com)
[00:44:12] *** Joins: edk (edk@libera/staff/edk)
[00:44:12] *** Joins: gabriel1 (~gabriel1@user/gabriel1)
[00:44:12] *** Joins: zro (~zro@user/zro)
[00:44:12] *** Joins: ssiyad (~ssiyad@user/ssiyad)
[00:44:12] *** Joins: crabby (~crabby@2600:8801:f200:27:9c99:ae9d:888d:6396)
[00:44:12] *** Joins: shachaf (~shachaf@user/shachaf)
[00:44:12] *** Joins: pstn (~nunyuhbiz@user/pstn)
[00:44:12] *** Joins: artart78 (~artart78@2001:41d0:a:3ba6::1)
[00:44:12] *** Joins: parazyd (~parazyd@devuan/developer/parazyd)
[00:44:12] *** Joins: Chouhartem (~fmoumou@epheme.re)
[00:44:12] *** Joins: xzr (xzar@shell.troopers.fi)
[00:44:12] *** Joins: _0ne (~one@user/0ne/x-2101768)
[00:44:12] *** Joins: lenish (~Rodya@205.185.115.119)
[00:44:12] *** Joins: brown (~brown@user/brown)
[00:44:12] *** Joins: kashire (~kashire@user/kashire)
[00:44:12] *** Joins: Fusl (fusl@1.0.0.127.in-addr.arpa.li)
[00:44:12] *** Joins: Histausse (~histausse@2001:470:69fc:105::1:711b)
[00:44:12] *** Joins: duckie (~duckie@user/duckie)
[00:44:12] *** Joins: aizen (sid462968@ilkley.irccloud.com)
[00:44:12] *** Joins: pax_os__ (uid535114@ilkley.irccloud.com)
[00:44:12] *** Joins: AlloSaurus (pate81@itu.ihme.org)
[00:44:12] *** Joins: EpicKitty (EpicKitty@marshadow.epickitty.co.uk)
[00:44:12] *** Joins: ms7821 (~Mark@london.rack.ms)
[00:44:12] *** Joins: A_Dragon (A_D@libera/staff/dragon)
[00:44:12] *** Joins: antto (~pewpew@imightbe.antonsavov.net)
[00:44:12] *** Joins: multi_io (~olaf@185.56.132.5)
[00:44:12] *** Joins: sshine (~simon@hubris.eta.solutions)
[00:44:12] *** Joins: davidc__ (~user13172@will.hack.for.beer)
[00:44:12] *** Joins: Henry151 (~bishop@user/henry151)
[00:44:12] *** Joins: ericonr (~ericonr@voidlinux/docs/ericonr)
[00:44:12] *** Joins: Bostik (~bostik@static.78.20.217.95.clients.your-server.de)
[00:44:12] *** Joins: pinheadmz (~pinheadmz@hns-contributor.dev)
[00:44:12] *** Joins: alip (~alip@exherbo/developer/alip)
[00:44:12] *** Joins: ghostbuster (~admin@user/ghostbuster)
[00:44:12] *** Joins: akaWolf (~akaWolf@akawolf.org)
[00:44:12] *** Joins: bbear_ (~znc@21212.s.t4vps.eu)
[00:44:12] *** Joins: JTL (~irc@user/jtl)
[00:44:12] *** Joins: Peng (~mnordhoff@user/Peng)
[00:44:12] *** Joins: e2 (e2@sponsored.by.bnc4you.xyz)
[00:44:12] *** Joins: Maxattax (~max@50-195-160-193-static.hfc.comcastbusiness.net)
[00:44:12] *** Joins: wsb (~wsb@user/wsb)
[00:44:12] *** Joins: shayr_ (shayr@ip62.ip-91-134-189.eu)
[00:44:12] *** Joins: taeaad (~taeaad@user/taeaad)
[00:44:12] *** Joins: BGL (ninety@75-149-171-58-Washington.hfc.comcastbusiness.net)
[00:44:12] *** Joins: jhed9 (~jhed9@113.189.225.35.bc.googleusercontent.com)
[00:44:12] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[00:44:12] *** Joins: tent4053 (~tent405@107-214-50-180.lightspeed.bcvloh.sbcglobal.net)
[00:44:12] *** Joins: somlis (~somlis@user/somlis)
[00:44:12] *** Joins: Deknos (~someone@user/menace)
[00:44:12] *** Joins: TonyStone (~TonyStone@cpe-74-76-51-197.nycap.res.rr.com)
[00:44:12] *** Joins: moose (~moose@user/moose)
[00:44:12] *** Joins: Ragnor (~Ragnor@user/ragnor)
[00:44:12] *** Joins: Nebraskka (~Nebraskka@user/nebraskka)
[00:44:12] *** Joins: PJBoy (~PJBoy@user/pjboy)
[00:44:12] *** Joins: martin02 (~silas@141.84.69.76)
[00:44:12] *** Joins: Lord_of_Life (~Lord@user/lord-of-life/x-2819915)
[00:44:12] *** Joins: Guyver2 (~Guyver@guyver2.xs4all.nl)
[00:44:12] *** Joins: glider (~glider@user/glider)
[00:44:12] *** Joins: Narrat (~omnius@p2e51179b.dip0.t-ipconnect.de)
[00:44:12] *** Joins: pieguy128 (~pieguy128@bras-base-mtrlpq5031w-grc-35-70-24-248-224.dsl.bell.ca)
[00:44:12] *** Joins: sgt_chuckles (~sgt_chuck@pool-71-190-209-205.nycmny.fios.verizon.net)
[00:44:12] *** Joins: wolfshappen (~waff@irc.furworks.de)
[00:44:12] *** Joins: litharge (litharge@libera/bot/litharge)
[00:44:14] *** Quits: dostoyevsky2 (~sck@user/dostoyevsky2) (Max SendQ exceeded)
[00:44:14] *** Quits: hsiktas[m] (~hsiktasm]@2001:470:69fc:105::30d4) (Max SendQ exceeded)
[00:44:14] *** Quits: epony (epony@user/epony) (Max SendQ exceeded)
[00:44:30] *** Joins: machinedgod (~machinedg@24.105.81.50)
[00:44:30] *** Joins: Gallomimia (~Gallomimi@node-1w7jra2a2gqpwopyrygzx8rbm.ipv6.telus.net)
[00:44:30] *** Joins: son0p (~ff@181.136.122.143)
[00:44:30] *** Joins: gproto23 (~gproto23@user/gproto23)
[00:44:30] *** Joins: maroon (tinycrypt@user/maroon)
[00:44:30] *** Joins: Peng_ (~mnordhoff@user/Peng)
[00:44:30] *** Joins: baakeydow (~baake@2001:41d0:203:b12c::)
[00:44:30] *** Joins: Bonstra (~Bonstra@val.bonstra.fr.eu.org)
[00:44:30] *** Joins: cwebber (~user@user/cwebber)
[00:44:30] *** Joins: ado (sid462155@id-462155.uxbridge.irccloud.com)
[00:44:30] *** Joins: sonOfRa (sonOfRa@user/sonofra)
[00:44:30] *** Joins: boxframes__ (~Saloframe@2607:9000:2000:15::a45d)
[00:44:30] *** Joins: karstensrage (~karstensr@user/karstensrage)
[00:44:30] *** Joins: jtgd (~jtgd@user/jtgd)
[00:44:30] *** Joins: Starfoxxes (~Starfoxxe@2a02:8070:5390:d00:12bf:48ff:feb8:38c8)
[00:44:30] *** Joins: Warped (~Warped@user/warped)
[00:44:30] *** Joins: chowmeined (~chowmeine@user/chowmeined)
[00:44:30] *** Joins: scjosh (~scjosh@206.189.79.69)
[00:44:30] *** Joins: danieldg (~me@user/danieldg)
[00:44:30] *** Joins: rqsd (~rqsd@user/rqsd)
[00:44:30] *** Joins: lord| (~lordpipe@user/lordpipe)
[00:44:30] *** Joins: int-e (~noone@int-e.eu)
[00:44:30] *** Joins: weyhmueller (~weyhmuell@blofeld.nc.w9r.de)
[00:44:30] *** Joins: Neoon (~Neoon@2607:5300:60:23a5::1111)
[00:44:30] *** Joins: pagios (~pagios@life.is-a.beauty)
[00:44:30] *** Joins: introom (introom@2600:3c01::f03c:92ff:fea3:2cf)
[00:44:30] *** Joins: OverCoder (~OverCoder@user/overcoder)
[00:44:30] *** Joins: lagash (lagash@lagash.shelltalk.net)
[00:44:30] *** Joins: echoreply (~echoreply@2001:19f0:9002:1f3b:5400:ff:fe6f:8b8d)
[00:44:30] *** Joins: _flood (flooded@gateway/vpn/protonvpn/flood/x-43489060)
[00:44:30] *** Joins: bdd (5841cbed9d@2604:bf00:561:2000::1b7)
[00:44:30] *** Joins: sm2n (ae95cb1267@user/sm2n)
[00:44:30] *** Joins: riksteri (d20812115c@2604:bf00:561:2000::1e6)
[00:44:30] *** Joins: fxrh (~fxrh@user/fxrh)
[00:44:30] *** Joins: stoner19 (~stoner19@vmi221374.contaboserver.net)
[00:44:30] *** Joins: ses (uid38151@id-38151.hampstead.irccloud.com)
[00:44:30] *** Joins: mykhal (~m@user/mykhal)
[00:44:30] *** Joins: Arsen (arsen@managarm/dev/Arsen)
[00:44:30] *** Joins: aczid (~aczid@tuig.nikhef.nl)
[00:44:30] *** Joins: udet_ (~udet@ve603.venus.servdiscount-customer.com)
[00:44:30] *** Joins: olspookishmagus (~pookie@snf-137798.vm.okeanos.grnet.gr)
[00:44:39] *** Joins: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de)
[00:44:49] *** Joins: ivii (~ivan@user/ivii)
[00:44:49] *** Joins: kristjansson (sid126207@id-126207.tinside.irccloud.com)
[00:44:49] *** Joins: hendi (sid489601@id-489601.lymington.irccloud.com)
[00:44:49] *** Joins: MyWay (~MyWay@2001:41d0:8:be9a::1)
[00:44:49] *** Joins: mcf (~mforney@netbsd/developer/mcf)
[00:44:49] *** Joins: ert (~ert@2001:4b99:1:1:216:3eff:fee5:446f)
[00:44:49] *** Joins: trebuh (~trebuh@2001:41d0:a:15c7::1)
[00:44:49] *** Joins: Brnocrist (~spartak@user/brnocrist)
[00:44:49] *** Joins: satanist (~satanist@bureaucracy.bureaucracy.de)
[00:44:49] *** Joins: AsenMx (~asen@user/asenmx)
[00:44:49] *** Joins: wasamasa (~wasamasa@chicken/contributor/wasamasa)
[00:44:49] *** Joins: energizer (~energizer@user/energizer)
[00:44:49] *** Joins: wyre (~wyre@user/wyre)
[00:44:49] *** Joins: Ara (~Ara@user/ara)
[00:44:49] *** Joins: griffinmb (sid410590@id-410590.helmsley.irccloud.com)
[00:44:53] *** Joins: epony (epony@lz2.eu)
[00:45:01] *** Joins: cryomon_ (~user@gateway/tor-sasl/cryomon)
[00:45:01] *** Joins: dude12312414 (~test@gateway/tor-sasl/dude12312414)
[00:45:01] *** Joins: madage (~madage@user/madage)
[00:45:01] *** Joins: Sofia (~sofia@gateway/tor-sasl/sofia)
[00:45:01] *** Joins: System_Error (~SystemErr@user/systemerror)
[00:45:01] *** Joins: gildasio (~gildasio@gateway/tor-sasl/gildasio)
[00:45:01] *** Joins: drathir_tor (~drathir@wireguard/tunneler/drathir)
[00:45:01] *** Joins: stiell (~stiell@gateway/tor-sasl/stiell)
[00:45:01] *** Joins: _mikey (~mikey@user/mikey/x-4335048)
[00:45:01] *** Joins: milkt (~debian@gateway/tor-sasl/milkt)
[00:45:01] *** Quits: duckie (~duckie@user/duckie) (Ping timeout: 250 seconds)
[00:45:01] *** Quits: Histausse (~histausse@2001:470:69fc:105::1:711b) (Ping timeout: 250 seconds)
[00:45:01] *** Joins: justaguy (~quassel@2a05:d014:742:eb00:7693:c44f:1fc3:29)
[00:45:01] *** Joins: meyer (~nunyuh@user/cosanostra)
[00:45:01] *** Joins: zinc_ (~zinc@163.ip-51-254-203.eu)
[00:45:01] *** Joins: sol (~toor@oops.root.sx)
[00:45:01] *** Joins: elichai2 (sid212594@id-212594.hampstead.irccloud.com)
[00:45:01] *** Joins: pdg (sid395042@id-395042.lymington.irccloud.com)
[00:45:02] *** Quits: KellerHusky[m] (~kellerhus@2001:470:69fc:105::478c) (Ping timeout: 240 seconds)
[00:45:08] *** Quits: FelixFish[m] (~felixfish@2001:470:69fc:105::1:2e23) (Ping timeout: 252 seconds)
[00:45:11] *** Quits: sebbu (~sebbu@user/sebbu) (Read error: Connection reset by peer)
[00:45:17] *** Joins: saolof[m] (~saolofenv@2001:470:69fc:105::1:6188)
[00:45:17] *** Joins: Colti (Miramar-FL@user/host-pond)
[00:45:17] *** Joins: voker57 (~quassel@2a06:1700:0:24::)
[00:45:17] *** Joins: SrPx (sid108780@id-108780.uxbridge.irccloud.com)
[00:45:17] *** Joins: br1ck (~br1ck@150.140.193.82)
[00:45:17] *** Joins: chasmo77 (~chas77@c-71-193-246-4.hsd1.or.comcast.net)
[00:45:17] *** Joins: tykling (~tykling@irc.tyknet.dk)
[00:45:17] *** Joins: jstoker (~jstoker@user/jstoker)
[00:45:17] *** Joins: gdd (~gdd@129.199.146.230)
[00:45:17] *** Joins: nisstyre (~wes@user/nisstyre)
[00:45:17] *** Joins: Alipha (~AliphaX@user/alipha)
[00:45:17] *** Joins: Church (~aleph@pool-98-116-232-112.nycmny.fios.verizon.net)
[00:45:17] *** Joins: Alanius (~alan@asdm.gmbh)
[00:45:17] *** Joins: mcfrdy (~mcfrdy@user/mcfrdy)
[00:45:17] *** Joins: spaceone (~spaceone@wc1.wechall.net)
[00:45:17] *** Joins: _- (~orgg@user/orgg)
[00:45:18] *** Quits: gdd (~gdd@129.199.146.230) (Max SendQ exceeded)
[00:45:18] *** Quits: saolof[m] (~saolofenv@2001:470:69fc:105::1:6188) (Ping timeout: 245 seconds)
[00:46:06] *** Quits: cacu[m] (~cacuconve@2001:470:69fc:105::b9df) (Ping timeout: 260 seconds)
[00:46:29] *** Joins: sebbu (~sebbu@2a01:cb10:856f:3000:70bc:5bd0:8f78:3b97)
[00:47:13] *** Quits: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de) (Client Quit)
[00:47:26] *** Quits: kristjansson (sid126207@id-126207.tinside.irccloud.com) (Ping timeout: 245 seconds)
[00:47:27] *** Joins: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de)
[00:48:04] *** Quits: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de) (Client Quit)
[00:48:22] *** Joins: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de)
[00:49:26] *** Joins: kristjansson (sid126207@tinside.irccloud.com)
[00:49:32] *** Quits: Halver[m] (~hoverhalv@2001:470:69fc:105::d0fe) (Ping timeout: 240 seconds)
[00:49:50] *** Quits: boxframes__ (~Saloframe@2607:9000:2000:15::a45d) (Quit: Leaving)
[00:51:36] *** Quits: gproto23 (~gproto23@user/gproto23) (Remote host closed the connection)
[00:57:11] *** Joins: KellerHusky[m] (~kellerhus@2001:470:69fc:105::478c)
[00:58:30] *** Joins: ericnoan (~en@li1489-130.members.linode.com)
[00:59:01] *** Joins: xenoterracide (~xenoterra@2600:1700:71d4:810:101f:cf82:e73c:f52b)
[01:01:30] *** Quits: ericnoan (~en@li1489-130.members.linode.com) (Changing host)
[01:01:30] *** Joins: ericnoan (~en@user/ericnoan)
[01:01:49] *** epony is now known as Guest3959
[01:02:27] *** Joins: chiselfuse (~chiselfus@user/chiselfuse)
[01:03:29] *** Quits: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de) (Quit: leaving)
[01:03:41] *** Joins: dostoyevsky2 (~sck@user/dostoyevsky2)
[01:04:59] *** Quits: Narrat (~omnius@p2e51179b.dip0.t-ipconnect.de) (Ping timeout: 256 seconds)
[01:06:47] *** Joins: gdd (~gdd@129.199.146.230)
[01:08:08] *** Joins: Narrat (~omnius@p2e51179b.dip0.t-ipconnect.de)
[01:11:41] *** Quits: cryomon_ (~user@gateway/tor-sasl/cryomon) (Quit: Konversation terminated!)
[01:12:04] *** Quits: euouae (~euouae@user/euouae) (Quit:  )
[01:12:17] *** Quits: ericnoan (~en@user/ericnoan) (Ping timeout: 250 seconds)
[01:13:15] *** Quits: xenoterracide (~xenoterra@2600:1700:71d4:810:101f:cf82:e73c:f52b) (Ping timeout: 256 seconds)
[01:18:45] *** Joins: ericnoan (~en@user/ericnoan)
[01:19:09] *** Joins: jdmark (~jdmark@user/jdmark)
[01:19:18] *** Joins: Halver[m] (~hoverhalv@2001:470:69fc:105::d0fe)
[01:21:52] *** Joins: sdfgsdfg (~dfghsfgs@user/sdfgsdfg)
[01:21:57] *** Joins: saolof[m] (~saolofenv@2001:470:69fc:105::1:6188)
[01:22:33] *** Quits: ivii (~ivan@user/ivii) (Remote host closed the connection)
[01:22:57] *** Joins: ivii (~ivan@user/ivii)
[01:25:02] *** Quits: Narrat (~omnius@p2e51179b.dip0.t-ipconnect.de) (Quit: They say a little knowledge is a dangerous thing, but it's not one half so bad as a lot of ignorance.)
[01:28:26] *** Joins: zulutango (~zulutango@static-n58-105-160-58.mas4.nsw.optusnet.com.au)
[01:31:08] *** Joins: Histausse (~histausse@2001:470:69fc:105::1:711b)
[01:34:39] *** Joins: FelixFish[m] (~felixfish@2001:470:69fc:105::1:2e23)
[01:36:12] *** Joins: Malvolio (~Malvolio@user/malvolio)
[01:39:31] <dostoyevsky2> hmmm... age source code is just 4k LoC...
[01:42:17] *** Quits: sgt_chuckles (~sgt_chuck@pool-71-190-209-205.nycmny.fios.verizon.net) (Quit: Client closed)
[01:42:39] *** Joins: sgt_chuckles (~sgt_chuck@pool-71-190-209-205.nycmny.fios.verizon.net)
[01:45:59] *** Joins: cacu[m] (~cacuconve@2001:470:69fc:105::b9df)
[01:56:08] *** Joins: hsiktas[m] (~hsiktasm]@2001:470:69fc:105::30d4)
[02:00:51] *** Quits: mikrosis (~mikrosis@dynamic-046-114-173-011.46.114.pool.telefonica.de) (Ping timeout: 256 seconds)
[02:05:54] *** Joins: Klotz (~Klotzoman@gateway/tor-sasl/klotz)
[02:15:00] *** Joins: duckie (~duckie@user/duckie)
[02:17:28] *** Quits: byteskeptical (~amnesia@user/byteskeptical) (Quit: Lost terminal)
[02:17:31] *** Quits: Guyver2 (~Guyver@guyver2.xs4all.nl) (Quit: Going offline, see ya! (www.adiirc.com))
[02:23:35] *** Joins: FlorianBad (~FlorianBa@cpe-67-49-107-16.dc.res.rr.com)
[02:30:33] *** Malvolio is now known as Guest7704
[02:31:57] *** Quits: Guest7704 (~Malvolio@user/malvolio) (Ping timeout: 240 seconds)
[02:38:52] *** Quits: zegalch (~zegalch@178.128.75.133) (Remote host closed the connection)
[02:39:09] *** Joins: zegalch (~zegalch@178.128.75.133)
[02:40:48] *** Quits: Sofia (~sofia@gateway/tor-sasl/sofia) (Ping timeout: 276 seconds)
[02:40:53] *** Joins: Malvolio (~Malvolio@user/malvolio)
[02:42:49] <halosghost> seems pretty tight
[02:42:56] <halosghost> does that include deps?
[02:46:01] *** Quits: ivii (~ivan@user/ivii) (Remote host closed the connection)
[02:46:24] *** Joins: ivii (~ivan@user/ivii)
[02:48:36] *** Quits: gildasio (~gildasio@gateway/tor-sasl/gildasio) (Ping timeout: 276 seconds)
[02:51:17] *** Quits: gabriel1 (~gabriel1@user/gabriel1) (Remote host closed the connection)
[02:52:38] *** Joins: Sofia (~sofia@gateway/tor-sasl/sofia)
[02:52:59] *** Quits: ivii (~ivan@user/ivii) (Ping timeout: 256 seconds)
[02:54:15] *** Joins: ivii (~ivan@user/ivii)
[02:54:30] <dostoyevsky2> halosghost: Since Filippo Valsorda is not only the age maintainer but also the Go crypto lead, the actual age code seems to be only some glue code using the existing crypto libs for Go
[03:10:46] *** Quits: Sofia (~sofia@gateway/tor-sasl/sofia) (Remote host closed the connection)
[03:11:53] *** Joins: Sofia (~sofia@gateway/tor-sasl/sofia)
[03:15:44] *** Joins: yates (~user@fv-nc-f7af8b91e1-234237-1.tingfiber.com)
[03:16:09] <yates> ha! my ex-wife went to UC Davis.
[03:19:39] <yates> can someone please explain to me the details of the "ECB" form of AES, or point me to a reference that does?
[03:20:03] *** Quits: Malvolio (~Malvolio@user/malvolio) (Read error: Connection reset by peer)
[03:22:12] <yates> would the use of a MAC to authenticate a message be considered a type of "signing"?
[03:22:22] <yates> (Message Authentication Code)
[03:24:42] <yates> i.e., would it be proper terminology to refer to such a message as "signed"?
[03:30:40] <snappy> i've heard people say "sign with a MAC" - I'm not sure how proper the terminology is though, versus say "authenticate with a MAC"
[03:32:05] *** Joins: Malvolio (~Malvolio@user/malvolio)
[03:33:20] <yates> snappy: indeed. it would seem that "signing" necessarily means non-repudiation, and according to this authentication "does not necessarily include" that property. https://en.wikipedia.org/wiki/Message_authentication
[03:37:49] <Alipha> yates: https://en.m.wikipedia.org/wiki/Block_cipher_mode_of_operation has a diagram. ECB is simply taking the first 16-byte block, encrypting it, and that's the first 16 bytes of ciphertext. Take the next 16 bytes, encrypt those, and that's the next 16 bytes if ciphertext. etc. This is SUPER INSECURE and should never* be used
[03:38:27] *** Joins: gildasio (~gildasio@gateway/tor-sasl/gildasio)
[03:38:53] <Alipha> And, no, we don't refer to creating a MAC as signing or refer to MACs as signatures. Signing and signatures are done with public key crypto
[03:40:11] <Alipha> On Wikipedia, you'll also see the classic "penguin encrypted with ECB" image.
[03:40:29] <yates> Alipha: why is it insecure?
[03:43:14] <Alipha> yates: because the same 16 bytes always encrypts to the same 16-byte ciphertext under the same key. So any repetition of 16 byte blocks will allow attackers to know which blocks have the same plaintext. This doesn't sound very dangerous, but it actually is. As the penguin image illustrates
[03:45:55] <Alipha> If an attacker is allowed to modify the ciphertext and has access to a decryption oracle, then it's trivial to decrypt any ciphertext encrypted with ECB (the cryptopals challenges contains an exercise for doing this).
[03:46:22] <yates> Alipha: thank you. i'd heard of this. it is becoming more clear. a;sp thanks for the ECB reference.
[03:46:35] <yates> s/a;sp/also/
[03:47:13] <yates> fyi, i'm not doing it. i'm studying a system which has this implemented.
[03:47:30] <Alipha> Zoom? :-)
[03:47:59] <Alipha> yates: well, tell whoever is in charge of the system that their encryption is complete garbage
[03:48:32] <yates> no, i'm reverse engineering, and the type of system confidential. 
[03:49:53] *** Quits: PJBoy (~PJBoy@user/pjboy) (Ping timeout: 256 seconds)
[03:50:47] <snappy> well if they use ecb and authenticate with MAC, their MAC verification might have a timing side channel
[03:51:59] <Alipha> ECB is potentially okay if you're encrypting exactly 16 bytes (eg, encrypting a 128-bit key). Or if you're using it as a "permutation", not as "encryption"
[03:52:16] *** Quits: gildasio (~gildasio@gateway/tor-sasl/gildasio) (Remote host closed the connection)
[03:59:13] *** Quits: ert (~ert@2001:4b99:1:1:216:3eff:fee5:446f) (Quit: out)
[04:01:06] *** Quits: machinedgod (~machinedg@24.105.81.50) (Ping timeout: 250 seconds)
[04:03:23] *** Quits: sdfgsdfg (~dfghsfgs@user/sdfgsdfg) (Quit: ayo yoyo ayo yoyo hololo, hololo.)
[04:04:22] <yates> Alipha, snappy: they're using AES/ECB to generate an intermediate key that is used to generate the MACs
[04:05:51] <yates> the messages themselves are plaintext. 
[04:05:58] *** Quits: Wulf (~Wulf@user/wulf) (Ping timeout: 256 seconds)
[04:06:25] <yates> what this article calls ""message authentication without secrecy": https://en.wikipedia.org/wiki/Message_authentication
[04:06:26] <Alipha> That's possibly fine
[04:07:49] *** Joins: Wulf (~Wulf@user/wulf)
[04:07:57] <yates> i think...
[04:09:51] *** Quits: dude12312414 (~test@gateway/tor-sasl/dude12312414) (Ping timeout: 276 seconds)
[04:10:27] <yates> they first generate a "primary" key from some private information, then the secondary key is generated using the primary key and some random information sent at the start of the session. all using AES/ECB
[04:11:33] <Alipha> How is the primary key and "some random information" combined?
[04:11:47] <Alipha> Also, is the MAC verified on constant time?
[04:11:51] <Alipha> *in
[04:13:24] <yates> the random information, a 3-byte block of values, is encrypted using the master key and AES/ECB
[04:13:36] <yates> after zero-extending to 16 bytes
[04:14:15] <yates> the random information, a 3-byte block of values, is zero-extended to 16 bytes and then encrypted using a secret master key and AES/ECB
[04:14:57] <yates> the secret master key is shared between sender and receiver
[04:18:00] <yates> no, wait
[04:18:05] <yates> that wasn't your question...
[04:18:37] <yates> you're asking about the secondary key
[04:19:48] <yates> the secondary key is generated by encrypting the random bytes along with some other session-specific information using AES/ECB and the primary key.
[04:19:58] <yates> 4 random bytes
