[00:17:29] *** Quits: zer0bitz (~zer0bitz@dsl-hkibng31-54fabc-15.dhcp.inet.fi) (Read error: Connection reset by peer)
[00:20:45] *** Quits: anessen97 (~Anessen97@host-79-41-170-37.retail.telecomitalia.it) (Remote host closed the connection)
[00:21:00] *** Joins: ItsNotGoodName05 (~ItsNotGoo@c-73-83-144-140.hsd1.wa.comcast.net)
[00:23:04] *** Quits: ItsNotGoodName0 (~ItsNotGoo@c-73-83-144-140.hsd1.wa.comcast.net) (Ping timeout: 264 seconds)
[00:23:05] *** ItsNotGoodName05 is now known as ItsNotGoodName0
[00:32:49] *** Joins: anessen97 (~Anessen97@host-79-41-170-37.retail.telecomitalia.it)
[00:46:14] *** Joins: kacperinjo3 (kacperinjo@s46.mydevil.net)
[00:47:14] *** Quits: kacperinjo (kacperinjo@s46.mydevil.net) (Ping timeout: 252 seconds)
[00:47:14] *** kacperinjo3 is now known as kacperinjo
[00:54:17] *** Quits: amcintosh (~amcintosh@amcintosh.net) (Quit: Ping timeout (120 seconds))
[00:54:32] *** Joins: amcintosh (~amcintosh@amcintosh.net)
[00:54:48] *** Joins: doombaby5 (~doombaby@66.51.154.90)
[00:55:01] *** Joins: agd7 (~agd@user/agd)
[00:57:12] *** Quits: doombaby (~doombaby@66.51.154.90) (Ping timeout: 268 seconds)
[00:57:12] *** Quits: agd (~agd@user/agd) (Ping timeout: 268 seconds)
[00:57:12] *** doombaby5 is now known as doombaby
[00:57:13] *** agd7 is now known as agd
[01:10:28] *** Quits: Magnets (~thelounge@129.159.118.169) (*.net *.split)
[01:10:28] *** Quits: Shoes (~Shoes@129.159.118.169) (*.net *.split)
[01:10:28] *** Quits: CoLo65 (~CoLo65@96.30.198.11) (*.net *.split)
[01:10:28] *** Quits: DeeJayy (~deejayy@sedna.tilb.sze.hu) (*.net *.split)
[01:10:28] *** Quits: shadoozo (~shadoozo@user/shadoozo) (*.net *.split)
[01:10:28] *** Quits: russjr08 (~russjr08@fw.internal.russ.network) (*.net *.split)
[01:10:28] *** Quits: nan0 (~nan0@user/nan0) (*.net *.split)
[01:10:28] *** Quits: Jay2k1 (J@y2k1.it) (*.net *.split)
[01:10:28] *** Quits: toro (sid332138@user/toro) (*.net *.split)
[01:10:28] *** Quits: jomo9 (~jomo@user/jomo) (*.net *.split)
[01:10:28] *** Quits: henry40408 (~henry4040@112.104.114.35) (*.net *.split)
[01:10:28] *** Quits: captain_morgan (~morgan@oit.cloud) (*.net *.split)
[01:10:28] *** Quits: c014 (c014@irccloud.gotlandica.org) (*.net *.split)
[01:10:28] *** Quits: promasu (~promasu@srv1.ntlk.de) (*.net *.split)
[01:10:28] *** Quits: danny (~danny@user/danny) (*.net *.split)
[01:10:28] *** Quits: Viciouss (~viciouss@user/viciouss) (*.net *.split)
[01:10:28] *** Quits: kir0ul (~kir0ul@89.234.141.147) (*.net *.split)
[01:10:28] *** Quits: Sithyrra (~Sithyrra@user/sithyrra) (*.net *.split)
[01:10:28] *** Quits: adhawkins (~adhawkins@user/adhawkins) (*.net *.split)
[01:10:29] *** Quits: polymorphic (~polymorph@066-169-158-111.res.spectrum.com) (*.net *.split)
[01:10:29] *** Quits: samsmith (~samsmith@li1371-152.members.linode.com) (*.net *.split)
[01:10:29] *** Quits: deltab (~deltab@user/deltab) (*.net *.split)
[01:10:29] *** Quits: bkidwell (~quassel@vicky3.xen.prgmr.com) (*.net *.split)
[01:10:29] *** Quits: CraftByte (anze@user/craftbyte) (*.net *.split)
[01:10:29] *** Quits: oisota (~oisota@user/oisota) (*.net *.split)
[01:10:29] *** Quits: z-nexx (~z-nexx@h88-129-189-153.cust.a3fiber.se) (*.net *.split)
[01:10:30] *** Quits: Vercas (~Vercas@gateway/tor-sasl/vercas) (*.net *.split)
[01:10:30] *** Quits: duds- (~duds-@gateway/tor-sasl/duds) (*.net *.split)
[01:10:30] *** Quits: Senicar (~Senicar@gateway/tor-sasl/senicar) (*.net *.split)
[01:10:30] *** Quits: JohnComputation2 (~JohnCompu@gateway/tor-sasl/johncomputation) (*.net *.split)
[01:14:04] *** Quits: Portugol9 (~Portugol9@user/portugol9) (Ping timeout: 264 seconds)
[01:14:19] *** Joins: eliocamp (~eliocamp@user/eliocamp)
[01:14:19] *** Joins: agd (~agd@user/agd)
[01:14:19] *** Joins: amcintosh (~amcintosh@amcintosh.net)
[01:14:19] *** Joins: kacperinjo (kacperinjo@s46.mydevil.net)
[01:14:19] *** Joins: ItsNotGoodName0 (~ItsNotGoo@c-73-83-144-140.hsd1.wa.comcast.net)
[01:14:19] *** Joins: knolle (~blah@user/knolle)
[01:14:19] *** Joins: Warr1024 (~Warr@user/warr1024)
[01:14:19] *** Joins: shr2 (~shrysr@user/shrysr)
[01:14:19] *** Joins: hi (~thelounge@80-115-29-244.cable.dynamic.v4.ziggo.nl)
[01:14:19] *** Joins: panzeroceania (sid16210@id-16210.hampstead.irccloud.com)
[01:14:19] *** Joins: _0x1d3 (sid43116@id-43116.tinside.irccloud.com)
[01:14:19] *** Joins: morgabra (sid500580@user/morgabra)
[01:14:19] *** Joins: pikapika (~pikapika_@pika.powered.by.lunarbnc.net)
[01:14:19] *** Joins: l4yer (~l4yer@2a07-a880-3101-1051-a922-bb49-135a-4393.pool6.ovpn.com)
[01:14:19] *** Joins: hata (~hata@hata.moe)
[01:14:19] *** Joins: vinumsv899516 (~vinumsv@122.171.223.29)
[01:14:19] *** Joins: eroc1990 (~eroc1990@075-130-106-186.res.spectrum.com)
[01:14:19] *** Joins: justache (~justache@user/justache)
[01:14:19] *** Joins: alyx (alyx@atheme/alyx)
[01:14:19] *** Joins: xoan (~xoan@user/xoan)
[01:14:19] *** Joins: Pixi_ (~Pixi@user/pixi)
[01:14:19] *** Joins: narf (~narf@87-121-73-110.dyn.launtel.net.au)
[01:14:19] *** Joins: b-long (~b-long@cpe-24-194-202-221.nycap.res.rr.com)
[01:14:19] *** Joins: Vercas (~Vercas@gateway/tor-sasl/vercas)
[01:14:19] *** Joins: lyr (~lyr@user/lyr)
[01:14:19] *** Joins: pztrn (~pztrn@user/pztrn)
[01:14:19] *** Joins: iXNyNe0 (~NyNe@user/nyne)
[01:14:19] *** Joins: t0xic0der (~thelounge@fedora/t0xic0der)
[01:14:19] *** Joins: genera (~Genera@user/genera)
[01:14:19] *** Joins: martums (~martums@user/martums)
[01:14:19] *** Joins: rvgate (~rvgate@user/rvgate)
[01:14:19] *** Joins: daom (~thelounge@216.240.140.49)
[01:14:19] *** Joins: deetwelve (~deetwelve@user/deetwelve)
[01:14:19] *** Joins: duds- (~duds-@gateway/tor-sasl/duds)
[01:14:19] *** Joins: Senicar (~Senicar@gateway/tor-sasl/senicar)
[01:14:19] *** Joins: jkovac1 (~jkovac1@user/jkovac1)
[01:14:19] *** Joins: koziad (~koz@198.46.189.15)
[01:14:19] *** Joins: nas (~nas@159.203.37.232)
[01:14:19] *** Joins: LinuxTheBadDev (~Linux@linux.astolfosexdoll.tech)
[01:14:19] *** Joins: serp (~serp@user/serp)
[01:14:19] *** Joins: cdleonard (~cdleonard@ec2-52-70-55-94.compute-1.amazonaws.com)
[01:14:19] *** Joins: daniel-k (~daniel-k@fsf/emeritus/daniel-k)
[01:14:19] *** Joins: SirLouen (~SirLouen@user/sirlouen)
[01:14:19] *** Joins: elmcrest (~elmcrest@static.48.211.217.95.clients.your-server.de)
[01:14:19] *** Joins: les (znc@user/les)
[01:14:19] *** Joins: cenourinha (cenourinha@2607:5300:203:3f52::20)
[01:14:19] *** Joins: _0x5fc3 (~0x5fc3@wireguard/tunneler/-0x5fc3)
[01:14:19] *** Joins: tetrapod (~tetrapod@user/tetrapod)
[01:14:19] *** Joins: infinity (~infinity@66.160.177.222)
[01:14:19] *** Joins: marwan (~marwan@host-2-103-13-172.as13285.net)
[01:14:19] *** Joins: asherkin (asherkin@limetech.io)
[01:14:19] *** Joins: Raichvent (~Raichvent@193.123.33.210)
[01:14:19] *** Joins: curly (curly@v6-ff.58a0.sonicshells.com)
[01:14:19] *** Joins: raekye (~raekye@creatifcubed.com)
[01:14:19] *** Joins: MasterScript (MS@2605:aa80:10:1::2)
[01:14:19] *** Joins: cultpony (~cultpony@user/cultpony)
[01:14:19] *** Joins: lzap (~lzap@46.167.231.173)
[01:14:19] *** Joins: c|oneman (sage@64.52.163.243)
[01:14:19] *** Joins: Barracuda7 (Barracuda@2607:5300:60:33b6:b37:6e0d:ced7:79e3)
[01:14:19] *** Joins: _nderscore (~nderscore@silentf.art)
[01:14:19] *** Joins: nif2 (~nif@dynamic-077-003-116-020.77.3.pool.telefonica.de)
[01:14:19] *** Joins: morganu (~Morgan@2603-8001-7407-5879-657f-b7b1-4fef-7dc2.res6.spectrum.com)
[01:14:19] *** Joins: queria (~queria@109.183.71.30)
[01:14:19] *** Joins: chmac (~chmac@88.130.159.173)
[01:14:19] *** Joins: Thumpxr (~Thumper@server.thumper.de)
[01:14:19] *** Joins: macdude22 (~macdude22@2604:2d80:5893:3c00:1914:c37c:919a:e675)
[01:14:19] *** Joins: Jubes (~Jubes@138.197.139.80)
[01:14:19] *** Joins: DarkG (~DarkG@user/darkg)
[01:14:19] *** Joins: Soni (~quassel@autistic.space)
[01:14:19] *** Joins: ghost64 (~ghost64@user/ghost64)
[01:14:19] *** Joins: jimmyb (~jimmyb@user/jimmyb)
[01:14:19] *** Joins: FetidToot (~FetidToot@user/fetidtoot)
[01:14:19] *** Joins: tls (iczero@hellomouse/dev/iczero)
[01:14:19] *** Joins: KramerC (kramer@user/kramerc)
[01:14:19] *** Joins: Duckle (~Duckle@user/duckle)
[01:14:19] *** Joins: sinned6915 (~sinned691@vmi438683.contaboserver.net)
[01:14:19] *** Joins: pyfisch (~pyfisch@user/pyfisch)
[01:14:19] *** Joins: jje (~jje@user/jje)
[01:14:19] *** Joins: mbuhl (~mbuhl@user/mbuhl)
[01:14:19] *** Joins: Shaxine (~Shaxine@user/shaxine)
[01:14:19] *** Joins: [diablo] (~diablo]@user/diablo/x-9068044)
[01:14:19] *** Joins: Viewday11 (~Viewday@user/viewday)
[01:14:19] *** Joins: archpc (~archpc@user/archpc)
[01:14:19] *** Joins: luva (~luva@45.141.152.44)
[01:14:19] *** Joins: tds (~tds@lounge.timstallard.me.uk)
[01:14:19] *** Joins: TonyStone (~TonyStone@cpe-74-76-51-197.nycap.res.rr.com)
[01:14:19] *** Joins: d4n13L (daniel@nothing.beats.this.terrific.host)
[01:14:19] *** Joins: sickill (~sickill@user/sickill)
[01:14:19] *** Joins: llh (~llh@user/llh)
[01:14:19] *** Joins: Orchid (izzy@user/orchid)
[01:14:19] *** Joins: rvalue (~rvalue@user/rvalue)
[01:14:19] *** Joins: Mary_ (~Mary@user/mary/x-9041818)
[01:14:19] *** Joins: loudaslife (~loud@irc.ldaslf.xyz)
[01:14:19] *** Joins: mooff (mooff@awful.cooking)
[01:14:19] *** Joins: Uppock (~uppock@blah.jabber.dk)
[01:14:19] *** Joins: Soulless (~Soulless@83.151.204.183)
[01:14:19] *** Joins: russjr08 (~russjr08@fw.internal.russ.network)
[01:14:19] *** Joins: twiedenbein (~twiedenbe@dhcp-141-239-190-106.hawaiiantel.net)
[01:14:19] *** Joins: denningsrogue (~denningsr@98.97.131.238)
[01:14:19] *** Joins: Bluemedia4 (~Bluemedia@user/bluemedia)
[01:14:19] *** Joins: toozej85 (~toozej@184.3.207.155)
[01:14:19] *** Joins: janis (~janis@user/janis)
[01:14:19] *** Joins: xnaas (~xnaas@user/xnaas)
[01:14:19] *** Joins: Maikel (~Maikel@130.61.63.136)
[01:14:19] *** Joins: VoliKoN0 (~VoliKoN@89.237.96.146)
[01:14:19] *** Joins: Gromboli3 (~Gromboli@user/gromboli)
[01:14:19] *** Joins: Mombius (~Mombius@mombius.xyz)
[01:14:19] *** Joins: adamus1red (~M@user/mrr)
[01:14:19] *** Joins: luser1 (~luser@somebodyjust.farted.net)
[01:14:19] *** Joins: timsan (~timsan@pauline.dynv6.net)
[01:14:19] *** Joins: han-` (~han`@user/han-/x-0887595)
[01:14:19] *** Joins: roccoro (~roccoro@tox.trexix.org)
[01:14:19] *** Joins: The_Decryptor (~The_Decry@flawlesscowboy.xyz)
[01:14:19] *** Joins: Centrixx (~Centrixx@bnc4free/staff/centrixx)
[01:14:19] *** Joins: hook54321 (sid149355@user/hook54321)
[01:14:19] *** Joins: emphatic (sid515945@id-515945.helmsley.irccloud.com)
[01:14:19] *** Joins: redlegion (sid429547@id-429547.ilkley.irccloud.com)
[01:14:19] *** Joins: Koragg (sid268081@Valeyard/Staff/Koragg)
[01:14:19] *** Joins: HMHackMaster_ (sid45710@id-45710.tinside.irccloud.com)
[01:14:19] *** Joins: H4ndy (~H4ndy@user/h4ndy)
[01:14:19] *** Joins: setesat (~setesat@94.4.156.220)
[01:14:19] *** Joins: SmokenatorZ6 (~Smokenato@179.247.160.96)
[01:14:19] *** Joins: meepmeep (meepmeep@end.of.cylind.re)
[01:14:19] *** Joins: 068AAC0VA (Rhys@help.lux.melted.me)
[01:14:19] *** Joins: Fjord (~Fjord@c-73-14-198-35.hsd1.co.comcast.net)
[01:14:19] *** Joins: McInkay (~McInkay@thelounge/maintainer/McInkay)
[01:14:19] *** Joins: dgw (dgw@sopel/admin/dgw)
[01:14:19] *** Joins: chosi (~5f5b0625@user/chosi)
[01:14:19] *** Joins: Lanjelin (~Lanjelin@50.51-174-33.customer.lyse.net)
[01:14:19] *** Joins: syllin (~syllin@user/syllin)
[01:14:19] *** Joins: FoodMan_ (~glucose@user/foodman)
[01:14:19] *** Joins: scott (scott@user/solson)
[01:14:19] *** Joins: mouses (mouses@fine.mouses.xyz)
[01:14:19] *** Joins: finnekit (~finnekit@fsf/member/finnekit)
[01:14:19] *** Joins: KDDLB (kevin@user/kddlb)
[01:14:19] *** Joins: SirScott (~SirScott@c-67-176-100-163.hsd1.co.comcast.net)
[01:14:19] *** Joins: scjosh (~scjosh@206.189.79.69)
[01:14:19] *** Joins: dhch (~dhch@185.213.154.168)
[01:14:19] *** strontium.libera.chat sets mode: +v McInkay
[01:14:19] *** Joins: ravi (~thelounge@static.62.225.203.116.clients.your-server.de)
[01:14:19] *** Joins: Cienisty (Cienisty@user/cienisty)
[01:14:19] *** Joins: Geronimo (~Geronimo@user/geronimo)
[01:14:19] *** Joins: marvnc (~marv@vps-f9cd6ec4.vps.ovh.ca)
[01:14:19] *** Joins: cweiss07653 (~cweiss@50.53.188.115)
[01:14:19] *** Joins: eeprom (~eeprom@engelbrecht.io)
[01:14:19] *** Joins: pots9038 (~pots@20.51.220.66)
[01:14:19] *** Joins: gfawcett (~gfawcett@ns521973.ip-158-69-124.net)
[01:14:19] *** Joins: XBouBou (~XBouBou@51.15.180.53)
[01:14:19] *** Joins: overholts (~overholts@129.159.36.225)
[01:14:19] *** Joins: IceWreck (~IceWreck@95.216.155.28)
[01:14:19] *** Joins: Bytewave (~Bytewave@user/bytewave)
[01:14:19] *** Joins: emberquill (~emberquil@user/emberquill)
[01:14:19] *** Joins: PolarizedIons0 (~polarized@hi.my.name.is.polarizedions.net)
[01:14:19] *** Joins: v_ (~NULLx76@80-60-83-220.fixed.kpn.net)
[01:14:19] *** Joins: gummipunkt (~gummipunk@213.232.193.5)
[01:14:19] *** Joins: factor (~factor@c-66-30-67-217.hsd1.ma.comcast.net)
[01:14:19] *** Joins: f1yankees (~f1yankees@99-87-219-148.lightspeed.rcsntx.sbcglobal.net)
[01:14:19] *** Joins: nullr0ute (~nick@helios.dcg.servers.0x5e.eu)
[01:14:19] *** Joins: softpaw (~softpaw@185.162.184.11)
[01:14:19] *** Joins: anonymip (~anonymip@user/anonymip)
[01:14:19] *** Joins: AKTheKnight (~AKTheKnig@user/aktheknight)
[01:14:19] *** Joins: zotan (zotan@destiny.zotan.network)
[01:14:19] *** Joins: wbrawner (~wbrawner@c-71-205-30-186.hsd1.co.comcast.net)
[01:14:19] *** Joins: Ottomite (~Ottomite@104-60-231-76.lightspeed.nworla.sbcglobal.net)
[01:14:19] *** Joins: terrorjack (~terrorjac@2a01:4f8:1c1e:509a::1)
[01:14:19] *** Joins: jeremyrubin (~jeremyrub@ec2-44-199-24-18.compute-1.amazonaws.com)
[01:14:19] *** Joins: Pimmetje (~Pimmetje@45.83.234.182)
[01:14:19] *** Joins: Casteil (~Casteil@user/casteil)
[01:14:19] *** Joins: JohnComputation2 (~JohnCompu@gateway/tor-sasl/johncomputation)
[01:14:19] *** Joins: Arw (~Arwalk@lfbn-dij-1-1462-22.w109-221.abo.wanadoo.fr)
[01:14:19] *** Joins: FingerlessGloves (~Fingerles@user/fingerlessgloves)
[01:14:19] *** Joins: calcmandan (~quassel@user/calcmandan)
[01:14:19] *** Joins: nan0 (~nan0@user/nan0)
[01:14:19] *** Joins: Jay2k1 (J@y2k1.it)
[01:14:19] *** Joins: captain_morgan (~morgan@oit.cloud)
[01:14:19] *** Joins: toro (sid332138@user/toro)
[01:14:19] *** Joins: danny (~danny@user/danny)
[01:14:19] *** Joins: kir0ul (~kir0ul@89.234.141.147)
[01:14:19] *** Joins: henry40408 (~henry4040@112.104.114.35)
[01:14:19] *** Joins: promasu (~promasu@srv1.ntlk.de)
[01:14:19] *** Joins: jomo9 (~jomo@user/jomo)
[01:14:19] *** Joins: c014 (c014@irccloud.gotlandica.org)
[01:14:19] *** Joins: Viciouss (~viciouss@user/viciouss)
[01:14:19] *** Joins: alex11 (~alex11@user/alex11)
[01:14:19] *** Joins: michele (~eraser@user/michele)
[01:14:19] *** Joins: Sithyrra (~Sithyrra@user/sithyrra)
[01:14:19] *** Joins: Koopz (~Koopz@koopz.rocks)
[01:14:19] *** Joins: cim (~cim@205.185.117.110)
[01:14:19] *** Joins: capi (~capi@cnc.hetzner.dont-panic.cc)
[01:14:19] *** Joins: lazyreader (~lazyreade@user/lazyreader)
[01:14:19] *** Joins: Arch1mede (~arch1mede@50.39.208.108)
[01:14:19] *** Joins: greypw254 (~greypw2@grey.pw)
[01:14:19] *** Joins: w1kl4s (~w1kl4s@user/w1kl4s)
[01:14:19] *** Joins: ElGuapo_ (~ElGuapo@li1974-164.members.linode.com)
[01:14:19] *** Joins: tetsumaki (~unknown@ns331908.ip-5-135-162.eu)
[01:14:19] *** Joins: sa (sid1055@id-1055.tinside.irccloud.com)
[01:14:19] *** Joins: travisghansen (~travisgha@192.74.130.86)
[01:14:19] *** Joins: jjardon (sid723@id-723.tinside.irccloud.com)
[01:14:19] *** Joins: Absalom (kax@envs.net)
[01:14:19] *** Joins: adhawkins (~adhawkins@user/adhawkins)
[01:14:19] *** Joins: yjftsjthsd3 (~yjftsjths@162.127.123.34.bc.googleusercontent.com)
[01:14:19] *** Joins: GrantN05 (GrantN05@user/grantn05)
[01:14:19] *** Joins: BigShip (~BigShip@user/bigship)
[01:14:19] *** Joins: MaxLeiter (~6820a170@thelounge/maintainer/MaxLeiter)
[01:14:19] *** Joins: channie (~mthn@romo.ovh)
[01:14:19] *** Joins: n9nes (~n9nes@user/n9nes)
[01:14:19] *** Joins: losuler (~losuler@122-199-41-42.ip4.superloop.com)
[01:14:19] *** Joins: compuguy (ahall@user/compuguy)
[01:14:19] *** Joins: petteri (sid777@helmsley.irccloud.com)
[01:14:19] *** Joins: Pocky (sid438257@hampstead.irccloud.com)
[01:14:19] *** Joins: langlee (sid97604@helmsley.irccloud.com)
[01:14:19] *** Joins: jwheare (sid2@hampstead.irccloud.com)
[01:14:19] *** Joins: e1z0 (~null@88.216.80.57)
[01:14:19] *** Joins: Numline1 (~Numline1@user/numline1)
[01:14:19] *** Joins: Gokturk (~Gokturk@sirius.hybridirc.com)
[01:14:19] *** Joins: A_Dragon (A_D@libera/staff/dragon)
[01:14:19] *** Joins: richrd (~wavi@thelounge/maintainer/wavi)
[01:14:19] *** Joins: harleypig (thelounge@harleypig.com)
[01:14:19] *** Joins: JamCow (~jamcow@user/jamcow)
[01:14:19] *** Joins: zingos (~zingos@143.198.48.220)
[01:14:19] *** Joins: simone (~nya@user/sx)
[01:14:19] *** Joins: LouWestin (~Lou@sirkyle.net)
[01:14:19] *** Joins: EpicKitty (EpicKitty@marshadow.epickitty.co.uk)
[01:14:19] *** Joins: TiZ (~TiZ@98.29.185.98)
[01:14:19] *** Joins: JornS (~JornS@mail.glemte.no)
[01:14:19] *** Joins: terali56 (~terali56@h-217-27-183-119.A388.priv.bahnhof.se)
[01:14:19] *** Joins: realies (~realies@user/realies)
[01:14:19] *** Joins: M8_--__-3[m] (~M8---3mat@2001:470:69fc:105::1:3788)
[01:14:19] *** Joins: majavah (~majavah@mediawiki/majavah)
[01:14:19] *** Joins: polymorphic (~polymorph@066-169-158-111.res.spectrum.com)
[01:14:19] *** Joins: samsmith (~samsmith@li1371-152.members.linode.com)
[01:14:19] *** strontium.libera.chat sets mode: +vv MaxLeiter richrd
[01:14:19] *** Joins: silentfury (~anubis@user/silentfury)
[01:14:19] *** Joins: lkernel (~laggardke@2001:19f0:7001:ac8:5400:2ff:fe63:499e)
[01:14:19] *** Joins: Quux_NL (~Quux_NL@irc.blackhats.org)
[01:14:19] *** Joins: philipsd6 (~philipsd6@185.215.227.67)
[01:14:19] *** Joins: redoc (~redoc@user/redoc)
[01:14:19] *** Joins: smitop[m] (~smitopkde@2001:470:69fc:105::1:117)
[01:14:19] *** Joins: shadoozo[m] (~yoricktwo@2001:470:69fc:105::1:31e8)
[01:14:19] *** Joins: graybeard (~graybeard@user/graybeard)
[01:14:19] *** Joins: stdcout5 (~stdcout@user/stdcout)
[01:14:19] *** Joins: Mitaka8 (~mjin@znc.mitaka.nl)
[01:14:19] *** Joins: Jake (jake@user/jake)
[01:14:19] *** Joins: daswf852 (~daswf852@user/daswf852)
[01:14:19] *** Joins: wolfshappen (~waff@irc.furworks.de)
[01:14:19] *** Joins: wishstudio (~wishstudi@173.242.114.63.16clouds.com)
[01:14:19] *** Joins: ops (~ops@user/echelon)
[01:14:19] *** Joins: ghostboarder (~quassel@S010640623101dbe0.va.shawcable.net)
[01:14:19] *** Joins: roniez (~roniez@2a02:c206:2057:5765::1)
[01:14:19] *** Joins: cnf (~cnf@d5152daf0.static.telenet.be)
[01:14:19] *** Joins: siniStar (~sinistar@is.sinistar.org)
[01:14:19] *** Joins: DunderPRO (~DunderPRO@c188-148-214-145.bredband.tele2.se)
[01:14:19] *** Joins: exarchd9 (~exarch@98.46.60.169)
[01:14:19] *** Joins: Sadie (~sadie@blahaj.sadie.moe)
[01:14:19] *** Joins: mcint (mcint@user/mcint)
[01:14:19] *** Joins: coldenbrewed (~coldbrew@static.142.41.161.5.clients.your-server.de)
[01:14:19] *** Joins: libussa (~libussa@libussa.net)
[01:14:19] *** Joins: tweska (~tweska@2sk.nl)
[01:14:19] *** Joins: BelCalm (~Belcalm@berryos.net)
[01:14:19] *** Joins: n3rdstreet (~n3rdstree@159.65.242.103)
[01:14:19] *** Joins: bs (bs@hellomouse/dev/bs)
[01:14:19] *** Joins: z-nexx (~z-nexx@h88-129-189-153.cust.a3fiber.se)
[01:14:19] *** Joins: oisota (~oisota@user/oisota)
[01:14:19] *** Joins: shadoozo (~shadoozo@user/shadoozo)
[01:14:19] *** Joins: CoLo65 (~CoLo65@96.30.198.11)
[01:14:19] *** Joins: Shoes (~Shoes@129.159.118.169)
[01:14:19] *** Joins: Magnets (~thelounge@129.159.118.169)
[01:14:19] *** Joins: CraftByte (anze@user/craftbyte)
[01:14:19] *** Joins: bkidwell (~quassel@vicky3.xen.prgmr.com)
[01:14:19] *** Joins: Artea (~Lufia@artea.com.pt)
[01:14:19] *** Joins: kiska (james@user/kiska)
[01:14:19] *** Joins: PeGaSuS (BlackHole@user/pegasus)
[01:14:19] *** Joins: hwm4rgs (~hwm4rgs@user/hwm4rgs)
[01:14:19] *** Joins: dragonshardz (~dragonsha@user/dragonshardz)
[01:14:19] *** Joins: hAcky (~hAcky@2a01:488:66:1000:53a9:13e6:0:1)
[01:14:19] *** Joins: shrysr (~shrysr@user/shrysr)
[01:14:19] *** Joins: Legomannetje (~Minifig@user/legomannetje)
[01:14:19] *** Joins: keigel2001 (~keigel2k1@megan.keigel2001.net)
[01:14:19] *** Joins: clandmeter (~clandmete@alpine/developer/clandmeter)
[01:14:19] *** Joins: yano (~yano@ircpuzzles/staff/yano)
[01:14:19] *** Joins: geonic (~geonic@user/geonic)
[01:14:19] *** Joins: mado_scientisto7 (~madscient@ip202.ip-51-178-215.eu)
[01:14:19] *** Joins: jiggawatt (jiggawatt@runs.on.ubuntu.crapping.cricket)
[01:14:19] *** Joins: j0rd (~j0rd@sff.ninja)
[01:14:19] *** Joins: DeeJayy (~deejayy@sedna.tilb.sze.hu)
[01:14:19] *** Joins: cwaydt (~cwaydt@user/cwaydt)
[01:14:19] *** Joins: Reptile (Subzero@2a07:5741:0:3cb:85c5:de40:6ffe:6be3)
[01:14:19] *** Joins: Ctaeth (~User@user/ctaeth)
[01:14:19] *** Joins: forero (~forero@forero.xyz)
[01:14:19] *** Joins: lazzurs (~lazzurs@user/lazzurs)
[01:14:19] *** Joins: Xen (xenthys@wireguard/tunneler/xenthys)
[01:14:19] *** Joins: TimeLord_ (~TimeLord_@51.15.129.97)
[01:14:19] *** Joins: Kamilion (kamilion@user/kamilion)
[01:14:19] *** Joins: enyc (~enyc@user/enyc)
[01:14:19] *** Joins: klaas (~klaas@simply.kla.as)
[01:14:19] *** Joins: fs2 (~fs@mail.fancyorg.at)
[01:14:19] *** Joins: nyany (~nyany@dronebl/admin/cat)
[01:14:19] *** Joins: Ingram (~Ingram@user/ingram)
[01:14:19] *** Joins: tumn (~tumn@user/tumn)
[01:14:19] *** Joins: OverCoder (~OverCoder@user/overcoder)
[01:14:19] *** Joins: flotwig (~flotwig@user/flotwig)
[01:14:19] *** Joins: xray (~xray@c-71-236-3-132.hsd1.ga.comcast.net)
[01:14:19] *** Joins: Aherin (~jhjacobs8@e247093.upc-e.chello.nl)
[01:14:19] *** Joins: mavericks (~woop@168.235.111.130)
[01:14:19] *** Joins: ben8472 (~ben8472@62.113.255.21)
[01:14:19] *** Joins: AndrewYu (~andrew@user/andrewyu)
[01:14:19] *** Joins: abeglu270 (~abeglu@95.183.53.121)
[01:14:19] *** Joins: pacbard (~pacbard@user/pacbard)
[01:14:19] *** Joins: adia (~adia@comix.gr)
[01:14:19] *** Joins: xakan (~xakan@pnmx.zdx.fr)
[01:14:19] *** Joins: Edgy2 (~EdgyNet@user/edgy1)
[01:14:19] *** Joins: deltab (~deltab@user/deltab)
[01:14:19] *** Joins: AndrewPH (~Andrew@2606:db00:0:62e::b)
[01:14:19] *** Joins: r00tobo (~r00tobo@r00tobo.is.inside.a.linuxshell.xyz)
[01:14:29] *** Quits: Spydar007 (~spydar007@user/spydar007) (Max SendQ exceeded)
[01:14:29] *** Quits: lucerne (~lucerne@ip202.ip-51-178-215.eu) (Max SendQ exceeded)
[01:14:33] *** Quits: jmcgnh (~jmcgnh@wikipedia/jmcgnh) (Max SendQ exceeded)
[01:15:01] *** Joins: lucerne (~lucerne@ip202.ip-51-178-215.eu)
[01:15:14] *** Joins: Spydar007 (~spydar007@user/spydar007)
[01:16:41] *** Joins: jmcgnh (~jmcgnh@wikipedia/jmcgnh)
[01:33:24] *** Joins: Portugol9 (~Portugol9@user/portugol9)
[01:34:47] *** Joins: trekkie1701c (~trekkie17@user/trekkie1701c)
[01:47:49] *** Quits: TonyStone (~TonyStone@cpe-74-76-51-197.nycap.res.rr.com) (Remote host closed the connection)
[01:47:59] *** Quits: jontyms (~jontyms@76-242-160-235.lightspeed.dybhfl.sbcglobal.net) (Quit: The Lounge - https://thelounge.chat)
[01:49:40] *** Joins: TonyStone (~TonyStone@cpe-74-76-51-197.nycap.res.rr.com)
