[00:05:56] *** Joins: ravella (~ravella@user/ryanavella)
[00:08:27] *** Joins: ofh (~felix@61.68.64.167)
[00:09:40] *** Quits: yelnah (~felix@193-119-99-118.tpgi.com.au) (Ping timeout: 256 seconds)
[00:13:26] *** Quits: phaleth (~user@user/phaleth) (Quit: WeeChat 2.8)
[00:20:38] *** Quits: fwg (~fwg@user/fwg) (Quit: so long and thanks for all the fish.)
[00:30:04] *** Quits: km (znc@user/km) (Remote host closed the connection)
[00:44:07] *** Joins: lanodan (~lanodan@2a01:e0a:d6:9930::35)
[00:44:07] *** Joins: jaredmm (~jaredmm@user/jaredmm)
[00:44:07] *** Joins: slowjo (~slowjo@sourcehut/user/slowjo)
[00:44:07] *** Joins: rom1504 (rom1504@rom1504.fr)
[00:44:07] *** Joins: flux_control (~flux@sourcemage/wizard/flux)
[00:44:07] *** Joins: oisota (~oisota@user/oisota)
[00:44:07] *** Joins: euantorano (sid180289@id-180289.helmsley.irccloud.com)
[00:44:07] *** Joins: glowcoil_ (sid3405@id-3405.tinside.irccloud.com)
[00:44:07] *** Joins: PotatoGim (sid99505@id-99505.lymington.irccloud.com)
[00:44:07] *** Joins: tributarian (sid381145@id-381145.helmsley.irccloud.com)
[00:44:07] *** Joins: nrr___ (sid20938@id-20938.lymington.irccloud.com)
[00:44:07] *** Joins: gw1 (g-w1@2600:3c03::f03c:92ff:fe2f:c92f)
[00:44:07] *** Joins: mentisdominus (~discipulu@user/discipulus)
[00:44:07] *** Joins: flokli (~flokli@2a01:4f9:c010:6c2:9479:5dff:fe37:7b16)
[00:44:07] *** Joins: LostKobrakai (~LostKobra@dia.uberspace.de)
[00:44:07] *** Joins: daurn (~daurnimat@vultr.daurnimator.com)
[00:44:07] *** Joins: factor (~factor@c-73-68-120-166.hsd1.ma.comcast.net)
[00:44:07] *** Joins: josias (~mottmatri@2001:470:69fc:105::b6c)
[00:44:07] *** Joins: ur5us (~ur5us@2406:e002:6d58:d101:2b70:9bf7:d290:b791)
[00:44:07] *** Joins: Franciman (~Franciman@mx1.fracta.dev)
[00:44:07] *** Joins: Ristovski (~Ristovski@hellomouse/perf/ristovski)
[00:44:07] *** Joins: lucus (~lucus@relto.u16.nl)
[00:44:07] *** Joins: mht-wtf (~mht@2a03:b0c0:3:e0::1e2:c001)
[00:44:07] *** Joins: bw (sid2730@user/betawaffle)
[00:44:07] *** Joins: eco (~ubuntu@ec2-54-201-230-197.us-west-2.compute.amazonaws.com)
[00:44:07] *** Joins: companion_cube (~simon@user/companion-cube)
[00:44:07] *** Joins: rbino (~rbino@rbino.com)
[00:44:07] *** Joins: Nixx (~quassel@bulbasaur.sjorsgielen.nl)
[00:44:07] *** Joins: tenshi (~red@user/tenshi)
[00:44:07] *** Joins: torque (~tachyon@user/torque)
[00:44:07] *** Joins: cr1901 (~cr1901@2601:8d:8600:911:bd4e:8264:4908:c86)
[00:44:07] *** Joins: kron (~weechat@user/qaph)
[00:44:07] *** Joins: HenrikHenriksson (~hxctrl-cl@2001:470:69fc:105::e37b)
[00:44:07] *** Joins: mountaingoat (~mountaing@user/mountaingoat)
[00:44:07] *** Joins: philtor (~philtom@50.53.105.83)
[00:44:07] *** Joins: Snetry (~snetry@dslb-188-101-117-082.188.101.pools.vodafone-ip.de)
[00:44:07] *** Joins: luuk (~luuk@user/luuk)
[00:44:07] *** Joins: marwan (~marwan@90.247.112.9)
[00:44:07] *** Joins: thatcher (~thatcher@91.110.109.236)
[00:44:07] *** Joins: marcj (~marc@205.175.215.11)
[00:44:07] *** Joins: codingcampbell (~codingcam@user/codingcampbell)
[00:44:07] *** Joins: HyLian_ (~meron@252.red-79-145-105.dynamicip.rima-tde.net)
[00:44:07] *** Joins: Arw| (~Arwalk@lfbn-dij-1-961-160.w90-125.abo.wanadoo.fr)
[00:44:07] *** Joins: Miaourt1 (~Miaourt@static.10.244.203.116.clients.your-server.de)
[00:44:07] *** Joins: skipwich (~skipwich@user/skipwich)
[00:44:07] *** Joins: wozeparrot (~wozeparro@user/wozeparrot)
[00:44:07] *** Joins: letoram (~bjorn@user/letoram)
[00:44:07] *** Joins: boardwalk (~boardwalk@2605:a601:aac3:100:c352:7304:d60a:9a4a)
[00:44:07] *** Joins: skrzyp (~skrzyp@skrzyp.net)
[00:44:07] *** Joins: tgschultz (UserNick@047-034-056-014.res.spectrum.com)
[00:44:07] *** Joins: ravella (~ravella@user/ryanavella)
[00:44:07] *** Joins: shachaf (~shachaf@user/shachaf)
[00:44:07] *** Joins: tanami_ (~q@irc.expert)
[00:44:07] *** Joins: aliasless (quassel@2001:19f0:6001:490f:9436:fd2d:3fc6:cfde)
[00:44:07] *** Joins: shurane (sid132556@id-132556.helmsley.irccloud.com)
[00:44:07] *** Joins: royo (~royo@user/royo)
[00:44:07] *** Joins: dch (sid1310@couchdb/committer/dch)
[00:44:07] *** Joins: mercenary (~mercenary@user/mercenary)
[00:44:07] *** Joins: Nulo (~Nulo@user/nulo)
[00:44:07] *** Joins: wilsonk (~wilsonk@S0106001b11030a94.cg.shawcable.net)
[00:44:07] *** Joins: Raito_Bezarius (~Raito@wireguard/tunneler/raito-bezarius)
[00:44:07] *** Joins: notzmv (~zmv@user/notzmv)
[00:44:07] *** Joins: wallacer (~quassel@2001:bc8:1824:9a:cafe:babe:b00b:aa03)
[00:44:07] *** Joins: nyah (~nyah@05453449.skybroadband.com)
[00:44:07] *** Joins: kragacles (~kragacles@rebonack.apastron.co)
[00:44:07] *** Joins: devast8a (~devast8a@2001:470:69fc:105::3f46)
[00:44:07] *** Joins: ugla (~ugla@2001:470:69fc:105::2b5)
[00:44:07] *** Joins: siraben (~siraben@user/siraben)
[00:44:07] *** Joins: bfredl (~bfredl@2001:470:69fc:105::183)
[00:44:07] *** Joins: Levy[m] (~tauoverpi@2001:470:69fc:105::1:71a5)
[00:44:07] *** Joins: nopenope[m] (~repmovsb@2001:470:69fc:105::1:274e)
[00:44:07] *** Joins: aspe[m] (~dimitrisa@2001:470:69fc:105::d93e)
[00:44:07] *** Joins: mikolajw (~mikolajtc@2001:470:69fc:105::3b02)
[00:44:07] *** Joins: Levytauoverpitch (~tauoverpi@2001:470:69fc:105::728)
[00:44:07] *** Joins: Flaminator (~Flaminato@ns323457.ip-5-39-76.eu)
[00:44:07] *** Joins: ep (~erik@user/ep)
[00:44:07] *** Joins: johnLate (~johnlate@lexington.scnr.net)
[00:44:07] *** Joins: danderson (~dave@tailscale/danderson)
[00:44:07] *** Joins: yrlf (~yrlf@omnath.yrlf.at)
[00:44:07] *** Joins: marler8997_ (~marler899@96-19-96-19-162-162.cpe.sparklight.net)
[00:44:07] *** Joins: ofh (~felix@61.68.64.167)
[00:44:07] *** Joins: phroa (~phroa@user/phroa)
[00:44:07] *** Joins: dottedmag (~dottedmag@tea.dottedmag.net)
[00:44:07] *** Joins: bblack (~bblack@wikimedia/bblack-WMF)
[00:44:07] *** Joins: simontime (~simontime@irc.simonti.me)
[00:44:07] *** Joins: Nilium (~sid200856@p01.sfo2.do.x.spiff.io)
[00:44:07] *** Joins: ebb (ebb@user/ebb)
[00:44:07] *** Joins: rektide (~rektide@eldergods.com)
[00:44:07] *** Joins: mplio (~mplio@81-205-35-3.fixed.kpn.net)
[00:44:07] *** Joins: tomku (~tomku@user/tomku)
[00:44:07] *** Joins: w0lff (~quassel@x8d1e1e30.agdsn.tu-dresden.de)
[00:44:07] *** Joins: jkl (~jkl@user/jkl)
[00:44:07] *** Joins: fiddlerwoaroof (~fiddlerwo@user/fiddlerwoaroof)
[00:44:07] *** Joins: Ekho (~Ekho@user/ekho)
[00:44:07] *** Joins: dbuckley (~dbuckley@c-73-47-57-9.hsd1.ct.comcast.net)
[00:44:07] *** Joins: Overkill (~overkill9@69-165-200-34.cable.teksavvy.com)
[00:44:07] *** Joins: anthon (~Thunderbi@p2e52aa21.dip0.t-ipconnect.de)
[00:44:07] *** Joins: Swahili (~Swahili@a95-94-208-187.cpe.netcabo.pt)
[00:44:07] *** Joins: lun4 (~luna@user/lun4)
[00:44:07] *** Joins: linuxgemini6 (~linuxgemi@user/linuxgemini)
[00:44:07] *** Joins: m5zs7k (aquares@web10.mydevil.net)
[00:44:07] *** Joins: rv1sr (~rv1sr@user/rv1sr)
[00:44:14] *** Quits: dostoyevsky2 (~sck@user/dostoyevsky2) (Max SendQ exceeded)
[00:44:29] *** Joins: finsternis (~X@23.226.237.192)
[00:44:29] *** Joins: waleee (~waleee@2001:9b0:21d:fc00:398f:b003:b90d:acf4)
[00:44:29] *** Joins: Arnavion (arnavion@user/arnavion)
[00:44:29] *** Joins: livoreno (~livoreno@user/notzmv)
[00:44:29] *** Joins: de1b39 (~de1b39@50.39.101.17)
[00:44:29] *** Joins: Tekk (~tekk@89.45.224.61)
[00:44:29] *** Joins: GreaseMonkey (greaser@user/greasemonkey)
[00:44:29] *** Joins: noracodes (~quassel@2604:a880:2:d0::2299:a001)
[00:44:29] *** Joins: Bonstra (~Bonstra@val.bonstra.fr.eu.org)
[00:44:29] *** Joins: hanna_ (65c0ed9340@2604:bf00:561:2000::267)
[00:44:29] *** Joins: novakane (ca74a093b3@user/novakane)
[00:44:29] *** Joins: cyplo (2df7beb64c@2604:bf00:561:2000::28d)
[00:44:29] *** Joins: ifreund (2940d10f8b@user/ifreund)
[00:44:29] *** Joins: terinjokes (~terinjoke@2604:a880:2:d0::227b:f001)
[00:44:29] *** Joins: buhman (sid411355@user/buhman)
[00:44:29] *** Joins: yrashk_ (sid1568@id-1568.lymington.irccloud.com)
[00:44:29] *** Joins: trainsley69_ (~trainsley@c188-148-14-166.bredband.tele2.se)
[00:44:29] *** Joins: yeti (~username@user/yeti)
[00:44:29] *** Joins: reductum (~reductum@2603-8000-b400-8764-dea6-32ff-fe16-a622.res6.spectrum.com)
[00:44:29] *** Joins: joast (~rick@cpe-98-146-112-4.natnow.res.rr.com)
[00:44:29] *** Joins: semarie (~semarie@user/semarie)
[00:44:29] *** Joins: rovanion (~rovanion@h-46-59-13-236.A163.priv.bahnhof.se)
[00:44:29] *** Joins: outfox (~outfox@user/outfox)
[00:44:29] *** Joins: nemith (~bbennett@coachz.brbe.net)
[00:44:29] *** Joins: af (~af@awalgarg.me)
[00:44:29] *** Joins: coder_kalyan (2c72974719@user/coderkalyan)
[00:44:29] *** Joins: weslem (32012e016f@2604:bf00:561:2000::12f)
[00:44:29] *** Joins: raghavgururajan (ea769b8000@user/raghavgururajan)
[00:44:29] *** Joins: sm2n (ae95cb1267@user/sm2n)
[00:44:29] *** Joins: leon-p (1b22ab9492@2604:bf00:561:2000::18c)
[00:44:29] *** Joins: patwid (3da977342f@user/patwid)
[00:44:29] *** Joins: colbyhub (411e4f2740@2604:bf00:561:2000::2de)
[00:44:29] *** Joins: powerofzero (c2b6947721@user/powerofzero)
[00:44:29] *** Joins: psnszsn (7fe6b73f65@user/psnsn)
[00:44:29] *** Joins: fleg (dfbb34cb39@user/fleg)
[00:44:29] *** Joins: ManDeJan (3da94070ba@user/mandejan)
[00:44:29] *** Joins: tdmm (1c9b9145fc@2604:bf00:561:2000::1c8)
[00:44:29] *** Joins: gjnoonan (cb73e0a324@2604:bf00:561:2000::e)
[00:44:29] *** Joins: vrischmann (25460b476c@2604:bf00:561:2000::16c)
[00:44:29] *** Joins: andrea (3f138254b4@2604:bf00:561:2000::38)
[00:44:29] *** Joins: ibokuri (0fab725886@2604:bf00:561:2000::23f)
[00:44:29] *** Joins: lizog (75b54f24ba@2604:bf00:561:2000::14d)
[00:44:29] *** Joins: slind (e19c209508@2604:bf00:561:2000::17a)
[00:44:29] *** Joins: bmp (b6cc5e8850@2604:bf00:561:2000::184)
[00:44:29] *** Joins: philipwhite (062636b2b0@2604:bf00:561:2000::227)
[00:44:29] *** Joins: slothby (~JoshAshby@irc.isin.space)
[00:44:29] *** Joins: mixi (~mixi@exherbo/developer/mixi)
[00:44:29] *** Joins: Biolunar (biolunar@2a02:908:4b24:5000:ba27:ebff:fee0:75a)
[00:44:29] *** Joins: q66 (~q66@q66.moe)
[00:44:29] *** Joins: dbohdan (~dbohdan@user/dbohdan)
[00:44:29] *** Joins: Wolf480pl (wolf480pl@2a01:4f8:c2c:e5b0::1)
[00:44:29] *** Joins: jzelinskie (sid17772@user/jzelinskie)
[00:44:29] *** Joins: acarrico (~acarrico@dhcp-68-142-39-249.greenmountainaccess.net)
[00:44:29] *** Joins: losinggeneration (~quassel@64.225.54.254)
[00:44:29] *** Joins: rb (~augh@theguntretort.com)
[00:44:39] *** Joins: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de)
[00:44:40] *** Quits: finsternis (~X@23.226.237.192) (Max SendQ exceeded)
[00:44:49] *** Joins: tane (~tane@user/tane)
[00:44:49] *** Joins: breavyn (~breavyn@user/breavyn)
[00:44:49] *** Joins: acd8 (~acd84c8cc@2001:470:69fc:105::916)
[00:44:49] *** Joins: TianruiWei[m] (~tianruiwe@2001:470:69fc:105::1:601a)
[00:44:49] *** Joins: barath (~barath@2001:470:69fc:105::21a)
[00:44:49] *** Joins: midi[m] (~justmidim@2001:470:69fc:105::c739)
[00:44:49] *** Joins: motiejus (~motiejus@2001:470:69fc:105::38fb)
[00:44:49] *** Joins: l1x (uid1954@id-1954.tinside.irccloud.com)
[00:44:49] *** Joins: pretty_dumm_guy (trottel@gateway/vpn/protonvpn/prettydummguy/x-88029655)
[00:44:49] *** Joins: hendi (sid489601@id-489601.lymington.irccloud.com)
[00:44:49] *** Joins: copygirl (~koppeh@copy.mcft.net)
[00:44:49] *** Joins: freshcoffee (~fresh@user/freshcoffee)
[00:44:49] *** Joins: ane (ane@nikita.tnnet.fi)
[00:44:49] *** Joins: nkiz- (~nki@adsl-89-217-141-227.adslplus.ch)
[00:44:49] *** Joins: amosbird (~amosbird@13.75.119.182)
[00:44:49] *** Joins: energizer (~energizer@user/energizer)
[00:44:49] *** Joins: zkanda (~zkanda@box.makean.art)
[00:44:49] *** Joins: anathema (~anathema@40.91.229.57)
[00:44:49] *** Joins: nore (~nore@217.69.13.67)
[00:44:49] *** Joins: gonz_____ (sid304396@id-304396.lymington.irccloud.com)
[00:44:49] *** Joins: nikki93 (sid200244@id-200244.tinside.irccloud.com)
[00:44:49] *** Joins: stilbruch (~stilbruch@157.245.122.124)
[00:44:49] *** Joins: ovf (sid19068@id-19068.hampstead.irccloud.com)
[00:44:56] *** Quits: midi[m] (~justmidim@2001:470:69fc:105::c739) (Ping timeout: 245 seconds)
[00:45:01] *** Joins: bindu (~bindu@user/bindu)
[00:45:01] *** Joins: chexum (~quassel@gateway/tor-sasl/chexum)
[00:45:01] *** Joins: gxt (~gxt@gateway/tor-sasl/gxt)
[00:45:01] *** Quits: Levytauoverpitch (~tauoverpi@2001:470:69fc:105::728) (Ping timeout: 250 seconds)
[00:45:01] *** Quits: mikolajw (~mikolajtc@2001:470:69fc:105::3b02) (Ping timeout: 250 seconds)
[00:45:01] *** Joins: voldial (~user@user/voldial)
[00:45:01] *** Joins: dom96 (~dom@mail.nim-lang.org)
[00:45:01] *** Joins: Boarders_ (sid425905@id-425905.lymington.irccloud.com)
[00:45:01] *** Joins: saolsen (sid26430@id-26430.lymington.irccloud.com)
[00:45:01] *** Quits: josias (~mottmatri@2001:470:69fc:105::b6c) (Ping timeout: 240 seconds)
[00:45:02] *** Quits: CrystalGamma[m] (~crystalga@2001:470:69fc:105::1011) (Ping timeout: 240 seconds)
[00:45:02] *** Quits: Aren (~ar333matr@2001:470:69fc:105::39b2) (Ping timeout: 240 seconds)
[00:45:02] *** Quits: polykernel (~polykerne@user/polykernel) (Ping timeout: 240 seconds)
[00:45:02] *** Quits: tleydxdy[m] (~tleydxdy@2001:470:69fc:105::16a3) (Ping timeout: 240 seconds)
[00:45:12] *** Joins: finsternis (~X@23.226.237.192)
[00:45:18] *** Joins: LorisCro[m] (~kristoff-@2001:470:69fc:105::1:2521)
[00:45:18] *** Joins: da_lorax (~daloraxye@2001:470:69fc:105::1:5e15)
[00:45:18] *** Joins: voroskoi[m] (~voroskoif@2001:470:69fc:105::e17)
[00:45:18] *** Joins: ikskuh (~xq@v43666.php-friends.de)
[00:45:18] *** Joins: tsmanner_ (~tsmanner@pool-100-40-199-193.pghkny.fios.verizon.net)
[00:45:18] *** Joins: squeek502_ (~squeek502@user/squeek502)
[00:45:18] *** Joins: Earnestly (~earnest@user/earnestly)
[00:45:18] *** Joins: V (~v@anomalous.eu)
[00:45:18] *** Joins: doublej41 (~doublej47@osuosl/alumni/doublej472)
[00:45:18] *** Joins: toms (~foobar@pogostick.net)
[00:45:18] *** Joins: koakuma (~koakuma@user/koakuma)
[00:45:18] *** Joins: poqomchi (~poqomchi@user/poqomchi)
[00:45:18] *** Joins: mattikus (sid161707@user/mattikus)
[00:45:18] *** Joins: cln (sid336875@id-336875.ilkley.irccloud.com)
[00:45:18] *** Joins: FMJz__________ (sid279245@id-279245.lymington.irccloud.com)
[00:45:18] *** Joins: v0idpwn (sid483136@helmsley.irccloud.com)
[00:45:18] *** Joins: mischief (~mischief@wopr.sciops.net)
[00:45:18] *** Joins: amine (~aminechik@user/aminechikhaoui)
[00:45:18] *** Joins: smeding (~roysmedin@167.71.77.228)
[00:45:18] *** Joins: dwcraig (~dwcraig@c-73-61-103-149.hsd1.nh.comcast.net)
[00:45:18] *** Joins: perro_ (~perro@072-191-245-069.res.spectrum.com)
[00:45:18] *** Joins: nakedeyes (~nathan@user/nandormagyar)
[00:45:18] *** Joins: Seng (~nick@hurtig.ninja)
[00:45:18] *** Joins: greeb (~greeb@blahblahblah.anime.horse)
[00:45:18] *** Joins: nickster (~nickster@67.207.91.6)
[00:45:18] *** Quits: da_lorax (~daloraxye@2001:470:69fc:105::1:5e15) (Ping timeout: 245 seconds)
[00:45:18] *** Quits: LorisCro[m] (~kristoff-@2001:470:69fc:105::1:2521) (Ping timeout: 245 seconds)
[00:45:18] *** Quits: voroskoi[m] (~voroskoif@2001:470:69fc:105::e17) (Ping timeout: 245 seconds)
[00:45:19] *** Quits: siraben (~siraben@user/siraben) (Max SendQ exceeded)
[00:45:21] *** Quits: TianruiWei[m] (~tianruiwe@2001:470:69fc:105::1:601a) (Ping timeout: 245 seconds)
[00:45:21] *** Quits: barath (~barath@2001:470:69fc:105::21a) (Ping timeout: 245 seconds)
[00:45:25] *** Quits: Levy[m] (~tauoverpi@2001:470:69fc:105::1:71a5) (Ping timeout: 250 seconds)
[00:45:25] *** Quits: devast8a (~devast8a@2001:470:69fc:105::3f46) (Ping timeout: 250 seconds)
[00:45:25] *** Quits: bfredl (~bfredl@2001:470:69fc:105::183) (Ping timeout: 250 seconds)
[00:45:32] *** Quits: AtomToast (~atomtoast@2001:470:69fc:105::8a5) (Ping timeout: 240 seconds)
[00:45:32] *** Quits: _javyre (~javyre@2001:470:69fc:105::2162) (Ping timeout: 240 seconds)
[00:45:32] *** Quits: Snektron[m] (~snektron@2001:470:69fc:105::f0a3) (Ping timeout: 240 seconds)
[00:45:32] *** Quits: treeshateorcs[m] (~treeshate@2001:470:69fc:105::1:41c4) (Ping timeout: 240 seconds)
[00:45:38] *** Quits: gpanders (~gpanders@user/gpanders) (Ping timeout: 260 seconds)
[00:45:38] *** Quits: alethkit (~alethkitm@2001:470:69fc:105::1:6fa4) (Ping timeout: 260 seconds)
[00:45:38] *** Quits: coolshaurya (~coolshaur@2001:470:69fc:105::fac0) (Ping timeout: 260 seconds)
[00:45:41] *** Quits: HenrikHenriksson (~hxctrl-cl@2001:470:69fc:105::e37b) (Ping timeout: 252 seconds)
[00:45:46] *** Quits: acd8 (~acd84c8cc@2001:470:69fc:105::916) (Ping timeout: 245 seconds)
[00:45:46] *** Quits: motiejus (~motiejus@2001:470:69fc:105::38fb) (Ping timeout: 245 seconds)
[00:45:51] *** Quits: aspe[m] (~dimitrisa@2001:470:69fc:105::d93e) (Ping timeout: 250 seconds)
[00:45:51] *** Quits: ugla (~ugla@2001:470:69fc:105::2b5) (Ping timeout: 250 seconds)
[00:45:51] *** Quits: nopenope[m] (~repmovsb@2001:470:69fc:105::1:274e) (Ping timeout: 250 seconds)
[00:46:06] *** Quits: moats (~oats@user/oats) (Ping timeout: 260 seconds)
[00:47:13] *** Quits: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de) (Client Quit)
[00:47:32] *** Quits: Andy[m]1 (~anparrama@2001:470:69fc:105::1:6826) (Ping timeout: 240 seconds)
[00:47:32] *** Quits: darkbit[m] (~darkbitst@2001:470:69fc:105::3ae3) (Ping timeout: 240 seconds)
[00:47:32] *** Quits: blackcatter[m] (~blackcatt@2001:470:69fc:105::e10c) (Ping timeout: 240 seconds)
[00:52:32] *** Joins: noeontheend (~noeonthee@12.205.205.130)
[01:01:58] *** Joins: Aren (~ar333matr@2001:470:69fc:105::39b2)
[01:01:58] *** Joins: pkap (~pkap@185.209.196.138)
[01:02:00] *** Joins: tleydxdy[m] (~tleydxdy@2001:470:69fc:105::16a3)
[01:02:18] *** Joins: km (znc@user/km)
[01:02:46] *** Joins: Snektron[m] (~snektron@2001:470:69fc:105::f0a3)
[01:02:49] *** Joins: rgrinberg (~textual@2806:101e:7:6bed:e15c:b936:df3f:82e6)
[01:02:54] *** Joins: AtomToast (~atomtoast@2001:470:69fc:105::8a5)
[01:02:55] *** Joins: CrystalGamma[m] (~crystalga@2001:470:69fc:105::1011)
[01:03:25] *** Quits: noeontheend (~noeonthee@12.205.205.130) (Ping timeout: 250 seconds)
[01:06:30] <marler8997_> curious, if you could have chosen any build system for LLVM (instead of CMAKE), which one would you have chosen?
[01:07:19] <marler8997_> I myself can't really think of any better options
[01:08:09] <Earnestly> (make, with serious effort, see linux)
[01:09:11] <marler8997_> Earnestly would you suggest windows users use the GNU version of make then?
[01:11:18] <Earnestly> Since it's historical question; I would not care about Windows users.  They would have to find a way with cygwin/msys, don't really care
[01:12:02] <Earnestly> But there probably isn't much better than cmake when windows needs to be included, I agree
[01:12:20] <Earnestly> marler8997_: redo probably, hah
[01:12:31] <andrewrk> marler8997_, I'd remove python as a build dependency for starters
[01:12:53] <marler8997_> I remember redo, not sure why it didn't take off
[01:13:15] <marler8997_> andrewrk what would you replace the python depdendency with?
[01:13:24] <andrewrk> I think zig-without-llvm should have its own bootstrapping process, which will not involve cmake
[01:13:29] <Earnestly> marler8997_: In many ways, ninja is essentially redo, but with single file and less flexibility
[01:13:41] <Earnestly> But the core ideas of redo were adopted by them
[01:13:50] *** Quits: tane (~tane@user/tane) (Quit: Leaving)
[01:13:56] <marler8997_> ah I didn't realize that, very cool
[01:14:10] <andrewrk> marler8997_, I don't know what it's used for, but surely it can be replaced with a combination of posix shell, and build-time .c code that is compiled and executed as part of the build process
[01:14:42] <marler8997_> andrewrk sounds like a very "ziggy" solution :)
[01:14:54] <Earnestly> If use of posix sh, redo can work with that
[01:15:01] <Earnestly> As redo can be implemented in 'few' lines of it
[01:15:38] <marler8997_> I think "good solutions" have become synonymous with "ziggy solutions" for me at this point :)
[01:15:55] <Earnestly> I believe apenwar's redo does this, to bootstrap itself: https://github.com/apenwarr/redo/tree/main/minimal
[01:16:05] <Earnestly> Yes, is sh
[01:16:47] <Earnestly> There is a thesis paper somewhere where they implemented redo in '50 lines of sh'
[01:17:04] <marler8997_> I recall that the way redo leveraged the shell was genius, only problem I had with it was it wouldn't work on Windows
[01:17:10] <Earnestly> http://grosskurth.ca/papers/mmath-thesis.pdf
[01:17:33] <Earnestly> Well, djb's probably was C.  The design is quite easy to accomodate in any language
[01:17:40] <marler8997_> I think I read that like 5 years ago
[01:18:00] *** Joins: jemius (~imperator@200116b82d887f008c938151f21a6cb5.dip.versatel-1u1.de)
[01:19:39] *** Joins: treeshateorcs[m] (~treeshate@2001:470:69fc:105::1:41c4)
[01:19:44] *** Joins: polykernel (~polykerne@user/polykernel)
[01:20:05] <marler8997_> LLVM's python dependency may not be so bad if we could implement a simple one in a small amount of code, wonder how big that would be?
[01:20:15] <marler8997_> a simpler pythone interpreter that is
[01:20:34] <Earnestly> marler8997_: I appreciate most that the design is essentially language agnostic, the commands are given arguments and expected to execute other commands but besides that nothing else is expected
[01:20:46] <jemius> Good luck. You have the issue of the C API binding many applications to CPython
[01:21:03] <Earnestly> marler8997_: micropython?
[01:21:46] <andrewrk> marler8997_, the point is that you already depend on posix shell and a c compiler to build your compiler, so they're not *additional* dependencies that are needed only by the build system
[01:22:04] <Earnestly> (This is why I like redo too)
[01:22:28] <andrewrk> would be neat to get rid of the posix shell dependency too as long as the instructions for the human to follow can be simple enough
[01:22:31] <marler8997_> andrewrk yeah that's a big win in my book, doesn't seem to bother other people though
[01:22:51] <Earnestly> They don't bootstrap
[01:23:58] <marler8997_> they could remove the dependency on python by including micropython in their source :)
[01:24:18] *** Joins: blackcatter[m] (~blackcatt@2001:470:69fc:105::e10c)
[01:24:19] *** Joins: acd8 (~acd84c8cc@2001:470:69fc:105::916)
[01:24:30] <Earnestly> You should see if that even works, as jemius notes, cpython api
[01:24:32] <marler8997_> Actually one technique that may work well is to implement a very simple shell in C and include the source for it in the repo
[01:24:49] <Earnestly> marler8997_: Such an attempt: https://github.com/emersion/mrsh
[01:25:07] <marler8997_> too big
[01:25:10] *** Joins: LorisCro[m] (~kristoff-@2001:470:69fc:105::1:2521)
[01:25:13] <Earnestly> This /just/ posix sh
[01:25:19] <Earnestly> And it's too big?  Indeed so
[01:25:26] *** Joins: gpanders (~gpanders@user/gpanders)
[01:25:35] <Earnestly> marler8997_: Fwiw, samurai exists as C replacement for ninja, which is nice for bootstrapping
[01:25:56] <Earnestly> marler8997_: And https://sr.ht/~lattis/muon/ for meson
[01:26:08] <marler8997_> I used this technique to write simple scripts in a project a while back, here's the shell source (it's in Dlang): https://github.com/symmetryinvestments/clrbridge/blob/master/minish.d
[01:26:33] *** Joins: HenrikHenriksson (~hxctrl-cl@2001:470:69fc:105::e37b)
[01:26:56] <marler8997_> someone implemented meson in C?
[01:26:57] <marler8997_> wtf
[01:27:18] <jemius> wohoo. Meson on my PDP11 *_*
[01:27:19] <Earnestly> marler8997_: That won't be posix sh naturally, but if you're thinking of making small dsls, the answer is probably lisp (janet maybe idk)
[01:27:21] *** Joins: motiejus (~motiejus@2001:470:69fc:105::38fb)
[01:27:46] <marler8997_> oh lisp, could you implement that in a couple hundred lines in Zig?
[01:27:47] <Earnestly> marler8997_: There are two efforts: https://sr.ht/~bl4ckb0ne/boson/
[01:28:20] <marler8997_> oooo: https://github.com/matp/tiny-lisp/blob/master/tiny-lisp.c
[01:28:45] <marler8997_> there you go, replace all python in LLVM with lisp and include this C file, done
[01:29:15] <marler8997_> I'll send them a patch
[01:29:20] <andrewrk> the problem is you still need to put instructions for executing and running the .c code
[01:29:57] <Earnestly> It would only be something one does once
[01:29:57] <andrewrk> e.g. what make solves
[01:29:59] <marler8997_> well I'm assuming this is all invoked internally, not called directly by user
[01:30:30] <Earnestly> I don't want to give too many bad ideas, not sure what the goal precisely is
[01:30:36] *** Joins: Levytauoverpitch (~tauoverpi@2001:470:69fc:105::728)
[01:30:45] *** Joins: mikolajw (~mikolajtc@2001:470:69fc:105::3b02)
[01:31:03] <andrewrk> goal is to make it as simple and portable as possible to bootstrap zig
[01:31:06] *** Joins: jjido (~Denis@2a02:c7f:5c91:e700:7136:8a20:fe1b:e17)
[01:31:23] <andrewrk> you should be able to bootstrap zig on a hobby OS
[01:33:24] <ravella> I'm cool with make, but I'll feel icky if I have to type `gmake` ;)
[01:33:46] *** Quits: Tekk (~tekk@89.45.224.61) (Ping timeout: 250 seconds)
[01:33:52] <Earnestly> I assume bootstrap will assume assembler already exists, at least
[01:34:46] <marler8997_> I know, let's write a python to brainfuck interpreter, then in zig-bootstrap we'll just convert all the python in LLVM to brainfuck
