[00:00:34] *** Joins: BlackIkeEagle (~BlackIkeE@archlinux/trusteduser/blackikeeagle)
[00:21:43] <vaio> hello, is there a way to find out which plugin is missing when `docker service scale` returns `no suitable node (missing plugin on 3 nodes)`
[00:22:28] *** Joins: DoofusCanadensis (~DoofusCan@node-1w7jr9yercvgex5z93pzd0psq.ipv6.telus.net)
[00:23:33] <vaio> i'm trying to run a swarm with nfs mounts; i installed the `docker-volume-netshare` plugin on all nodes, service is up and running, and the docker-compose file works fine when not running in swarm mode
[00:24:57] <vaio> what i can find on https://github.com/docker/swarmkit/issues/2392 isn't really helping; or i'm missing something..
[00:25:19] *** Joins: sgt_chuckles (~sgt_chuck@pool-71-190-209-205.nycmny.fios.verizon.net)
[00:25:35] *** Quits: Hackerpcs (~user@user/hackerpcs) (Quit: Hackerpcs)
[00:41:41] *** Quits: XV8 (~XV8@2601:5cb:c001:50:b02a:1289:ddb1:fbc8) (*.net *.split)
[00:41:41] *** Quits: eldritch_ (~eldritch@user/eldritch/x-9272577) (*.net *.split)
[00:41:41] *** Quits: sloth_on_meth (~sloth_on_@bams.xs4all.space) (*.net *.split)
[00:41:41] *** Quits: Abdullah (user21348@user/abdullah) (*.net *.split)
[00:41:41] *** Quits: jjakob (~quassel@user/jjakob) (*.net *.split)
[00:41:41] *** Quits: l4yer (~l4yer@2001:ac8:31:8900:1012:29b6:fb45:418b) (*.net *.split)
[00:41:41] *** Quits: Enissay (~Enissay@user/enissay) (*.net *.split)
[00:41:41] *** Quits: s1b1 (~s1b1@user/s1b1) (*.net *.split)
[00:41:42] *** Quits: deuxexmachina (worker@2a01:7e01::f03c:92ff:fecb:5a96) (*.net *.split)
[00:41:42] *** Quits: averell (~averell@user/averell) (*.net *.split)
[00:41:42] *** Quits: leachim6 (~leachim6@user/leachim6) (*.net *.split)
[00:41:42] *** Quits: Exa (exa@irc.moe) (*.net *.split)
[00:41:42] *** Quits: tolland (~tolland@138.197.109.178) (*.net *.split)
[00:41:42] *** Quits: seanBE (~seanBE@ec2-34-243-193-160.eu-west-1.compute.amazonaws.com) (*.net *.split)
[00:41:42] *** Quits: shr2 (~shrysr@user/shrysr) (*.net *.split)
[00:41:42] *** Quits: Nothing4You (N4Y@nothing4you.w.tf-w.tf) (*.net *.split)
[00:41:42] *** Quits: Hackerpcs (~user@user/hackerpcs) (*.net *.split)
[00:41:42] *** Quits: dfee (~dfee@162-227-164-101.lightspeed.sntcca.sbcglobal.net) (*.net *.split)
[00:41:42] *** Quits: adac (~adac@static.153.233.47.78.clients.your-server.de) (*.net *.split)
[00:41:42] *** Quits: rvalue (~rvalue@user/rvalue) (*.net *.split)
[00:41:42] *** Quits: remolej (~kenoba@user/kenoba) (*.net *.split)
[00:41:42] *** Quits: nortoh (~nortoh@user/nortoh) (*.net *.split)
[00:41:42] *** Quits: rvgate (~rvgate@user/rvgate) (*.net *.split)
[00:41:42] *** Quits: len (~len@v2202104141858149543.nicesrv.de) (*.net *.split)
[00:41:42] *** Quits: roltux (~roltux@87.237.97.247) (*.net *.split)
[00:41:42] *** Quits: xMopx (~xMopx-lib@192.95.23.134) (*.net *.split)
[00:41:42] *** Quits: scottg489 (~scottg489@ec2-35-166-103-119.us-west-2.compute.amazonaws.com) (*.net *.split)
[00:41:42] *** Quits: g1eb_ (~g1eb@user/g1eb) (*.net *.split)
[00:41:42] *** Quits: vlt (~dm@157.230.21.14) (*.net *.split)
[00:41:42] *** Quits: Fabricio20 (~Fabricio2@212.47.227.164) (*.net *.split)
[00:41:42] *** Quits: AgentK (~AgentK@user/agentk) (*.net *.split)
[00:41:42] *** Quits: T0by (~Mja@user/t0by) (*.net *.split)
[00:41:42] *** Quits: Dev0n (~Dev0n@user/dev0n) (*.net *.split)
[00:41:42] *** Quits: meyer (~nunyuh@user/cosanostra) (*.net *.split)
[00:41:42] *** Quits: manuels (~manuel@80.211.205.88) (*.net *.split)
[00:41:42] *** Quits: rdrg109 (~rdrg109@user/rdrg109) (*.net *.split)
[00:41:43] *** Quits: burrows (burrows@user/burrows) (*.net *.split)
[00:41:43] *** Quits: Zelec95645041 (~Zelec@user/zelec) (*.net *.split)
[00:41:43] *** Quits: cebor (~cebor@user/cebor) (*.net *.split)
[00:41:43] *** Quits: useful_idiot (~useful_id@gateway/vpn/pia/usefulidiot/x-43226899) (*.net *.split)
[00:41:43] *** Quits: terrorjack (~terrorjac@2a01:4f8:1c1e:509a::1) (*.net *.split)
[00:41:43] *** Quits: IsoLinCHiP (~chip@user/IsoLinCHiP) (*.net *.split)
[00:41:43] *** Quits: jimmyb (~jimmyb@user/jimmyb) (*.net *.split)
[00:41:43] *** Quits: Celelibi (celelibi@user/celelibi) (*.net *.split)
[00:41:43] *** Quits: nrg (~NRG@user/nrg) (*.net *.split)
[00:41:43] *** Quits: GunArm (~barrett@firewall.mitsi.com) (*.net *.split)
[00:41:43] *** Quits: zitter (~danilodim@93-57-35-194.ip162.fastwebnet.it) (*.net *.split)
[00:41:43] *** Quits: chasmo77 (~chas77@c-71-193-246-4.hsd1.or.comcast.net) (*.net *.split)
[00:41:43] *** Quits: teroshan (~teroshan@static.28.181.130.94.clients.your-server.de) (*.net *.split)
[00:41:43] *** Quits: blackwood821 (~blackwood@user/blackwood821) (*.net *.split)
[00:41:43] *** Quits: Nightah (~Nightah@user/nightah) (*.net *.split)
[00:41:43] *** Quits: thanas (~thanas@user/thanas) (*.net *.split)
[00:41:43] *** Quits: vbotka (~vbotka@92.245.202.144) (*.net *.split)
[00:41:43] *** Quits: jaskal (jaskal@user/jaskal) (*.net *.split)
[00:41:43] *** Quits: cln (sid336875@id-336875.ilkley.irccloud.com) (*.net *.split)
[00:41:43] *** Quits: jstoker (~jstoker@user/jstoker) (*.net *.split)
[00:41:43] *** Quits: mjh4386_ (~mjh4386@165.22.53.231) (*.net *.split)
[00:41:43] *** Quits: packet_lozenge_ (~packet_lo@user/packet-lozenge/x-7125090) (*.net *.split)
[00:41:43] *** Quits: effprime_ (~effprime@user/effprime) (*.net *.split)
[00:41:43] *** Quits: aivkiv (~aivkiv@server2.kivilius.com) (*.net *.split)
[00:41:43] *** Quits: ablutor (~quassel@145.131.24.183) (*.net *.split)
[00:41:43] *** Quits: hendry (~hendry@210.23.22.2) (*.net *.split)
[00:41:43] *** Quits: Church (~aleph@pool-98-116-232-112.nycmny.fios.verizon.net) (*.net *.split)
[00:41:43] *** Quits: agrajag- (~agrajag@user/agrajag) (*.net *.split)
[00:41:43] *** Quits: diabel (~diabel@anubis.abitania.pl) (*.net *.split)
[00:41:43] *** Quits: clemens3 (~clemens@225.40.150.83.ftth.as8758.net) (*.net *.split)
[00:41:43] *** Quits: ringo__ (~ringo@157.230.117.128) (*.net *.split)
[00:41:43] *** Quits: churnd (~churnd@user/churnd) (*.net *.split)
[00:41:43] *** Quits: atrigent (~atrigent@c-73-69-68-26.hsd1.ma.comcast.net) (*.net *.split)
[00:41:43] *** Quits: jmcgnh (~jmcgnh@wikipedia/jmcgnh) (*.net *.split)
[00:41:43] *** Quits: cotko (~cotko@188-230-251-153.dynamic.t-2.net) (*.net *.split)
[00:41:43] *** Quits: sa (sid1055@id-1055.tinside.irccloud.com) (*.net *.split)
[00:41:43] *** Quits: jpaa (~jpaa@161.97.129.36) (*.net *.split)
[00:41:43] *** Quits: gearnode (~gearnode@2a01cb000ce2c100f22f74fffedefec1.ipv6.abo.wanadoo.fr) (*.net *.split)
[00:41:44] *** Quits: Flyer (~flyer@lol.flyer.org) (*.net *.split)
[00:41:44] *** Quits: Raito_Bezarius (~Raito@wireguard/tunneler/raito-bezarius) (*.net *.split)
[00:41:44] *** Quits: Riviera (Riviera@user/riviera) (*.net *.split)
[00:41:44] *** Quits: mtj (~mtj@2400:8902::f03c:91ff:fe93:b7f1) (*.net *.split)
[00:41:44] *** Quits: SmokenatorZ6 (~Smokenato@179.247.160.94) (*.net *.split)
[00:41:44] *** Quits: thegodsquirrel (~thegodsqu@user/thegodsquirrel) (*.net *.split)
[00:41:44] *** Quits: mz` (~mz`@user/mz/x-8532539) (*.net *.split)
[00:41:44] *** Quits: thc202 (~thc202@user/thc202) (*.net *.split)
[00:41:44] *** Quits: Johnsen (~robert@user/johnsen) (*.net *.split)
[00:41:44] *** Quits: ikke (~kevin@alpine/developer/ikke) (*.net *.split)
[00:41:44] *** Quits: cwchristerw (~cwchriste@onyx.devices.christerwaren.fi) (*.net *.split)
[00:41:44] *** Quits: strudl (~strudl@user/strudl) (*.net *.split)
[00:41:44] *** Quits: pstn (~nunyuhbiz@user/pstn) (*.net *.split)
[00:41:44] *** Quits: Notir (~Notir@user/notir) (*.net *.split)
[00:41:44] *** Quits: con3 (~con3@143.198.53.32) (*.net *.split)
[00:41:44] *** Quits: phuzion (~phuzion@dagd/phuzion) (*.net *.split)
[00:41:44] *** Quits: Boniche (~Boniche@ivysaur.umbreon.net) (*.net *.split)
[00:41:44] *** Quits: Sherpard2 (~VPard@user/sherpard2) (*.net *.split)
[00:41:44] *** Quits: sgt_chuckles (~sgt_chuck@pool-71-190-209-205.nycmny.fios.verizon.net) (*.net *.split)
[00:41:44] *** Quits: ExeciN (~ExeciN@user/nicexe) (*.net *.split)
[00:41:44] *** Quits: zumba_addict (~zumba_add@c-71-194-58-34.hsd1.il.comcast.net) (*.net *.split)
[00:41:44] *** Quits: lilgopher (~textual@2601:241:8000:38f0:9c23:cd6f:d63b:6080) (*.net *.split)
[00:41:45] *** Quits: Sayona (~Sayona@user/sayona) (*.net *.split)
[00:41:45] *** Quits: factor (~factor@c-73-68-120-166.hsd1.ma.comcast.net) (*.net *.split)
[00:41:45] *** Quits: BinarySavior (~BinarySav@idlerpg/player/BinarySavior) (*.net *.split)
[00:41:45] *** Quits: phalanx5 (~thelounge@user/phalanx) (*.net *.split)
[00:41:45] *** Quits: bsf (~bsf@user/bsf) (*.net *.split)
[00:41:45] *** Quits: caverton (~caverton@ercro.tech) (*.net *.split)
[00:41:45] *** Quits: frojnd (~frojnd@user/frojnd) (*.net *.split)
[00:41:45] *** Quits: tianon (~tianon@user/tianon) (*.net *.split)
[00:41:45] *** Quits: prime (~prime@user/prime) (*.net *.split)
[00:41:45] *** Quits: erri (~meow@ec2-18-218-146-67.us-east-2.compute.amazonaws.com) (*.net *.split)
[00:41:45] *** Quits: burakcank (~burakcank@has.arrived.and.is.ready-to.party) (*.net *.split)
[00:41:45] *** Quits: VectorX (~sunilaiya@user/vectorx) (*.net *.split)
[00:41:45] *** Quits: drocan (~drocan@user/drocan) (*.net *.split)
[00:41:45] *** Quits: ldlework (~hexeme@user/hexeme) (*.net *.split)
[00:41:45] *** Quits: mino_ (~mino@user/mino) (*.net *.split)
[00:41:45] *** Quits: Pingerfowder (~Pingerfow@2404:9400:3:0:216:3eff:fee1:1151) (*.net *.split)
[00:41:45] *** Quits: petris (sid19918@user/petris) (*.net *.split)
[00:41:45] *** Quits: lachesis (~lachesis@user/lachesis) (*.net *.split)
[00:41:45] *** Quits: sunarch (uid526836@user/sunarch) (*.net *.split)
[00:41:45] *** Quits: holbrode (sid339826@id-339826.tinside.irccloud.com) (*.net *.split)
[00:41:45] *** Quits: DeeJay2 (~deejay2@199-114-234-216.pool.interplex.ca) (*.net *.split)
[00:41:45] *** Quits: oisota (~oisota@user/oisota) (*.net *.split)
[00:41:45] *** Quits: megamus_prime (~megamus_p@46.101.47.16) (*.net *.split)
[00:41:45] *** Quits: nickjj (~nickjj@user/nickjj) (*.net *.split)
[00:41:45] *** Quits: SJrX (~sjr@S0106302303dfb018.vf.shawcable.net) (*.net *.split)
[00:41:45] *** Quits: DonRichie (~DonRichie@ricl.de) (*.net *.split)
[00:41:45] *** Quits: lhtseng (sid15322@id-15322.helmsley.irccloud.com) (*.net *.split)
[00:41:45] *** Quits: tag (sid271787@id-271787.lymington.irccloud.com) (*.net *.split)
[00:41:45] *** Quits: Sqaure (~a@user/square) (*.net *.split)
[00:41:45] *** Quits: greenbagels (~gb@user/greenbagels) (*.net *.split)
[00:41:45] *** Quits: haritz (~hrtz@user/haritz) (*.net *.split)
[00:41:45] *** Quits: Patternmaster (~georg@li1192-118.members.linode.com) (*.net *.split)
[00:41:45] *** Quits: IceMichael (~IceMichae@h2878436.stratoserver.net) (*.net *.split)
[00:41:46] *** Quits: davidv7 (~davidv7@user/videogameenjoyer) (*.net *.split)
[00:41:46] *** Quits: matthewcroughan (~quassel@static.211.38.12.49.clients.your-server.de) (*.net *.split)
[00:41:46] *** Quits: enyc (~enyc@user/enyc) (*.net *.split)
[00:41:46] *** Quits: freakynl (~freaky@user/freakynl) (*.net *.split)
[00:41:46] *** Quits: dreamer (~dreamer@user/dreamer) (*.net *.split)
[00:41:46] *** Quits: naos (~naos@user/naos) (*.net *.split)
[00:41:46] *** Quits: wolfshappen (~waff@irc.furworks.de) (Max SendQ exceeded)
[00:44:14] *** Joins: flynn (~mcbloch@user/flynn)
[00:44:14] *** Joins: archpc (~archpc@user/archpc)
[00:44:14] *** Joins: vogelfrei (vogelfrei@user/vogelfrei)
[00:44:14] *** Joins: opotin (~opotin@gyros.collabora.co.uk)
[00:44:14] *** Joins: lazywalker (~lazywalke@user/lazywalker)
[00:44:14] *** Joins: Bossi (~quassel@p548379ef.dip0.t-ipconnect.de)
[00:44:14] *** Joins: DefiantN (~DefiantN@user/defiantn)
[00:44:14] *** Joins: LordKalma (~LordKalma@server.ruilvo.com)
[00:44:14] *** Joins: compuguy (~ahall@user/compuguy)
[00:44:14] *** Joins: NOTevil (~notevil@user/notevil)
[00:44:14] *** Joins: dlam (~dlam@dlam.me)
[00:44:14] *** Joins: z8z (~x@ac255238.ppp.asahi-net.or.jp)
[00:44:14] *** Joins: setesat (~setesat@94.4.156.220)
[00:44:14] *** Joins: simplicity (~yti@user/simplicity)
[00:44:14] *** Joins: dox (~dox@dox.la)
[00:44:14] *** Joins: jkovac1 (~jkovac1@user/jkovac1)
[00:44:14] *** Joins: yamchah2 (~yamchah2@user/yamchah2)
[00:44:14] *** Joins: kenwoodfox (~quassel@user/kenwoodfox)
[00:44:14] *** Joins: dino- (~dino@user/din0)
[00:44:14] *** Joins: programmerq (~programme@user/programmerq)
[00:44:14] *** Joins: greatgatsby__ (~greatgats@bras-base-toroon0411w-grc-52-142-114-106-7.dsl.bell.ca)
[00:44:14] *** Joins: cryocaustik7 (~cryocaust@user/cryocaustik)
[00:44:14] *** Joins: philivey9426 (~polarizin@188.166.72.81)
[00:44:14] *** Joins: chodonne (~chodonne@ec2-3-18-56-136.us-east-2.compute.amazonaws.com)
[00:44:14] *** Joins: coc0nut (~coc0nut@user/coc0nut)
[00:44:14] *** Joins: dodo (~dodo@user/dodo)
[00:44:14] *** Joins: L0j1k (~L0j1k@user/l0j1k)
[00:44:14] *** Joins: Forkk (~forkk@li926-228.members.linode.com)
[00:44:14] *** Joins: dabbill (~dabbill@174.31.247.40)
[00:44:14] *** Joins: zuQe8 (~zuQe8@cpc105060-sgyl40-2-0-cust136.18-2.cable.virginm.net)
[00:44:14] *** Joins: justGhost (~justache@user/justache)
[00:44:14] *** Joins: Aavar (aavar@111.92-221-61.customer.lyse.net)
[00:44:14] *** Joins: adhawkins (~adhawkins@user/adhawkins)
[00:44:14] *** Joins: martums5 (~martums@user/martums)
[00:44:14] *** Joins: dskull (~dskull@user/dskull)
[00:44:14] *** Joins: mavhq (~quassel@mapp-14-b2-v4wan-161519-cust401.vm15.cable.virginm.net)
[00:44:14] *** Joins: esotericnonsense (~esotericn@static.116.206.47.78.clients.your-server.de)
[00:44:14] *** Joins: PaulFranz (~pfranz@c-73-187-178-34.hsd1.pa.comcast.net)
[00:44:14] *** Joins: sebastianos (~sebastian@user/sebastianos)
[00:44:14] *** Joins: [diablo] (~diablo]@user/diablo/x-9068044)
[00:44:14] *** Joins: Joel (~jjshoe@user/joel)
[00:44:14] *** Joins: Nnnavd (~Nnavd@ec2-34-220-224-214.us-west-2.compute.amazonaws.com)
[00:44:14] *** Joins: samuelbernardo (~samuelber@nata01.lip.pt)
[00:44:14] *** Joins: axisys (~axisys@ec2-52-207-123-244.compute-1.amazonaws.com)
[00:44:14] *** Joins: infernix (~nix@spirit.infernix.net)
[00:44:14] *** Joins: Leonarbro (~Leonet@user/leonarbro)
[00:44:14] *** Joins: Tabmow (~tabmow@user/tabmow)
[00:44:14] *** erbium.libera.chat sets mode: +oo programmerq L0j1k
[00:44:14] *** Joins: Keridos (~Keridos@ironhide.de)
[00:44:14] *** Joins: TheCoffeMaker (~TheCoffeM@user/thecoffemaker)
[00:44:14] *** Joins: TheFatherMind (~TheFather@user/thefathermind)
[00:44:14] *** Joins: stutz (~stutz@user/stutz)
[00:44:14] *** Joins: denningsrogue (~denningsr@98.97.131.238)
[00:44:14] *** Joins: Tach (~Tach@user/tach)
[00:44:14] *** Joins: ajfriesen70 (~ajfriesen@cable-78-35-98-50.nc.de)
[00:44:14] *** Joins: pfeilmann (~pfeilmann@c3po.mahr.pw)
[00:44:14] *** Joins: mossman93 (~quassel@user/mossman93)
[00:44:14] *** Joins: n9nes (~n9nes@user/n9nes)
[00:44:14] *** Joins: waldo323_ (~waldo323@d14-69-96-170.try.wideopenwest.com)
[00:44:14] *** Joins: justyb11 (~justyb@64.253.212.72)
[00:44:14] *** Joins: bouncy (~ben@user/benoit)
[00:44:14] *** Joins: millido (~millido@84.210.150.128)
[00:44:14] *** Joins: keypusher (keypusher@user/keypusher)
[00:44:14] *** Joins: ultima (~ultima@23.81.113.229)
[00:44:14] *** Joins: fercell (~ferr@185.65.50.97)
[00:44:14] *** Joins: OPK (~OPK@user/opk)
[00:44:14] *** Joins: wootehfoot (~wootehfoo@user/wootehfoot)
[00:44:14] *** Joins: michele (~eraser@user/michele)
[00:44:14] *** Joins: trevors (~trevors@user/trevors)
[00:44:14] *** Joins: nickorta12 (~nickorta1@174-28-176-216.albq.qwest.net)
[00:44:14] *** Joins: particleflux (~particlef@ircb.hackthe.codes)
[00:44:14] *** Joins: tabakhase (tabakhase@user/tabakhase)
[00:44:14] *** Joins: firewyre (~firewyre@pool-71-184-153-62.bstnma.fios.verizon.net)
[00:44:14] *** Joins: fxrs (~fxrs@192.227.212.130)
[00:44:14] *** Joins: jelly (jelly@user/jelly)
[00:44:14] *** Joins: thumbs (1000@apache/committer/thumbs)
[00:44:14] *** Joins: bp (~bp@user/bp)
[00:44:14] *** Joins: koolazer (~koo@user/koolazer)
[00:44:14] *** Joins: selckin (~selckin@user/selckin)
[00:44:14] *** Joins: aminvakil (~aminvakil@2a01:4f8:120:336b:4::1)
[00:44:14] *** Joins: kostkon__ (~kostkon@2a02:587:a116:f212:4d86:1980:f91d:1e03)
[00:44:14] *** Joins: jayray (~jayray@user/jayray)
[00:44:14] *** Joins: ada_ (uid242135@user/ada/x-9065485)
[00:44:14] *** Joins: brw (~bas@haring.bas.sh)
[00:44:14] *** Joins: r0bby (r0bby@user/r0bby)
[00:44:14] *** Joins: nyuszika7h (nyuszika7h@lykos/dev/nyuszika7h)
[00:44:14] *** Joins: TheBigK (~quassel@user/thebigk)
[00:44:14] *** Joins: naos (~naos@user/naos)
[00:44:14] *** Joins: dreamer (~dreamer@user/dreamer)
[00:44:14] *** Joins: enyc (~enyc@user/enyc)
[00:44:14] *** Joins: matthewcroughan (~quassel@static.211.38.12.49.clients.your-server.de)
[00:44:14] *** Joins: davidv7 (~davidv7@user/videogameenjoyer)
[00:44:14] *** Joins: IceMichael (~IceMichae@h2878436.stratoserver.net)
[00:44:14] *** Joins: haritz (~hrtz@user/haritz)
[00:44:14] *** Joins: greenbagels (~gb@user/greenbagels)
[00:44:14] *** erbium.libera.chat sets mode: +o ada_
[00:44:14] *** Joins: Sqaure (~a@user/square)
[00:44:14] *** Joins: Patternmaster (~georg@li1192-118.members.linode.com)
[00:44:14] *** Joins: DonRichie (~DonRichie@ricl.de)
[00:44:14] *** Joins: lhtseng (sid15322@id-15322.helmsley.irccloud.com)
[00:44:14] *** Joins: SJrX (~sjr@S0106302303dfb018.vf.shawcable.net)
[00:44:14] *** Joins: nickjj (~nickjj@user/nickjj)
[00:44:14] *** Joins: megamus_prime (~megamus_p@46.101.47.16)
[00:44:14] *** Joins: oisota (~oisota@user/oisota)
[00:44:14] *** Joins: holbrode (sid339826@id-339826.tinside.irccloud.com)
[00:44:14] *** Joins: lachesis (~lachesis@user/lachesis)
[00:44:14] *** Joins: petris (sid19918@user/petris)
[00:44:14] *** Joins: Pingerfowder (~Pingerfow@2404:9400:3:0:216:3eff:fee1:1151)
[00:44:14] *** Joins: mino_ (~mino@user/mino)
[00:44:14] *** Joins: sunarch (uid526836@user/sunarch)
[00:44:14] *** Joins: drocan (~drocan@user/drocan)
[00:44:14] *** Joins: ldlework (~hexeme@user/hexeme)
[00:44:14] *** Joins: burakcank (~burakcank@has.arrived.and.is.ready-to.party)
[00:44:14] *** Joins: erri (~meow@ec2-18-218-146-67.us-east-2.compute.amazonaws.com)
[00:44:14] *** Joins: prime (~prime@user/prime)
[00:44:14] *** Joins: tianon (~tianon@user/tianon)
[00:44:14] *** Joins: VectorX (~sunilaiya@user/vectorx)
[00:44:14] *** Joins: frojnd (~frojnd@user/frojnd)
[00:44:14] *** Joins: DeeJay2 (~deejay2@199-114-234-216.pool.interplex.ca)
[00:44:14] *** Joins: caverton (~caverton@ercro.tech)
[00:44:14] *** Joins: freakynl (~freaky@user/freakynl)
[00:44:14] *** Joins: bsf (~bsf@user/bsf)
[00:44:14] *** Joins: phalanx5 (~thelounge@user/phalanx)
[00:44:14] *** Joins: BinarySavior (~BinarySav@idlerpg/player/BinarySavior)
[00:44:14] *** Joins: factor (~factor@c-73-68-120-166.hsd1.ma.comcast.net)
[00:44:14] *** Joins: Sayona (~Sayona@user/sayona)
[00:44:14] *** Joins: tag (sid271787@id-271787.lymington.irccloud.com)
[00:44:14] *** Joins: lilgopher (~textual@2601:241:8000:38f0:9c23:cd6f:d63b:6080)
[00:44:14] *** Joins: Nothing4You (N4Y@nothing4you.w.tf-w.tf)
[00:44:14] *** Joins: shr2 (~shrysr@user/shrysr)
[00:44:14] *** Joins: seanBE (~seanBE@ec2-34-243-193-160.eu-west-1.compute.amazonaws.com)
[00:44:14] *** Joins: Exa (exa@irc.moe)
[00:44:14] *** Joins: leachim6 (~leachim6@user/leachim6)
[00:44:14] *** Joins: averell (~averell@user/averell)
[00:44:14] *** Joins: s1b1 (~s1b1@user/s1b1)
[00:44:14] *** Joins: tolland (~tolland@138.197.109.178)
[00:44:14] *** Joins: Enissay (~Enissay@user/enissay)
[00:44:14] *** Joins: l4yer (~l4yer@2001:ac8:31:8900:1012:29b6:fb45:418b)
[00:44:14] *** Joins: jjakob (~quassel@user/jjakob)
[00:44:14] *** Joins: Abdullah (user21348@user/abdullah)
[00:44:14] *** Joins: sloth_on_meth (~sloth_on_@bams.xs4all.space)
[00:44:14] *** Joins: eldritch_ (~eldritch@user/eldritch/x-9272577)
[00:44:14] *** Joins: XV8 (~XV8@2601:5cb:c001:50:b02a:1289:ddb1:fbc8)
[00:44:14] *** Joins: Pokey (~pokey@spikeyCactus/hoosky)
[00:44:14] *** Joins: sehrope (~sehrope@23-24-81-162-static.hfc.comcastbusiness.net)
[00:44:14] *** Joins: Snuupy (~Snuupy@user/snuupy)
[00:44:14] *** Joins: phylaz (~phylaz@82.51-174-55.customer.lyse.net)
[00:44:14] *** Joins: Bebef (sbreit@phobos.bebef.de)
[00:44:14] *** Joins: nickel715 (~nickel715@user/nickel715)
[00:44:14] *** Joins: akik (akik@dsl-tkubng22-58c1e2-116.dhcp.inet.fi)
[00:44:14] *** Joins: chemsmith (~chemsmith@user/chemsmith)
[00:44:14] *** Joins: very_sneaky (~very_snea@user/very-sneaky/x-7432109)
[00:44:14] *** Joins: boycott (~boycott@user/boycott)
[00:44:14] *** Joins: bkhl (~bkhl@user/bkhl)
[00:44:14] *** Joins: dvanloon (~dvanloon@user/dvanloon)
[00:44:14] *** Joins: dalan6 (~dalan@59-102-63-107.tpgi.com.au)
[00:44:14] *** Joins: slaughter (~slaughter@europa.whatbox.ca)
[00:44:14] *** Joins: monoxane (~monoxane@user/monoxane)
[00:44:14] *** Joins: alicef (~none@gentoo/developer/alicef)
[00:44:14] *** Joins: statusbot1 (~statusbot@ec2-34-198-122-184.compute-1.amazonaws.com)
[00:44:14] *** Joins: Flash (~Flash@user/flash)
[00:44:14] *** Joins: cim (~cim@205.185.117.110)
[00:44:14] *** Joins: Cienisty (Cienisty@user/cienisty)
[00:44:14] *** Joins: amnrst (~amnrst@45-79-201-163.ip.linodeusercontent.com)
[00:44:14] *** Joins: t0mm13b (~t0mm13b@user/t0mm13b)
[00:44:14] *** Joins: night_wulfe (~wulfe@cpe-174-103-156-213.cinci.res.rr.com)
[00:44:14] *** Joins: andypandy (~andypandy@h-178-174-148-234.A163.priv.bahnhof.se)
[00:44:14] *** Joins: pgloor (~petergloo@mix.cubus.space)
[00:44:14] *** Joins: tetrapod (~tetrapod@user/tetrapod)
[00:44:14] *** Joins: robink (~quassel@user/robink)
[00:44:14] *** Joins: _sean (~xsean@203.86.202.187)
[00:44:14] *** Joins: az (az@user/azz)
[00:44:14] *** Joins: Sherpard2 (~VPard@user/sherpard2)
[00:44:14] *** Joins: Boniche (~Boniche@ivysaur.umbreon.net)
[00:44:14] *** Joins: phuzion (~phuzion@dagd/phuzion)
[00:44:14] *** Joins: con3 (~con3@143.198.53.32)
[00:44:14] *** Joins: Notir (~Notir@user/notir)
[00:44:14] *** Joins: pstn (~nunyuhbiz@user/pstn)
[00:44:14] *** Joins: strudl (~strudl@user/strudl)
[00:44:14] *** Joins: cwchristerw (~cwchriste@onyx.devices.christerwaren.fi)
[00:44:14] *** Joins: ikke (~kevin@alpine/developer/ikke)
[00:44:14] *** Joins: Johnsen (~robert@user/johnsen)
[00:44:14] *** Joins: thc202 (~thc202@user/thc202)
[00:44:14] *** Joins: mz` (~mz`@user/mz/x-8532539)
[00:44:14] *** Joins: thegodsquirrel (~thegodsqu@user/thegodsquirrel)
[00:44:14] *** Joins: SmokenatorZ6 (~Smokenato@179.247.160.94)
[00:44:14] *** Joins: mtj (~mtj@2400:8902::f03c:91ff:fe93:b7f1)
[00:44:14] *** Joins: Riviera (Riviera@user/riviera)
[00:44:14] *** Joins: Raito_Bezarius (~Raito@wireguard/tunneler/raito-bezarius)
[00:44:14] *** Joins: Flyer (~flyer@lol.flyer.org)
[00:44:14] *** Joins: gearnode (~gearnode@2a01cb000ce2c100f22f74fffedefec1.ipv6.abo.wanadoo.fr)
[00:44:14] *** Joins: jpaa (~jpaa@161.97.129.36)
[00:44:14] *** Joins: sa (sid1055@id-1055.tinside.irccloud.com)
[00:44:14] *** Joins: cotko (~cotko@188-230-251-153.dynamic.t-2.net)
[00:44:14] *** Joins: atrigent (~atrigent@c-73-69-68-26.hsd1.ma.comcast.net)
[00:44:14] *** Joins: AgentK (~AgentK@user/agentk)
[00:44:14] *** Joins: Fabricio20 (~Fabricio2@212.47.227.164)
[00:44:14] *** Joins: vlt (~dm@157.230.21.14)
[00:44:14] *** Joins: g1eb_ (~g1eb@user/g1eb)
[00:44:14] *** Joins: scottg489 (~scottg489@ec2-35-166-103-119.us-west-2.compute.amazonaws.com)
[00:44:14] *** Joins: xMopx (~xMopx-lib@192.95.23.134)
[00:44:14] *** Joins: roltux (~roltux@87.237.97.247)
[00:44:14] *** Joins: len (~len@v2202104141858149543.nicesrv.de)
[00:44:14] *** Joins: rvgate (~rvgate@user/rvgate)
[00:44:14] *** Joins: T0by (~Mja@user/t0by)
[00:44:14] *** Joins: nortoh (~nortoh@user/nortoh)
[00:44:14] *** Joins: Dev0n (~Dev0n@user/dev0n)
