[00:08:46] *** Joins: Codaraxis (~Codaraxis@user/codaraxis)
[00:20:51] *** Joins: Pickchea (~private@user/pickchea)
[00:22:04] *** Quits: andrzejku (~andrzejku@45-11-60-125.ip4.greenlan.pl) (Read error: Connection reset by peer)
[00:26:57] <dragestil> https://batsov.com/articles/2021/11/28/firefox-is-the-only-alternative/
[00:27:28] *** Joins: codecolla (~codecolla@176-156-213-239.abo.bbox.fr)
[00:30:07] *** Quits: orbatos_ (~orbatos@user/orbatos) (Ping timeout: 256 seconds)
[00:30:48] *** Quits: GNUmoon (~GNUmoon@gateway/tor-sasl/gnumoon) (Ping timeout: 276 seconds)
[00:31:46] *** guerby_ is now known as guerby
[00:33:52] *** Quits: saintwatermelon (~root@176.120.118.91) (Ping timeout: 264 seconds)
[00:34:39] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Ping timeout: 256 seconds)
[01:14:18] *** Joins: mjt (~mt@user/mt)
[01:14:18] *** Joins: les (znc@user/les)
[01:14:18] *** Joins: daniel-k (~daniel-k@fsf/emeritus/daniel-k)
[01:14:18] *** Joins: frumious (~frumious@user/frumious)
[01:14:18] *** Joins: sajith (~sajith@user/sajith)
[01:14:18] *** Joins: tyil (~root@user/tyil)
[01:14:18] *** Joins: undeclared (nullx@user/undeclared)
[01:14:18] *** Joins: nurupo (~nurupo.ga@user/nurupo)
[01:14:18] *** Joins: roscoe (~orac@2604:180:1:9f7:73b1:abc1:7858:15a4)
[01:14:18] *** Joins: cultpony (~cultpony@user/cultpony)
[01:14:18] *** Joins: la_mettrie (~rimrunner@2a01:4f9:c010:3051::1)
[01:14:18] *** Joins: summerisle (~eof@tty3.dev)
[01:14:18] *** Joins: jfred (quassel@libera/sponsor/jfred)
[01:14:18] *** Joins: ced117 (~ced117@april/member/ced117)
[01:14:18] *** Joins: lightbringer (mincer@user/lightbringer)
[01:14:18] *** Joins: afarrag (sid364198@id-364198.lymington.irccloud.com)
[01:14:18] *** Joins: ullbeking_ (sid5364@id-5364.ilkley.irccloud.com)
[01:14:18] *** Joins: Sekreta (Thunderbir@gateway/vpn/protonvpn/sekreta)
[01:14:18] *** Joins: crabbedhaloablut (~crabbedha@user/crabbedhaloablut)
[01:14:18] *** Joins: arh (arh@gnu/fsf.member.arh)
[01:14:18] *** Joins: lethu (~lethu@user/lethu)
[01:14:18] *** Joins: nparafe (~quassel@user/nparafe)
[01:14:18] *** Joins: akumo (akumo@stable.bnc.by.bnc4you.xyz)
[01:14:18] *** Joins: nckx (~nckx@tobias.gr)
[01:14:18] *** Joins: domve (~dom@user/domve)
[01:14:18] *** Joins: oaken-source (~oaken-sou@user/oaken-source)
[01:14:18] *** Joins: Noisytoot (~noisytoot@sourcehut/user/noisytoot)
[01:14:18] *** Joins: DPA (~DPA@75-128-16-94.static.cable.fcom.ch)
[01:14:18] *** Joins: captainepoch (~epoch@user/captainepoch)
[01:14:18] *** Joins: ybaumy (~ybaumy@static.213.34.12.49.clients.your-server.de)
[01:14:18] *** Joins: Meli (~meli@user/meli)
[01:14:18] *** Joins: KE0VVT (~caleb@2600:1700:da00:4330::27)
[01:14:18] *** Joins: abff (~abff@user/abff)
[01:14:18] *** Joins: The_Blode (~Blode@user/the-blode/x-7164444)
[01:14:18] *** Joins: leah (~leah@libreboot/developer/leah)
[01:14:18] *** Joins: beaver (~beaver@user/pong)
[01:14:18] *** Joins: gnoo (gnoo@user/gnoo)
[01:14:18] *** Joins: PtitGNU (~ptitgnu@lore.bra.it4freedom.net)
[01:14:18] *** Joins: adduc (~adduc@24.15.97.76)
[01:14:18] *** Joins: JimL (~quassel@89-162-2-132.fiber.signal.no)
[01:14:18] *** Joins: Uzzi (~Andrea@host-85-40-99-12.business.telecomitalia.it)
[01:14:18] *** Joins: Gamayun (~quassel@2406:e002:6c9a:5901:1ec1:deff:fe90:86c)
[01:14:18] *** Joins: jxself (~jxself@gnu/chief-webmaster/jxself)
[01:14:18] *** Joins: hook54321 (sid149355@user/hook54321)
[01:14:18] *** Joins: zizzy (sid385519@id-385519.lymington.irccloud.com)
[01:14:18] *** Joins: robin (~robin@user/terpri)
[01:14:18] *** Joins: gordonfish (~gordonfis@user/gordonfish)
[01:14:18] *** Joins: z8z (~x@ac255238.ppp.asahi-net.or.jp)
[01:14:18] *** Joins: lockeanarchist (~lockeanar@user/lockeanarchist)
[01:14:18] *** Joins: SHODAN (~shozan@78-71-215-144-no500.tbcn.telia.com)
[01:14:18] *** Joins: Digit (~user@user/digit)
[01:14:18] *** Joins: GNUtoo (~GNUtoo@gateway/tor-sasl/gnutoo)
[01:14:18] *** Joins: djinni (~djinni@static.38.6.217.95.clients.your-server.de)
[01:14:18] *** Joins: rektide_ (~rektide@eldergods.com)
[01:14:18] *** Joins: dustinm- (~dustinm@static.38.6.217.95.clients.your-server.de)
[01:14:18] *** Joins: nupilios_ (~nupilios@178-191-140-52.adsl.highway.telekom.at)
[01:14:18] *** Joins: sudoman (~sudoman@fsf/staff/sudoman)
[01:14:18] *** Joins: rachelfi1h (~rachel@192.199.243.147)
[01:14:18] *** Joins: dfgg (~dfgg@user/dfgg)
[01:14:18] *** Joins: p3n (~p3n@217.198.124.246)
[01:14:18] *** Joins: Aerith (~vaporeon@vaporeon.io)
[01:14:18] *** Joins: YoungFrog (~youngfrog@39.129-180-91.adsl-dyn.isp.belgacom.be)
[01:14:18] *** Joins: signop_ (~signop@li699-102.members.linode.com)
[01:14:18] *** Joins: Pingerfowder (~Pingerfow@2404:9400:3:0:216:3eff:fee1:1151)
[01:14:18] *** Joins: goncalor_ (~goncalor@static.209.153.216.95.clients.your-server.de)
[01:14:18] *** Joins: flynn (~mcbloch@user/flynn)
[01:14:18] *** Joins: AlbinoDrought (~AlbinoDro@fsf/member/AlbinoDrought)
[01:14:18] *** Joins: joo-_ (~joo-_@fsf/member/joo--)
[01:14:18] *** Joins: akarle (~akarle@user/akarle)
[01:14:18] *** Joins: Cyp_ (~cyp@213.237.85.9)
[01:14:18] *** Joins: joo-__ (~joo-_@fsf/member/joo--)
[01:14:18] *** Joins: Techman (Techman@user/techman)
[01:14:18] *** Joins: iank (~iank@fsf/staff/iank)
[01:14:18] *** Joins: joshaspinall (~quassel@cpc104072-blbn12-2-0-cust139.10-1.cable.virginm.net)
[01:14:18] *** Joins: rocky1138 (~rocky1138@kwat.chat)
[01:14:18] *** Joins: patrick (~patrick@fsf/member/patrick)
[01:14:18] *** Joins: donald (donald@fencepost.gnu.org)
[01:14:18] *** Joins: avane (~avane@fsf/member/avane)
[01:14:18] *** Joins: tejr (~tejr@user/tejr)
[01:14:18] *** Joins: itok_ (sid418430@id-418430.ilkley.irccloud.com)
[01:14:18] *** Joins: flagrama (sid145621@id-145621.hampstead.irccloud.com)
[01:14:18] *** Joins: jackdk (sid373013@cssa/jackdk)
[01:14:18] *** Joins: jemurray (~jemurray@shell.jasonmurray.org)
[01:14:18] *** Joins: eamanu (sid462779@id-462779.tinside.irccloud.com)
[01:14:18] *** Joins: openJ (sid276354@id-276354.ilkley.irccloud.com)
[01:14:18] *** Joins: gratefuldev (sid1070@id-1070.helmsley.irccloud.com)
[01:14:18] *** Joins: ravish0007 (~quassel@ec2-65-0-45-121.ap-south-1.compute.amazonaws.com)
[01:14:18] *** Joins: Peuc (~Peuc@ip-96-43-232-225.dsl.netrevolution.com)
[01:14:18] *** Joins: b0b (~bob@user/b0b)
[01:14:18] *** Joins: immibis (~hexchat@62.156.144.218)
[01:14:18] *** Joins: lts (~foobar@user/lts)
[01:14:18] *** Joins: buzel (~buzel@fsf/member/buzel)
[01:14:18] *** Joins: jlc (~jlc@cpe-107-15-173-212.nc.res.rr.com)
[01:14:18] *** Joins: thib (~thib@wikimedia/Thibaut120094)
[01:14:18] *** Joins: layline (~layline@marsh.hcoop.net)
[01:14:18] *** Joins: gustaf (~gerikson@user/gerikson)
[01:14:18] *** Joins: nun (~nun@178.115.236.156.static.drei.at)
[01:14:18] *** Joins: Mojo` (~mojo@fsf/member/mojo-)
[01:14:18] *** Joins: corwin (someone@fosshost/director/corwin)
[01:14:18] *** Joins: A_Dragon (A_D@libera/staff/dragon)
[01:14:18] *** Joins: wheeler (~josh@useirc.net)
[01:14:18] *** Joins: upekkha (~Advanced@2a01:4f8:1c0c:49df::1)
[01:14:18] *** Joins: fcresende (~quassel@vps35015.publiccloud.com.br)
[01:14:18] *** Joins: CalimeroTeknik (~calimero@user/calimeroteknik)
[01:14:18] *** Joins: imme-emosol (~imme@user/imme-emosol)
[01:14:18] *** Joins: Zongva (~harjar@2001:464a:bacf:0:22cf:30ff:fe14:a936)
[01:14:18] *** Joins: mzo (mzo@thinks.life.is-a.beauty)
[01:14:18] *** Joins: hikiko (~hikiko@ppp-94-69-19-106.home.otenet.gr)
[01:14:18] *** Joins: jkssodhxu[m] (~barzarian@2001:470:69fc:105::1:3a12)
[01:14:18] *** Joins: leon (~znc@user/leon)
[01:14:18] *** Joins: Frogging101 (~Frogging@2600:3c03:e000:12e::f:100f)
[01:14:18] *** Joins: Solbu (solbu@94-246-16.87.3p.ntebredband.no)
[01:14:18] *** Joins: xloem[m] (~xloemmatr@2001:470:69fc:105::460d)
[01:14:18] *** Joins: gpotvin (~gpotvin@user/ratboy)
[01:14:18] *** Joins: freedomfan[m] (~freedomfa@2001:470:69fc:105::1:2a64)
[01:14:18] *** Joins: Neopolitan (~neopolita@2001:470:69fc:105::1:733)
[01:14:18] *** Joins: Aravinth[m] (~realaravi@2001:470:69fc:105::ffa2)
[01:14:18] *** Joins: edgarvincent[m] (~edgarvinc@user/edgarvincent)
[01:14:18] *** Joins: madaka[m] (~madakamat@2001:470:69fc:105::e00d)
[01:14:18] *** Joins: nomagno (~nomagno@2001:470:69fc:105::c1f0)
[01:14:18] *** Joins: M9d0cd7d2[m] (~M9d0cd7d2@2001:470:69fc:105::1:1609)
[01:14:18] *** Joins: cparker[m] (~cparker@2001:470:69fc:105::1973)
[01:14:18] *** Joins: mikolajw (~mikolajtc@2001:470:69fc:105::3b02)
[01:14:18] *** Joins: madcap (~m4dc4pmat@2001:470:69fc:105::89c5)
[01:14:18] *** Joins: Kaiod (~kaiod@2001:470:69fc:105::1:1ee8)
[01:14:18] *** Joins: aleko1[m] (~aleko1@2001:470:69fc:105::1:1016)
[01:14:18] *** Joins: jorge[m] (~jorget778@2001:470:69fc:105::30f3)
[01:14:18] *** Joins: hys (~hys@fsf/member/hys)
[01:14:18] *** Joins: M6piz7wk[m] (~M6piz7wkt@2001:470:69fc:105::1:b05)
[01:14:18] *** Joins: seabass_ (~seabassfo@2001:470:69fc:105::187)
[01:14:18] *** Joins: saltrocklamp[m] (~hexology@user/hexology)
[01:14:18] *** Joins: KittyOwO[m] (~wrinklehu@2001:470:69fc:105::84e)
[01:14:18] *** Joins: siraben (~siraben@user/siraben)
[01:14:18] *** Joins: MeowcatWoofWoofF (~rosefoxma@2001:470:69fc:105::c74e)
[01:14:18] *** Joins: mattiaoki[m] (~mattiaoki@2001:470:69fc:105::1:70b)
[01:14:18] *** Joins: potatoxel[m] (~potatoxel@2001:470:69fc:105::f026)
[01:14:18] *** Joins: dervist (~dervist@2001:470:69fc:105::77a7)
[01:14:18] *** Joins: psydroid (~psydroid@user/psydroid)
[01:14:18] *** Joins: enick_958 (~mercvrivs@2001:470:69fc:105::2ee6)
[01:14:18] *** Joins: mbakke (~mbakke@2001:470:69fc:105::4e2)
[01:14:18] *** Joins: mambang[m] (~mambang@user/mambang)
[01:14:18] *** Joins: notdaniel (~notdaniel@2001:470:69fc:105::55c)
[01:14:18] *** Joins: noisytoot[m] (~noisytoot@sourcehut/user/noisytoot)
[01:14:18] *** Joins: clever (~clever@99.192.114.98)
[01:14:18] *** Joins: stetner (~stetner@stetner.org)
[01:14:18] *** Joins: wolfshappen (~waff@irc.furworks.de)
[01:14:18] *** Joins: linext__ (~linext@pool-108-53-128-199.nwrknj.fios.verizon.net)
[01:14:18] *** Joins: janneke (~janneke@user/janneke)
[01:14:18] *** Joins: TheCoffeMaker (~TheCoffeM@user/thecoffemaker)
[01:14:18] *** Joins: ricardoamaro (~ricardo@drupal/u/ricardoamaro)
[01:14:18] *** Joins: _________ (~nobody@user/noodly)
[01:14:18] *** Joins: hedon (~hedon@user/hedon)
[01:14:18] *** Joins: rdrg109 (~rdrg109@user/rdrg109)
[01:14:18] *** Joins: nanotube (~nanotube@user/nanotube)
[01:14:18] *** Joins: foxtrot (~foxtrot@user/foxtrot)
[01:14:18] *** Joins: fling (~fling@user/fling)
[01:14:18] *** Joins: lispmacs[work] (~lispmacs@fsf/member/lispmacs)
[01:14:18] *** Joins: ktx (~ktx@user/ktx)
[01:14:18] *** Joins: AlexS (~Alexander@user/alexs)
[01:14:18] *** Joins: nully (elisa@funkykitty.net)
[01:14:18] *** Joins: kittyblam (~kittyblam@2401:c080:1800:4346:5400:3ff:fe2c:c8f8)
[01:14:18] *** Joins: SoF (~skius@user/skius)
[01:14:18] *** Joins: klys_ (~mdasoh@show.op8.us)
[01:14:18] *** Joins: jpp1 (~jpp@vps-f50ba12e.vps.ovh.net)
[01:14:18] *** Joins: noisytoot[x] (~noisytoot@sourcehut/user/noisytoot)
[01:14:18] *** Joins: snoopy (~snoopy@farbauti.uberspace.de)
[01:14:18] *** Joins: shan (shan@cyblog/maintainer/shan)
[01:14:18] *** Joins: [R] (~rs@genoce.org)
[01:14:18] *** Joins: ninex (ninex@user/ninex)
[01:14:18] *** Joins: CoreISP (~LvH@simplemachines/serverteam/CoreISP)
[01:14:18] *** Joins: avril (av@user/avril)
[01:14:18] *** Joins: HasanAtizaz (~hasan@user/hasanatizaz)
[01:14:18] *** Joins: shrysr (~shrysr@user/shrysr)
[01:14:18] *** Joins: mquin (~mquin@libera/staff/mquin)
[01:14:18] *** Joins: Hobbyboy (Hobbyboy@hobbyboy.co.uk)
[01:14:18] *** Joins: dos (~dos@dosowisko.net)
[01:14:18] *** Joins: yano (~yano@ircpuzzles/staff/yano)
[01:14:18] *** Joins: hiya (~hiya@user/hiya)
[01:14:18] *** Joins: garjola (~garjola@user/garjola)
[01:14:18] *** Joins: thomzane (~thomzane@fsf/staff/thomzane)
[01:14:18] *** Joins: R0b0t1`` (~sid@74-209-12-19.dsl.server.casstel.net)
[01:14:18] *** Joins: Alicia (~A@user/alicia)
[01:14:18] *** Joins: shapeless (~shapeless@2a01:d0:ffff:60c8::2)
[01:14:18] *** Joins: wyre (~wyre@user/wyre)
[01:14:18] *** Joins: lazzurs (~lazzurs@user/lazzurs)
[01:14:18] *** Joins: cel (cel@celehner.com)
[01:14:18] *** Joins: bin (~bin@user/bin)
[01:14:18] *** Joins: chiptuner (~bobby@user/chiptuner)
[01:14:18] *** Joins: NthDegree (~NthDegree@user/nthdegree)
[01:14:18] *** Joins: mattyb (~matt@user/mattyb)
[01:14:18] *** Joins: kompowiec2[x] (081eeeb8ae@xmpp.snopyta.org)
[01:14:18] *** Joins: juri_ (~juri@178.63.35.222)
[01:14:18] *** Joins: jfb4 (~jfb4@178.62.2.68)
[01:14:18] *** Joins: BrandonArnold (~brandon@ec2-52-27-188-210.us-west-2.compute.amazonaws.com)
[01:14:18] *** Joins: dansan (~daniel@75.81.148.51)
[01:14:18] *** Joins: AndrewYu (~andrew@user/andrewyu)
[01:14:18] *** Joins: enyc (~enyc@user/enyc)
[01:14:18] *** Joins: kilobug (~kilobug@user/kilobug)
[01:14:18] *** Joins: fanfare (~fanfare@2602:ffb6:4:b61d:f816:3eff:fe3a:660e)
[01:14:18] *** Joins: Exa (exa@irc.moe)
[01:14:29] *** Quits: Spydar007 (~spydar007@user/spydar007) (Max SendQ exceeded)
[01:14:32] *** Quits: mimi89999 (cb2cbfa643@89-72-190-170.dynamic.chello.pl) (Ping timeout: 256 seconds)
[01:15:14] *** Joins: Spydar007 (~spydar007@user/spydar007)
[01:16:56] *** Quits: sunarch (uid526836@user/sunarch) (Ping timeout: 268 seconds)
[01:17:02] *** Joins: saintwatermelon (~root@176.120.118.91)
[01:17:38] *** Joins: sunarch (uid526836@user/sunarch)
[01:17:40] *** Quits: taiju (~taiju@240b:253:ec40:2400:2d48:f53f:bd4f:c325) (Ping timeout: 264 seconds)
[01:18:31] *** Joins: taiju (~taiju@240b:253:ec40:2400:2d48:f53f:bd4f:c325)
[01:18:48] *** Joins: mimi89999 (cb2cbfa643@89-72-190-170.dynamic.chello.pl)
[01:28:29] *** Quits: Seirdy (~Seirdy@sourcehut/user/seirdy) (Ping timeout: 252 seconds)
[01:29:35] *** Quits: wolftune (~aaron@97-120-55-127.ptld.qwest.net) (Ping timeout: 252 seconds)
[01:33:24] *** Joins: Portugol9 (~Portugol9@user/portugol9)
[01:33:58] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[01:34:47] *** Joins: trekkie1701c (~trekkie17@user/trekkie1701c)
[01:36:11] *** Quits: saintwatermelon (~root@176.120.118.91) (Ping timeout: 252 seconds)
[01:36:17] *** Joins: GNUmoon (~GNUmoon@gateway/tor-sasl/gnumoon)
[01:37:20] *** Quits: dot0 (~dot0@user/dot0) (Quit: Konversation terminated!)
[01:37:46] *** Quits: Haaninjo (~anders@fsf/member/Haaninjo) (Quit: Ex-Chat)
[01:39:53] *** Joins: ferruh (~Thunderbi@192.198.151.53)
[01:51:51] *** Joins: odoood (~odoood@pool-71-251-227-104.rcmdva.fios.verizon.net)
[01:57:19] *** Parts: mimi89999 (cb2cbfa643@89-72-190-170.dynamic.chello.pl) ()
[02:05:34] *** Quits: trekkie1701c (~trekkie17@user/trekkie1701c) (Quit: :P)
[02:13:02] *** Joins: Rynn (rynn@gateway/vpn/protonvpn/rynn)
[02:13:35] *** Quits: Seirdy (~Seirdy@sourcehut/user/seirdy) (Quit: exiting 3.3)
[02:15:54] *** Quits: zleap (~zleap@user/zleap) (Quit: Leaving)
[02:18:10] *** Quits: codecolla (~codecolla@176-156-213-239.abo.bbox.fr) (Remote host closed the connection)
[02:27:17] *** Quits: cosimone (~user@93-47-231-139.ip115.fastwebnet.it) (Remote host closed the connection)
[02:30:30] *** Quits: neox (8fafd43faa@user/neox) (Remote host closed the connection)
[02:31:15] *** Joins: neox (8fafd43faa@user/neox)
[02:32:12] *** Joins: HeyNow (~HeyNow@75.177.18.47)
[02:32:49] <HeyNow> What is the philosophy here?
[02:33:33] *** Joins: Megver83 (~Icedove@pc-88-170-100-190.cm.vtr.net)
[02:36:26] <GNUHacker> https://gnu.org/philosophy
[02:39:32] *** Quits: Megver83 (~Icedove@pc-88-170-100-190.cm.vtr.net) (Quit: Megver83)
[02:40:07] *** Quits: kompowiec (~kompowiec@89-64-44-52.dynamic.chello.pl) (Remote host closed the connection)
[02:42:42] *** Joins: wolftune (~aaron@97-120-55-127.ptld.qwest.net)
[02:44:49] *** Joins: bazhang (~bazhang@2607:fcd0:aa80:1304::bf2d)
[02:45:35] *** Quits: Rynn (rynn@gateway/vpn/protonvpn/rynn) (Quit: My MacBook has gone to sleep. ZZZzzz…)
[02:50:16] *** Joins: Megver83 (~Icedove@pc-88-170-100-190.cm.vtr.net)
[02:50:55] *** Quits: ElPresidente (~ElPreside@2600:1700:3d10:4870:713a:c3a0:ebd0:8790) (Read error: Connection reset by peer)
[02:54:05] *** Quits: HeyNow (~HeyNow@75.177.18.47) (Remote host closed the connection)
[02:54:16] *** Quits: odoood (~odoood@pool-71-251-227-104.rcmdva.fios.verizon.net) (Ping timeout: 264 seconds)
[02:54:30] *** Joins: HeyNow (~HeyNow@75.177.18.47)
[02:55:56] *** Quits: HeyNow (~HeyNow@75.177.18.47) (Client Quit)
[02:57:20] *** Joins: tpefreedom (~tpefreedo@user/tpefreedom)
[03:02:33] *** Quits: wolftune (~aaron@97-120-55-127.ptld.qwest.net) (Ping timeout: 256 seconds)
[03:04:51] *** Quits: emanuele6 (~emanuele6@user/emanuele6) (Ping timeout: 268 seconds)
[03:05:33] *** Joins: aHick (~memes@143.60.229.4)
[03:07:03] *** Quits: shivesh (~shivesh@user/shivesh) (Quit: leaving)
[03:09:24] *** Quits: d0p1_ (~d0p1@gateway/tor-sasl/d0p1) (Ping timeout: 276 seconds)
[03:10:27] *** Joins: Rynn (rynn@gateway/vpn/protonvpn/rynn)
[03:10:45] <iShareFreedom> what are the ideals of the Free Software Foundation HeyNow?
[03:11:03] <DiffieHellman> Freedom as always
[03:11:26] <iShareFreedom> HeyNow https://www.fsf.org/about/
[03:15:17] *** Joins: Myrcy (~myrcy@static-198-54-133-153.cust.tzulo.com)
[03:33:39] *** Quits: psymin (~psymin@user/psymin) (Quit: Leaving)
[03:38:46] *** Quits: Rynn (rynn@gateway/vpn/protonvpn/rynn) (Quit: My MacBook has gone to sleep. ZZZzzz…)
[03:48:53] *** Joins: Atque (~Atque@user/atque)
[03:49:08] *** Joins: ConEng (~coneng@fsf/member/ConEng)
[04:02:29] *** Quits: iShareFreedom (~iShareFre@user/isharefreedom) (Ping timeout: 252 seconds)
[04:03:20] *** Joins: Rynn (rynn@gateway/vpn/protonvpn/rynn)
[04:04:28] *** Quits: zoe (~zoe@fsf/member/zoe) (Ping timeout: 264 seconds)
[04:04:39] *** Joins: xiews (~wxie@2409:891f:1840:6bc:8432:e8e7:442a:a578)
[04:13:45] *** Joins: iShareFreedom (~iShareFre@user/isharefreedom)
[04:25:33] *** Quits: ConEng (~coneng@fsf/member/ConEng) ()
[04:25:34] *** Quits: xiews (~wxie@2409:891f:1840:6bc:8432:e8e7:442a:a578) (Read error: Connection reset by peer)
[04:26:28] *** Joins: xiews (~wxie@2409:891f:1840:6bc:8432:e8e7:442a:a578)
[04:27:27] *** Quits: nparafe (~quassel@user/nparafe) (Quit: https://quassel-irc.org - Chat comfortably. Anywhere.)
[04:27:56] *** Joins: nparafe (~quassel@user/nparafe)
[04:31:55] *** Joins: diamondbond (~diamondbo@175.157.188.250)
[04:32:24] *** Quits: diamondbond (~diamondbo@175.157.188.250) (Read error: Connection reset by peer)
[04:46:04] *** Joins: wolftune (~aaron@97-120-55-127.ptld.qwest.net)
[04:51:53] <M6piz7wk[m]> <DiffieHellman> "Freedom as always" <- as never
[04:52:28] *** Quits: xiews (~wxie@2409:891f:1840:6bc:8432:e8e7:442a:a578) (Ping timeout: 264 seconds)
[04:53:15] *** Joins: xiews (~wxie@124.77.91.17)
[04:55:14] *** Quits: jleightcap (~jleightca@user/jleightcap) (Ping timeout: 268 seconds)
[04:56:59] *** Joins: jleightcap (~jleightca@user/jleightcap)
[04:58:13] <White_Flame> oh wait, so this isn't the Forced Software Fascism channel?
[04:58:25] *** Quits: neox (8fafd43faa@user/neox) (Remote host closed the connection)
[04:59:03] *** Quits: Atque (~Atque@user/atque) (Quit: ...)
[05:04:39] *** Joins: Atque (~Atque@user/atque)
[05:09:50] *** Quits: lethu (~lethu@user/lethu) (Remote host closed the connection)
[05:11:04] *** Quits: wolftune (~aaron@97-120-55-127.ptld.qwest.net) (Ping timeout: 264 seconds)
[05:13:45] *** Joins: PantelicGR (~PantelicG@user/pantelicgr)
[05:14:43] *** Joins: lethu (~lethu@user/lethu)
[05:29:55] *** Joins: MerchantOfVenice (~patrick@user/merchantofvenice)
[05:30:32] *** Quits: madage (~madage@user/madage) (Remote host closed the connection)
[05:30:51] *** Joins: madage (~madage@user/madage)
[05:33:23] *** Joins: wolftune (~aaron@97-120-55-127.ptld.qwest.net)
[05:37:27] <GNUHacker> trolls again
[05:37:37] *** Joins: hexology (~hexology@user/hexology)
[05:39:27] *** Quits: Rynn (rynn@gateway/vpn/protonvpn/rynn) (Quit: My MacBook has gone to sleep. ZZZzzz…)
[05:41:40] *** Quits: wolftune (~aaron@97-120-55-127.ptld.qwest.net) (Ping timeout: 264 seconds)
[05:41:41] *** Quits: panosalevro (~panosalev@fsf/emeritus/panosalevro) (Ping timeout: 264 seconds)
[05:42:38] *** Quits: PantelicGR (~PantelicG@user/pantelicgr) (Quit: Leaving)
[05:46:42] *** Joins: zhenruyan (~Thunderbi@fsf/member/zhenruyan)
[05:53:40] *** Quits: Megver83 (~Icedove@pc-88-170-100-190.cm.vtr.net) (Ping timeout: 264 seconds)
[06:06:11] *** Quits: Meli (~meli@user/meli) (Ping timeout: 245 seconds)
[06:07:30] *** Quits: amolith (~amolith@nixnet/founder/amolith) (Quit: o/)
[06:08:40] *** Quits: taiju (~taiju@240b:253:ec40:2400:2d48:f53f:bd4f:c325) (Ping timeout: 264 seconds)
[06:08:51] *** Joins: amolith (d1421e166a@nixnet/founder/amolith)
[06:12:50] *** Quits: aHick (~memes@143.60.229.4) (Ping timeout: 252 seconds)
[06:15:18] *** Joins: aHick (~memes@143.60.229.4)
[06:17:45] *** Joins: Megver83 (~Icedove@pc-88-170-100-190.cm.vtr.net)
[06:17:48] *** Quits: Avron (~quassel@149.165.92.92.rev.sfr.net) (Quit: http://quassel-irc.org - Chat comfortably. Anywhere.)
[06:19:04] *** Joins: Meli (~meli@user/meli)
[06:20:22] *** launchd is now known as BuddyTheElf
[06:22:27] *** Joins: Avron (~quassel@149.165.92.92.rev.sfr.net)
[06:30:46] *** Joins: taiju (~taiju@M014013236064.v4.enabler.ne.jp)
[06:38:07] *** Joins: trekkie1701c (~trekkie17@user/trekkie1701c)
[06:41:49] *** Joins: getSomethingGood (~getSometh@d72-39-70-155.home1.cgocable.net)
[06:41:59] *** Quits: Megver83 (~Icedove@pc-88-170-100-190.cm.vtr.net) (Ping timeout: 252 seconds)
[06:45:19] *** Quits: Myrcy (~myrcy@static-198-54-133-153.cust.tzulo.com) (Quit: Leaving)
[06:47:07] *** Joins: wolftune (~aaron@97-120-55-127.ptld.qwest.net)
[06:59:04] *** Quits: amolith (d1421e166a@nixnet/founder/amolith) (Remote host closed the connection)
[06:59:11] *** Joins: amolith (d1421e166a@nixnet/founder/amolith)
[07:00:45] *** Quits: amolith (d1421e166a@nixnet/founder/amolith) (Remote host closed the connection)
[07:00:51] *** Joins: amolith (d1421e166a@nixnet/founder/amolith)
[07:01:10] *** Quits: amolith (d1421e166a@nixnet/founder/amolith) (Remote host closed the connection)
[07:01:17] *** Joins: amolith (d1421e166a@nixnet/founder/amolith)
[07:01:27] *** Quits: amolith (d1421e166a@nixnet/founder/amolith) (Remote host closed the connection)
[07:01:33] *** Joins: amolith (d1421e166a@nixnet/founder/amolith)
[07:06:16] *** Quits: Meli (~meli@user/meli) (Ping timeout: 264 seconds)
[07:09:49] *** Joins: Meli (~meli@user/meli)
[07:12:29] *** Quits: GNUHacker (~foobar@fsf/member/GNUHacker) (Quit: https://gnu.org)
[07:15:11] *** Joins: penguino (~mrpenguin@user/mrpenguin)
[07:24:42] *** Joins: emanuele6 (~emanuele6@net-93-65-50-99.cust.vodafonedsl.it)
[07:24:53] *** Quits: emanuele6 (~emanuele6@net-93-65-50-99.cust.vodafonedsl.it) (Changing host)
[07:24:53] *** Joins: emanuele6 (~emanuele6@user/emanuele6)
[07:28:28] *** Quits: ferruh (~Thunderbi@192.198.151.53) (Ping timeout: 264 seconds)
[07:32:47] <tpefreedom> Is it just me or do we keep getting trolls?
[07:33:00] *** Quits: aHick (~memes@143.60.229.4) (Remote host closed the connection)
[07:52:59] <DiffieHellman> tpefreedom: Trolls keep coming and they don't stop coming.
[07:53:20] *** Joins: LohanG (~LohanG@user/lohang)
[07:54:35] *** Quits: iShareFreedom (~iShareFre@user/isharefreedom) (Remote host closed the connection)
[08:00:05] *** Quits: xiews (~wxie@124.77.91.17) (Ping timeout: 252 seconds)
[08:00:41] <anton> hello
[08:00:57] <anton> good evening fsf
[08:01:14] *** Joins: xiews (~wxie@2409:891e:6a20:1b04:1850:796d:98a5:3fef)
[08:10:54] *** Quits: rber (~raphael@user/rber) (Quit: brb)
