[00:07:26] *** Joins: roshanavand (~roshanava@p200300d47f01a3006ae26b065900f0f0.dip0.t-ipconnect.de)
[00:15:01] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Quit: https://quassel-irc.org - Chat comfortably. Anywhere.)
[00:16:41] *** Joins: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net)
[00:17:10] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Client Quit)
[00:44:07] *** Joins: BSaboia (~bsaboia@95.179.154.99)
[00:44:07] *** Joins: rms2511 (~rrrrrrrrr@107-138-155-103.lightspeed.rlghnc.sbcglobal.net)
[00:44:07] *** Joins: roshanavand (~roshanava@p200300d47f01a3006ae26b065900f0f0.dip0.t-ipconnect.de)
[00:44:07] *** Joins: szkl (uid110435@uxbridge.irccloud.com)
[00:44:07] *** Joins: valeness_ (~weechat@104.248.177.143)
[00:44:07] *** Joins: dannyAAM (~dannyAAM@saru.saru.moe)
[00:44:07] *** Joins: jhass (~jhass@about/ruby/jhass)
[00:44:07] *** Joins: gfawcett (~gfawcett@ns521973.ip-158-69-124.net)
[00:44:07] *** Joins: e2 (e2@sponsored.by.bnc4you.xyz)
[00:44:07] *** Joins: phenom (~primus@user/phenom)
[00:44:07] *** Joins: dka (~code-is-a@ns3059207.ip-193-70-33.eu)
[00:44:07] *** Joins: FetidToot (~FetidToot@user/fetidtoot)
[00:44:07] *** Joins: pgib (~textual@173.38.117.89)
[00:44:07] *** Joins: CalimeroTeknik (~calimero@user/calimeroteknik)
[00:44:07] *** Joins: mooff (mooff@awful.cooking)
[00:44:07] *** Joins: Byteflux (~byte@byteflux.net)
[00:44:07] *** Joins: shokohsc (~shokohsc@lfbn-idf2-1-1472-129.w92-169.abo.wanadoo.fr)
[00:44:07] *** Joins: duds- (~duds-@user/duds)
[00:44:07] *** Joins: Fridtjof (~fridel@thonk.9net.org)
[00:44:07] *** Joins: geewiz (~geewiz@user/geewiz)
[00:44:07] *** Joins: teclator (~quassel@85.155.180.70.dyn.user.ono.com)
[00:44:07] *** Joins: Vaevictu1 (~vae@user/vaevictus)
[00:44:07] *** Joins: moldorcoder7 (~moldorcod@188.95.55.24)
[00:44:07] *** Joins: glider (~glider@user/glider)
[00:44:07] *** Joins: splud (~noneya.bi@user/splud)
[00:44:07] *** Joins: jpw (~jpw@user/jpw)
[00:44:14] *** Quits: dostoyevsky2 (~sck@user/dostoyevsky2) (Max SendQ exceeded)
[00:44:14] *** Quits: hsiktas[m] (~hsiktasm]@2001:470:69fc:105::30d4) (Max SendQ exceeded)
[00:44:29] *** Joins: mbarbar (~mbarbar@oak.xen.prgmr.com)
[00:44:30] *** Joins: yxhuvud (~quassel@2001:1ba8:1424:ea00::743)
[00:44:30] *** Joins: finsternis (~X@23.226.237.192)
[00:44:30] *** Joins: gproto23 (~gproto23@user/gproto23)
[00:44:30] *** Joins: Rounin (~david@84.212.130.215)
[00:44:30] *** Joins: ralu (~ralu@static.211.245.203.116.clients.your-server.de)
[00:44:30] *** Joins: mdemo (~mdemo@user/mdemo22)
[00:44:30] *** Joins: _whitelogger (~whitelogg@uruz.whitequark.org)
[00:44:30] *** Joins: frodl (sid527064@user/frodl)
[00:44:30] *** Joins: nebiros (nebiros@user/nebiros)
[00:44:30] *** Joins: matta (2cdf936e70@2604:bf00:561:2000::3a0)
[00:44:30] *** Joins: graemefawcett (55322ea766@2604:bf00:561:2000::2ab)
[00:44:30] *** Joins: Furai (~Furai@furai.pl)
[00:44:30] *** Joins: robotmay (~beepboop@2001:8b0:7af0:2580:fd44:ff9f:ea2:8811)
[00:44:30] *** Joins: Hobbyboy (Hobbyboy@hobbyboy.co.uk)
[00:44:30] *** Joins: Starfoxxes (~Starfoxxe@2a02:8070:5390:d00:12bf:48ff:feb8:38c8)
[00:44:30] *** Joins: mbrndtgn (~mbrndtgn@undecidable.de)
[00:44:30] *** Joins: danjo0 (~danjo@2001:a61:3a28:c01:8872:b83a:d3e1:21d)
[00:44:30] *** Joins: m_antis (~znc_admin@ool-44c09a21.dyn.optonline.net)
[00:44:30] *** Joins: joast (~rick@cpe-98-146-112-4.natnow.res.rr.com)
[00:44:30] *** Joins: sam113101 (~sam@modemcable229.128-202-24.mc.videotron.ca)
[00:44:30] *** Joins: weyhmueller (~weyhmuell@blofeld.nc.w9r.de)
[00:44:30] *** Joins: whysthatso125 (~whysthats@74-206-50-195.sta.estpak.ee)
[00:44:30] *** Joins: brown121407 (1fd27a54a7@gnu/webmaster/smarton)
[00:44:30] *** Joins: mixfix41 (~homefame@user/mixfix41)
[00:44:30] *** Joins: niv (~niv@limbo.cypherpunks.io)
[00:44:30] *** Joins: aighearach (~paris@user/aighearach)
[00:44:30] *** Joins: vigumnov (~victori@cpe-76-89-139-69.socal.res.rr.com)
[00:44:30] *** Joins: unyu (~pyon@user/pyon)
[00:44:30] *** Joins: ruby[bot] (bot@about/ruby/bot)
[00:44:30] *** Joins: tweaks (tweeeaks@user/tweeeaks)
[00:44:30] *** Joins: devz3ro (~devz3ro@user/devz3ro)
[00:44:30] *** Joins: g_sg (c415a3cd12@2604:bf00:561:2000::15e)
[00:44:30] *** Joins: srushe (fa1e6d5062@2604:bf00:561:2000::ad)
[00:44:30] *** Joins: hwrd (aa272caead@2604:bf00:561:2000::137)
[00:44:30] *** Joins: slothby (~JoshAshby@irc.isin.space)
[00:44:30] *** Joins: nemesit (~nemesit@myriadvisuals.com)
[00:44:30] *** Joins: kaleido (~adam@user/kaleido)
[00:44:30] *** Joins: lucerne (~lucerne@ip202.ip-51-178-215.eu)
[00:44:30] *** Joins: H4Z3 (~H4ZE@165.227.36.29)
[00:44:30] *** Joins: moo (~moo@beware.of.the.ass.ninja)
[00:44:30] *** Joins: psb___ (sid500598@id-500598.ilkley.irccloud.com)
[00:44:30] *** Joins: pjlsergeant (sid143467@id-143467.hampstead.irccloud.com)
[00:44:30] *** Joins: r3my (sid262473@id-262473.tinside.irccloud.com)
[00:44:30] *** Joins: olspookishmagus (~pookie@snf-137798.vm.okeanos.grnet.gr)
[00:44:30] *** erbium.libera.chat sets mode: +o ruby[bot]
[00:44:37] *** Quits: slact[m] (~slact@2001:470:69fc:105::1:5ee3) (Ping timeout: 240 seconds)
[00:44:39] *** Joins: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de)
[00:44:40] *** Quits: mixfix41 (~homefame@user/mixfix41) (Max SendQ exceeded)
[00:44:40] *** Quits: finsternis (~X@23.226.237.192) (Max SendQ exceeded)
[00:44:49] *** Joins: exondation (~wadii@2a01:e34:eca5:6c30:aa8e:d294:ea8:69fb)
[00:44:49] *** Joins: oxtyped[m] (~oxtyped2l@2001:470:69fc:105::1:8590)
[00:44:49] *** Joins: alex[m]12 (~alexchete@2001:470:69fc:105::1:1001)
[00:44:49] *** Joins: kinduff (~kinduff@user/kinduff)
[00:44:49] *** Joins: coffeejunk (sid16142@id-16142.hampstead.irccloud.com)
[00:44:49] *** Joins: jtperreault (jtperreaul@2600:3c03::f03c:91ff:fe24:102a)
[00:44:49] *** Joins: depesz (~quassel@lana.depesz.com)
[00:44:49] *** Joins: cornett (~ben@149.28.239.26)
[00:44:49] *** Joins: bougyman (~bougyman@user/bougyman)
[00:44:49] *** Joins: mjanssen (~mpcjansse@2a01:4f9:c011:75e6::1)
[00:44:49] *** Joins: Artea (~Lufia@artea.com.pt)
[00:44:49] *** Joins: eof (~eof@tty3.dev)
[00:44:49] *** Joins: peder (4822@nidur.ifi.uio.no)
[00:44:56] *** Quits: oxtyped[m] (~oxtyped2l@2001:470:69fc:105::1:8590) (Ping timeout: 245 seconds)
[00:44:56] *** Quits: alex[m]12 (~alexchete@2001:470:69fc:105::1:1001) (Ping timeout: 245 seconds)
[00:45:01] *** Joins: cornduck (~cornduck@gateway/tor-sasl/cornduck)
[00:45:01] *** Joins: aeris (~aeris@user/aeris)
[00:45:01] *** Joins: seisatsu (~seisatsu@107.161.24.70)
[00:45:02] *** Joins: JSharp (sid4580@id-4580.lymington.irccloud.com)
[00:45:02] *** Joins: oz (~oz@crystal/user/oz)
[00:45:02] *** Joins: JayDoubleu_ (sid339529@id-339529.hampstead.irccloud.com)
[00:45:02] *** Joins: siasmj (sid6106@id-6106.lymington.irccloud.com)
[00:45:02] *** Quits: artemon (~artemon@2001:470:69fc:105::87c) (Ping timeout: 240 seconds)
[00:45:04] *** Joins: finsternis (~X@23.226.237.192)
[00:45:10] *** Quits: manveru[m]1 (~manveruma@2001:470:69fc:105::c2d7) (Ping timeout: 260 seconds)
[00:45:10] *** Quits: DenKn (~deac@2001:470:69fc:105::1:5ee2) (Ping timeout: 260 seconds)
[00:45:17] *** Joins: saltrocklamp[m] (~hexology@user/hexology)
[00:45:17] *** Joins: andrea[m] (~andreanit@2001:470:69fc:105::1:28a8)
[00:45:17] *** Joins: conjunctive (sid433686@id-433686.helmsley.irccloud.com)
[00:45:17] *** Joins: keyvan (sid7672@id-7672.helmsley.irccloud.com)
[00:45:17] *** Joins: mollerup (~nmollerup@customer-2a00-7660-1612-0168-cfa8-be86-5a22-ee27.ip6.gigabit.dk)
[00:45:17] *** Joins: IsoLinCHiP (~chip@user/IsoLinCHiP)
[00:45:17] *** Joins: adam12 (~adam12@about/ruby/adam12)
[00:45:17] *** Joins: gr33n7007h (~gr33n7007@user/gr33n7007h)
[00:45:17] *** Joins: ollysmith (~ollysmith@2001:8b0:ca3:50e1:1e69:7aff:fe08:2b4f)
[00:45:17] *** Joins: Hess (~arthur@user/hess)
[00:45:17] *** Joins: jidar (~jidar@yt-1300.fap.me)
[00:45:17] *** Joins: vito (sid1962@user/vito)
[00:45:17] *** Joins: jhawthorn_ (~jhawthorn@user/jhawthorn)
[00:45:17] *** Joins: entropie (~mit@ip5f59986f.dynamic.kabel-deutschland.de)
[00:45:17] *** Joins: jlindgren (~jlindgren@user/jlindgren)
[00:45:17] *** Joins: rapha (~jrs@user/rapha)
[00:45:17] *** Joins: nakilon (~nakilon@user/nakilon)
[00:45:17] *** Joins: ccooke (~ccooke@spirit.gkhs.net)
[00:45:17] *** Joins: clemens3 (~clemens@225.40.150.83.ftth.as8758.net)
[00:45:17] *** Joins: ringo__ (~ringo@157.230.117.128)
[00:45:17] *** Joins: asio (asio@109-74-7-223-static.serverhotell.net)
[00:45:19] *** Quits: saltrocklamp[m] (~hexology@user/hexology) (Ping timeout: 245 seconds)
[00:45:21] *** Quits: kinduff (~kinduff@user/kinduff) (Ping timeout: 245 seconds)
[00:45:38] *** Quits: coolshaurya (~coolshaur@2001:470:69fc:105::fac0) (Ping timeout: 260 seconds)
[00:45:51] *** Quits: sixecho (~sixecho@2001:470:69fc:105::32) (Ping timeout: 250 seconds)
[00:46:15] *** Quits: andrea[m] (~andreanit@2001:470:69fc:105::1:28a8) (Ping timeout: 268 seconds)
[00:46:15] *** Quits: szkl (uid110435@uxbridge.irccloud.com) (Client Quit)
[00:47:13] *** Quits: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de) (Client Quit)
[00:47:27] *** Joins: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de)
[00:47:32] *** Quits: jhass[m] (~jhass@about/ruby/jhass) (Ping timeout: 240 seconds)
[00:47:42] *** Joins: szkl (uid110435@uxbridge.irccloud.com)
[00:47:49] *** Quits: itok (sid418430@id-418430.ilkley.irccloud.com) (Ping timeout: 240 seconds)
[00:47:50] *** Quits: whysthatso125 (~whysthats@74-206-50-195.sta.estpak.ee) (Ping timeout: 250 seconds)
[00:48:04] *** Quits: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de) (Client Quit)
[00:48:22] *** Joins: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de)
[00:48:27] *** Quits: JayDoubleu_ (sid339529@id-339529.hampstead.irccloud.com) (Ping timeout: 264 seconds)
[00:49:27] *** Joins: JayDoubleu_ (sid339529@hampstead.irccloud.com)
[00:50:52] *** Joins: itok (sid418430@ilkley.irccloud.com)
[00:51:36] *** Quits: gproto23 (~gproto23@user/gproto23) (Remote host closed the connection)
[00:53:33] *** Quits: szkl (uid110435@uxbridge.irccloud.com) ()
[00:57:38] *** Joins: sgnh (~sgnh@li1400-130.members.linode.com)
[01:03:29] *** Quits: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de) (Quit: leaving)
[01:03:41] *** Joins: dostoyevsky2 (~sck@user/dostoyevsky2)
[01:09:48] *** Joins: jmcgnh (~jmcgnh@wikipedia/jmcgnh)
[01:11:08] *** Quits: _ht (~quassel@231-169-21-31.ftth.glasoperator.nl) (Remote host closed the connection)
[01:12:49] *** Quits: sgnh (~sgnh@li1400-130.members.linode.com) (Quit: ZNC 1.8.2 - https://znc.in)
[01:14:10] *** Joins: sgnh (~sgnh@li1400-130.members.linode.com)
[01:20:21] *** Joins: whysthatso1250 (~whysthats@74-206-50-195.sta.estpak.ee)
[01:22:05] *** Joins: manveru[m]1 (~manveruma@2001:470:69fc:105::c2d7)
[01:23:16] *** Quits: exondation (~wadii@2a01:e34:eca5:6c30:aa8e:d294:ea8:69fb) (Ping timeout: 245 seconds)
[01:28:34] *** Joins: slact[m] (~slact@2001:470:69fc:105::1:5ee3)
[01:33:03] *** Joins: moldorcoder7_ (~moldorcod@37.120.143.29)
[01:33:19] *** Quits: moldorcoder7 (~moldorcod@188.95.55.24) (Ping timeout: 256 seconds)
[01:35:01] *** Joins: alex[m]12 (~alexchete@2001:470:69fc:105::1:1001)
[01:35:09] *** Joins: DenKn (~deac@2001:470:69fc:105::1:5ee2)
[01:39:21] *** Quits: jpw (~jpw@user/jpw) (Remote host closed the connection)
[01:39:39] *** Quits: Aylat (~Aylat@user/Aylat) (Quit: Leaving)
[01:43:03] *** Joins: coolshaurya (~coolshaur@2001:470:69fc:105::fac0)
[01:45:04] *** Joins: kinduff (~kinduff@user/kinduff)
[01:45:28] *** Joins: sixecho (~sixecho@2001:470:69fc:105::32)
[01:56:09] *** Joins: artemon (~artemon@2001:470:69fc:105::87c)
[01:56:17] *** Joins: hsiktas[m] (~hsiktasm]@2001:470:69fc:105::30d4)
[01:56:29] *** Quits: teclator (~quassel@85.155.180.70.dyn.user.ono.com) (Quit: http://quassel-irc.org - Chat comfortably. Anywhere.)
[01:57:57] *** Joins: andrea[m] (~andreanit@2001:470:69fc:105::1:28a8)
[02:04:27] *** Joins: jhass[m] (~jhass@about/ruby/jhass)
[02:09:46] *** Joins: goldfish (~goldfish@user/goldfish)
[02:13:09] *** Joins: Guest70 (~Guest70@189.240.218.50)
[02:13:27] *** Quits: Guest70 (~Guest70@189.240.218.50) (Client Quit)
[02:17:49] *** Joins: oxtyped[m] (~oxtyped2l@2001:470:69fc:105::1:8590)
[02:20:17] *** Quits: goldfish (~goldfish@user/goldfish) (Ping timeout: 240 seconds)
[02:20:33] *** Joins: hololeap (~hololeap@user/hololeap)
[02:26:19] *** Joins: saltrocklamp[m] (~hexology@user/hexology)
[02:29:42] *** Quits: havenwood (~havenwood@about/ruby/havenwood) (Quit: The Lounge - https://thelounge.chat)
[02:30:26] *** Joins: havenwood (~havenwood@about/ruby/havenwood)
[03:03:53] *** Quits: rms2511 (~rrrrrrrrr@107-138-155-103.lightspeed.rlghnc.sbcglobal.net) (Ping timeout: 250 seconds)
[03:04:41] *** Quits: ur5us (~ur5us@2406:e002:6d58:d101:2b70:9bf7:d290:b791) (Remote host closed the connection)
[03:05:01] *** Joins: ur5us (~ur5us@2406:e002:6d58:d101:2b70:9bf7:d290:b791)
[03:05:21] *** Quits: ur5us (~ur5us@2406:e002:6d58:d101:2b70:9bf7:d290:b791) (Remote host closed the connection)
[03:47:38] *** Quits: ox1eef (~0x1eef@user/ox1eef) (Quit: Leaving)
[03:48:12] *** Joins: ox1eef (~0x1eef@user/ox1eef)
[03:54:18] *** Quits: rapha (~jrs@user/rapha) (Quit: WeeChat 2.3)
[04:01:09] *** Quits: roshanavand (~roshanava@p200300d47f01a3006ae26b065900f0f0.dip0.t-ipconnect.de) (Remote host closed the connection)
[04:03:05] *** Joins: roshanavand (~roshanava@p200300d47f01a3006ae26b065900f0f0.dip0.t-ipconnect.de)
[04:08:26] *** Joins: ur5us (~ur5us@2406:e002:6d58:d101:c082:65ff:58b7:9270)
[04:16:50] *** Quits: ur5us (~ur5us@2406:e002:6d58:d101:c082:65ff:58b7:9270) (Quit: Leaving)
[04:20:40] *** Joins: ur5us (~ur5us@2406:e002:6d58:d101:2b70:9bf7:d290:b791)
[04:34:02] *** Quits: Rounin (~david@84.212.130.215) (Ping timeout: 250 seconds)
[04:47:17] *** Joins: rms2511 (~rrrrrrrrr@107-138-155-103.lightspeed.rlghnc.sbcglobal.net)
[04:57:54] *** Joins: pmwals09 (~pmwals09@c-73-218-223-243.hsd1.ma.comcast.net)
[05:03:27] *** Quits: weaksauc_ (~textual@ip68-5-101-101.oc.oc.cox.net) (Quit: Textual IRC Client: www.textualapp.com)
[05:08:36] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (Quit: WeeChat 3.4)
[05:10:13] *** Joins: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca)
[05:11:43] *** Quits: roshanavand (~roshanava@p200300d47f01a3006ae26b065900f0f0.dip0.t-ipconnect.de) (Ping timeout: 250 seconds)
[05:25:44] *** Joins: weaksauce (~textual@ip68-5-101-101.oc.oc.cox.net)
[05:31:14] *** Joins: trillp (~trillp@2001:19f0:6401:72e:c092:4829:25d6:b788)
[05:41:08] *** Joins: libsys (~libsys@186.105.187.144)
[05:50:03] <Sheilong> How do I tell  rspec to use active directory to create the users in the database instead trying to add it directly to the database?
[05:56:15] <Sheilong> After reading them from YAML file, they are inserted into database directly using insert query. So they skip callbacks and validations check. How I make it pass by the validation using fixtures file?
[06:33:19] *** Joins: hanzo (uid532183@user/hanzo)
[06:48:04] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (Quit: WeeChat 3.4)
[06:50:55] *** Joins: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca)
[06:53:55] *** Joins: bluedust (~bluedust@117.222.188.38)
[06:57:01] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (Quit: WeeChat 3.4)
[07:03:21] *** Joins: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca)
[07:13:33] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (Quit: WeeChat 3.4)
[07:16:28] *** Joins: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca)
[07:30:05] *** Quits: mooff (mooff@awful.cooking) (Remote host closed the connection)
[07:31:38] *** Joins: mooff (mooff@awful.cooking)
[07:41:00] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (Quit: WeeChat 3.4)
[07:42:51] *** Joins: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca)
[07:48:36] *** Quits: ralu (~ralu@static.211.245.203.116.clients.your-server.de) (Ping timeout: 250 seconds)
[08:11:41] *** Joins: polishdub (~polishdub@ip72-208-203-185.ph.ph.cox.net)
[08:14:37] *** Quits: ur5us (~ur5us@2406:e002:6d58:d101:2b70:9bf7:d290:b791) (Ping timeout: 240 seconds)
[08:29:50] *** Joins: SandAmongBlueWat (~SandAmong@apn-31-0-67-252.dynamic.gprs.plus.pl)
[08:30:10] *** Quits: pmwals09 (~pmwals09@c-73-218-223-243.hsd1.ma.comcast.net) (Remote host closed the connection)
[08:32:50] <SandAmongBlueWat> Why signals seem to work only when sleep is 0 https://pastebin.com/raw/Z7DTbcqD ?
[08:34:52] <SandAmongBlueWat> The same file with interpreter https://pastebin.com/raw/xyxQdpeY
[08:36:27] <SandAmongBlueWat> Running this code number of processes only increases. How to send them QUIT signal properly?
[08:42:25] *** Quits: hanzo (uid532183@user/hanzo) (Quit: Connection closed for inactivity)
[08:44:26] *** Quits: Sheilong (uid293653@ilkley.irccloud.com) (Quit: Connection closed for inactivity)
[09:04:00] *** Quits: bluedust (~bluedust@117.222.188.38) (Remote host closed the connection)
[09:04:57] *** Quits: SandAmongBlueWat (~SandAmong@apn-31-0-67-252.dynamic.gprs.plus.pl) (Ping timeout: 256 seconds)
[09:31:21] *** Joins: bluedust (~bluedust@117.222.188.38)
[09:32:22] *** Quits: bluedust (~bluedust@117.222.188.38) (Read error: Connection reset by peer)
[09:32:52] *** Joins: bluedust (~bluedust@103.160.194.110)
[10:14:53] *** Joins: _ht (~quassel@231-169-21-31.ftth.glasoperator.nl)
[10:30:49] *** Joins: bluedust_ (~bluedust@117.222.188.38)
[10:33:57] *** Quits: bluedust (~bluedust@103.160.194.110) (Ping timeout: 240 seconds)
[10:36:40] *** Joins: teclator (~quassel@85.155.180.70.dyn.user.ono.com)
[10:55:52] *** Quits: JSharp (sid4580@id-4580.lymington.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: oz (~oz@crystal/user/oz) (*.net *.split)
[10:55:52] *** Quits: siasmj (sid6106@id-6106.lymington.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: fercell (~ferr@185.65.50.97) (*.net *.split)
[10:55:52] *** Quits: goepsilongo (~goepsilon@cpe-74-73-86-74.nyc.res.rr.com) (*.net *.split)
[10:55:52] *** Quits: kaivai_ (~kaivai@user/kaivai) (*.net *.split)
[10:55:52] *** Quits: jimeh (jimeh@matrix.bah.io) (*.net *.split)
[10:55:52] *** Quits: quintasan (~quassel@quintasan.pl) (*.net *.split)
[10:55:52] *** Quits: swaggboi (~swaggboi@slackware.uk/supporter/swaggboi) (*.net *.split)
[10:55:52] *** Quits: seabre (~seabre@user/seabre) (*.net *.split)
[10:55:52] *** Quits: infernix (~nix@spirit.infernix.net) (*.net *.split)
[10:55:52] *** Quits: axisys (~axisys@ec2-52-207-123-244.compute-1.amazonaws.com) (*.net *.split)
[10:55:52] *** Quits: constxd (~brad@142.167.170.88) (*.net *.split)
[10:55:52] *** Quits: reset (~reset@user/reset) (*.net *.split)
[10:55:52] *** Quits: justGhost (~justache@user/justache) (*.net *.split)
[10:55:52] *** Quits: mmalter (~mmalter@88.126.10.237) (*.net *.split)
[10:55:52] *** Quits: mahlon (~mahlon@martini.nu) (*.net *.split)
[10:55:52] *** Quits: Neopolitan (~tn5421@45.76.61.24) (*.net *.split)
[10:55:52] *** Quits: eam (~eam@li155-76.members.linode.com) (*.net *.split)
[10:55:52] *** Quits: ule (~ule@user/ule) (*.net *.split)
[10:55:52] *** Quits: pandabot (~pandabot@user/leftylink/bot/pandabot) (*.net *.split)
[10:55:52] *** Quits: benjaminwil (~benjaminw@benjaminwil.info) (*.net *.split)
[10:55:52] *** Quits: cnsvc- (~cnsvc@li541-179.members.linode.com) (*.net *.split)
[10:55:53] *** Quits: _axx (~axx@static.246.43.203.116.clients.your-server.de) (*.net *.split)
[10:58:06] *** Joins: fercell (~ferr@185.65.50.97)
[10:58:06] *** Joins: goepsilongo (~goepsilon@cpe-74-73-86-74.nyc.res.rr.com)
[10:58:06] *** Joins: kaivai_ (~kaivai@user/kaivai)
[10:58:06] *** Joins: jimeh (jimeh@matrix.bah.io)
[10:58:06] *** Joins: quintasan (~quassel@quintasan.pl)
[10:58:06] *** Joins: swaggboi (~swaggboi@slackware.uk/supporter/swaggboi)
[10:58:06] *** Joins: seabre (~seabre@user/seabre)
[10:58:06] *** Joins: infernix (~nix@spirit.infernix.net)
[10:58:06] *** Joins: axisys (~axisys@ec2-52-207-123-244.compute-1.amazonaws.com)
[10:58:06] *** Joins: constxd (~brad@142.167.170.88)
[10:58:06] *** Joins: reset (~reset@user/reset)
[10:58:06] *** Joins: justGhost (~justache@user/justache)
[10:58:06] *** Joins: mmalter (~mmalter@88.126.10.237)
[10:58:06] *** Joins: mahlon (~mahlon@martini.nu)
[10:58:06] *** Joins: Neopolitan (~tn5421@45.76.61.24)
[10:58:06] *** Joins: eam (~eam@li155-76.members.linode.com)
[10:58:06] *** Joins: ule (~ule@user/ule)
[10:58:06] *** Joins: pandabot (~pandabot@user/leftylink/bot/pandabot)
[10:58:06] *** Joins: benjaminwil (~benjaminw@benjaminwil.info)
[10:58:06] *** Joins: cnsvc- (~cnsvc@li541-179.members.linode.com)
[10:58:06] *** Joins: _axx (~axx@static.246.43.203.116.clients.your-server.de)
[10:58:06] *** Joins: JSharp (sid4580@id-4580.lymington.irccloud.com)
[10:58:06] *** Joins: oz (~oz@crystal/user/oz)
[10:58:06] *** Joins: siasmj (sid6106@id-6106.lymington.irccloud.com)
[11:13:41] *** Joins: fef (~thedawn@user/thedawn)
[11:20:13] *** Joins: Rounin (~david@84.212.130.215)
[11:21:57] *** Quits: _ht (~quassel@231-169-21-31.ftth.glasoperator.nl) (Ping timeout: 240 seconds)
[11:22:35] *** Joins: _ht (~quassel@231-169-21-31.ftth.glasoperator.nl)
[11:29:10] *** Quits: bluedust_ (~bluedust@117.222.188.38) (Read error: Connection reset by peer)
[11:29:27] *** Joins: bluedust (~bluedust@103.160.194.110)
[11:39:30] *** Joins: CrazyEddy (crazyed@2603:300a:1d10:c000:de4a:3eff:fe88:cc5f)
[11:56:20] *** Joins: bluedust_ (~bluedust@117.222.188.38)
[11:59:37] *** Quits: bluedust (~bluedust@103.160.194.110) (Ping timeout: 240 seconds)
[12:00:21] *** Joins: roshanavand (~roshanava@p4fdafef3.dip0.t-ipconnect.de)
[12:06:28] *** Joins: infinityfye (~infinityf@156.212.9.209)
[12:16:02] *** Quits: bluedust_ (~bluedust@117.222.188.38) (Read error: Connection reset by peer)
[12:16:34] *** Joins: bluedust (~bluedust@103.160.194.110)
[12:24:11] *** Joins: bluedust_ (~bluedust@117.222.188.38)
[12:26:57] *** Quits: bluedust (~bluedust@103.160.194.110) (Ping timeout: 240 seconds)
[12:28:09] *** Joins: exondation (~wadii@2a01:e34:eca5:6c30:c18d:89d6:b15f:a0a)
[12:41:23] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (Quit: WeeChat 3.4)
[12:59:20] *** Joins: Aylat (~Aylat@33.red-83-35-103.dynamicip.rima-tde.net)
[12:59:20] *** Quits: Aylat (~Aylat@33.red-83-35-103.dynamicip.rima-tde.net) (Changing host)
[12:59:20] *** Joins: Aylat (~Aylat@user/Aylat)
[13:43:56] *** Joins: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca)
[13:51:56] *** Joins: gproto23 (~gproto23@user/gproto23)
[14:14:21] *** Quits: fef (~thedawn@user/thedawn) (Ping timeout: 276 seconds)
[14:26:27] *** Quits: bluedust_ (~bluedust@117.222.188.38) (Read error: Connection reset by peer)
[14:26:53] *** Joins: bluedust (~bluedust@103.160.194.110)
[15:01:17] *** Quits: exondation (~wadii@2a01:e34:eca5:6c30:c18d:89d6:b15f:a0a) (Ping timeout: 240 seconds)
[15:03:58] *** Joins: mixfix41 (~sdenyninn@user/mixfix41)
[15:10:37] *** Quits: reset (~reset@user/reset) (Quit: reset)
[15:24:30] *** Joins: bluedust_ (~bluedust@117.222.188.38)
[15:27:57] *** Quits: bluedust (~bluedust@103.160.194.110) (Ping timeout: 240 seconds)
[15:28:01] *** Quits: legit (petru@2a03:b0c0:3:f0::60:1000) (Quit: reboot)
[15:28:38] *** Joins: legit (petru@2a03:b0c0:3:f0::60:1000)
[15:39:03] *** Joins: Sheilong (uid293653@id-293653.ilkley.irccloud.com)
[15:41:57] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (Ping timeout: 240 seconds)
