[00:00:34] *** Joins: BlackIkeEagle (~BlackIkeE@archlinux/trusteduser/blackikeeagle)
[00:03:38] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[00:09:41] *** Quits: jmdaemon (~jmdaemon@user/jmdaemon) (Ping timeout: 250 seconds)
[00:12:52] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[00:15:57] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[00:16:57] *** Joins: SchmoSeph (uid530771@tinside.irccloud.com)
[00:19:39] *** Quits: Szadek (~Szadek@185.209.196.178) (Ping timeout: 256 seconds)
[00:19:45] *** Joins: m0viefreak (~asdf@user/m0viefreak)
[00:20:33] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 256 seconds)
[00:21:29] *** Joins: ssiyad (~ssiyad@user/ssiyad)
[00:21:31] *** Joins: Szadek (~Szadek@92.60.40.220)
[00:25:35] *** Quits: Hackerpcs (~user@user/hackerpcs) (Quit: Hackerpcs)
[00:41:45] *** Quits: paulgit____ (sid504379@id-504379.lymington.irccloud.com) (*.net *.split)
[00:41:45] *** Quits: lachesis (~lachesis@user/lachesis) (*.net *.split)
[00:41:45] *** Quits: megamus_prime (~megamus_p@46.101.47.16) (*.net *.split)
[00:41:45] *** Quits: DonRichie (~DonRichie@ricl.de) (*.net *.split)
[00:41:45] *** Quits: itok (sid418430@id-418430.ilkley.irccloud.com) (*.net *.split)
[00:41:45] *** Quits: benoliver999 (~benoliver@178.128.43.129) (*.net *.split)
[00:41:45] *** Quits: dana (dana@user/dana) (*.net *.split)
[00:41:45] *** Quits: haritz (~hrtz@user/haritz) (*.net *.split)
[00:41:45] *** Quits: andreas303 (andreas303@ip227.orange.bnc4free.com) (*.net *.split)
[00:41:45] *** Quits: tibbs (~tibbs@fedora/tibbs) (*.net *.split)
[00:41:45] *** Quits: thurin (thurin@thurin.org) (*.net *.split)
[00:41:45] *** Quits: mnabid (uid448607@user/mnabid) (*.net *.split)
[00:41:46] *** Quits: leah2 (~leah@vuxu.org) (*.net *.split)
[00:41:46] *** Quits: wacko (~wacko@wireguard/tunneler/wacko) (*.net *.split)
[00:41:46] *** Quits: wolfshappen (~waff@irc.furworks.de) (Max SendQ exceeded)
[00:44:11] *** Joins: xcm (~xcm@static.90.45.69.159.clients.your-server.de)
[00:44:11] *** Joins: Soliton (~Soliton@wesnoth/developer/soliton)
[00:44:11] *** Joins: Ganneff (~joerg@debian/joerg)
[00:44:11] *** Joins: zayita (~zayita@zsh/bot/zayita)
[00:44:11] *** Joins: machabot (~machabot@zsh/bot/machabot)
[00:44:11] *** Joins: les_ (~whome@user/les)
[00:44:11] *** Joins: dmc (~dmc@archlinux/trusteduser/polyzen)
[00:44:11] *** Joins: ecool (~ecool@ecool.dev)
[00:44:11] *** Joins: mika (~mika@odysseus.grml.info)
[00:44:11] *** Joins: Spydar007 (~spydar007@user/spydar007)
[00:44:11] *** Joins: gl0woo (~gl0woozzz@phobos.whatbox.ca)
[00:44:11] *** Joins: yamchah2 (~yamchah2@user/yamchah2)
[00:44:11] *** Joins: kvn (~weechat@user/kvn)
[00:44:11] *** Joins: mehmedbasic (~quassel@85.191.76.100)
[00:44:11] *** Joins: scoobydoo (~scooby@user/scoobydoo)
[00:44:11] *** Joins: cryocaustik7 (~cryocaust@user/cryocaustik)
[00:44:11] *** Joins: Mikachu (~Mikachu@zsh/developer/Mikachu)
[00:44:11] *** Joins: webstran- (~webstrand@user/webstrand)
[00:44:11] *** Joins: piyo (~user@KBMfx-101p2-101.ppp11.odn.ad.jp)
[00:44:11] *** Joins: mcglk (~mcglk@131.191.49.120)
[00:44:11] *** Joins: voidcat (~voidcat@user/voidcat)
[00:44:11] *** Joins: brentaarnold (~brentaarn@24.112.58.14)
[00:44:11] *** Joins: reset (~reset@user/reset)
[00:44:11] *** Joins: FoH (~foh@user/foh)
[00:44:11] *** Joins: ft (~ft@shell.chaostreff-dortmund.de)
[00:44:11] *** Joins: Keridos (~Keridos@ironhide.de)
[00:44:11] *** Joins: TheCoffeMaker (~TheCoffeM@user/thecoffemaker)
[00:44:11] *** Joins: agireud (~agireud@user/agireud)
[00:44:11] *** Joins: APic (~apic@apic.name)
[00:44:11] *** Joins: Kulrak (Kulrak@n122-109-158-59.rdl2.qld.optusnet.com.au)
[00:44:11] *** Joins: sdu (~sidu@185.44.146.61)
[00:44:11] *** Joins: CrashOverride (~strcat@p5485427d.dip0.t-ipconnect.de)
[00:44:11] *** Joins: cd (moony@hellomouse/dev/moony)
[00:44:11] *** Joins: kaivai_ (~kaivai@user/kaivai)
[00:44:11] *** Joins: nickel8448 (~rahulwadh@147.80.76.34.bc.googleusercontent.com)
[00:44:11] *** Joins: keypusher (keypusher@user/keypusher)
[00:44:11] *** Joins: japh (~scp1@user/japh)
[00:44:11] *** Joins: wootehfoot (~wootehfoo@user/wootehfoot)
[00:44:11] *** Joins: danielsh_ (~danielsh@zsh/developer/danielsh)
[00:44:11] *** Joins: michele (~eraser@user/michele)
[00:44:11] *** Joins: skylite (~skylite@2E6B2CD6.catv.pool.telekom.hu)
[00:44:11] *** Joins: trevors (~trevors@user/trevors)
[00:44:11] *** Joins: simmel (simmel@auxww.ps)
[00:44:11] *** Joins: LowTax (~LowTax@arch64-iad.elecompte.info)
[00:44:11] *** Joins: belak (~belak@user/belak)
[00:44:11] *** Joins: n-st (~n-st@user/n-st)
[00:44:11] *** Joins: d33tah (~d33tah@2a03:b0c0:3:d0::14d2:c001)
[00:44:11] *** Joins: nickorta12 (~nickorta1@174-28-176-216.albq.qwest.net)
[00:44:11] *** Joins: Kays (Kays@user/kays)
[00:44:11] *** Joins: ntome (~ntome@user/ntome)
[00:44:11] *** Joins: mrkajetanp (~mrkajetan@88.98.245.28)
[00:44:11] *** Joins: bdeshi (~bdeshi@bdeshi.space)
[00:44:11] *** Joins: henk (~henk@leonardo.netwichtig.de)
[00:44:11] *** Joins: jelly (jelly@user/jelly)
[00:44:11] *** Joins: koolazer (~koo@user/koolazer)
[00:44:11] *** Joins: rudi_s (~simon@user/rudi-s/x-7673890)
[00:44:11] *** Joins: Techcable (~Techcable@168.235.93.147)
[00:44:11] *** Joins: niyawe (~niyawe@2a01:4f8:272:3d5f:1::26)
[00:44:11] *** Joins: madduck (~madduck@user/madduck)
[00:44:11] *** Joins: mexen (uid495612@user/mexen)
[00:44:11] *** Joins: reactormonk[m] (~reactormo@2001:470:69fc:105::3c24)
[00:44:11] *** Joins: ratijas (~ratijas@2001:470:69fc:105::f5e4)
[00:44:11] *** Joins: brw (~bas@haring.bas.sh)
[00:44:11] *** Joins: ectospasm (~ectospasm@user/ectospasm)
[00:44:11] *** Joins: nyuszika7h (nyuszika7h@lykos/dev/nyuszika7h)
[00:44:11] *** Joins: kolla (~kolla@cloudsmurf.kolla.no)
[00:44:11] *** Joins: guido (~weechat@host-82-59-230-189.retail.telecomitalia.it)
[00:44:11] *** Joins: Ingvix (~Ingvix@user/ingvix)
[00:44:11] *** Joins: wacko (~wacko@wireguard/tunneler/wacko)
[00:44:11] *** Joins: leah2 (~leah@vuxu.org)
[00:44:11] *** Joins: mnabid (uid448607@user/mnabid)
[00:44:11] *** Joins: thurin (thurin@thurin.org)
[00:44:11] *** Joins: tibbs (~tibbs@fedora/tibbs)
[00:44:11] *** Joins: andreas303 (andreas303@ip227.orange.bnc4free.com)
[00:44:11] *** Joins: haritz (~hrtz@user/haritz)
[00:44:11] *** Joins: dana (dana@user/dana)
[00:44:11] *** Joins: itok (sid418430@id-418430.ilkley.irccloud.com)
[00:44:11] *** Joins: DonRichie (~DonRichie@ricl.de)
[00:44:11] *** Joins: megamus_prime (~megamus_p@46.101.47.16)
[00:44:11] *** Joins: lachesis (~lachesis@user/lachesis)
[00:44:11] *** Joins: paulgit____ (sid504379@id-504379.lymington.irccloud.com)
[00:44:11] *** Joins: roolebo (sid64806@id-64806.ilkley.irccloud.com)
[00:44:11] *** Joins: Freeaqingme_ (~quassel@213.227.151.10)
[00:44:11] *** Joins: prime (~prime@user/prime)
[00:44:11] *** Joins: asmodai (~asmodai@31-151-100-72.dynamic.upc.nl)
[00:44:11] *** Joins: pinky_ (pinky@minime.fef.net)
[00:44:11] *** Joins: prg (~prg@2001:19f0:5:9c1:1d2f:7937:5cb0:da6f)
[00:44:11] *** Joins: manio (~manio@skyboo.net)
[00:44:11] *** Joins: mynickisregister (~mynickisr@2001:1af8:4700:b0e0:fa00::)
[00:44:11] *** Joins: esc (~esc@kudu.in-berlin.de)
[00:44:11] *** Joins: toxictrash (~toxictras@host-91-237-158-49.anfa.net.pl)
[00:44:11] *** Joins: benoliver999 (~benoliver@178.128.43.129)
[00:44:11] *** Joins: jmcantrell (~jmcantrel@user/jmcantrell)
[00:44:11] *** Joins: tomboy64 (~tomboy64@user/tomboy64)
[00:44:11] *** Joins: jgn (~jgn@user/jgn)
[00:44:11] *** Joins: Ckat (~Ckat@xn--z7x.xn--6frz82g)
[00:44:11] *** Joins: seanBE (~seanBE@ec2-34-243-193-160.eu-west-1.compute.amazonaws.com)
[00:44:11] *** Joins: Superstars111 (~jared@li227-215.members.linode.com)
[00:44:11] *** Joins: Exa (exa@irc.moe)
[00:44:11] *** Joins: blueyed (~daniel@hahler.de)
[00:44:11] *** Joins: ccha (~ccha@user/ccha)
[00:44:11] *** Joins: mjgardner (sid182628@id-182628.ilkley.irccloud.com)
[00:44:11] *** Joins: averell (~averell@user/averell)
[00:44:11] *** Joins: mrus (~mrus@2001:19f0:5:1535:5400:3ff:fe7d:10ae)
[00:44:11] *** Joins: s1b1 (~s1b1@user/s1b1)
[00:44:11] *** Joins: Kartagis (~iegg@user/kartagis)
[00:44:11] *** Joins: phy1729 (~phy1729@zsh/wizard/phy1729)
[00:44:11] *** Joins: tharkun (tharkun@kvm6.telegraphics.com.au)
[00:44:11] *** Joins: llua (~llua@zsh/developer/llua)
[00:44:11] *** Joins: Gamma[m] (~gamma@zsh/user/Gamma)
[00:44:11] *** Joins: Psi-Jack[m] (~psi-jack@user/psi-jack)
[00:44:11] *** Joins: bremner (~bremner@notmuch/developer/bremner)
[00:44:11] *** Joins: SWISSMANN (~SWISSMANN@2001-4dd2-5e3c-0-df30-62d1-7594-7534.ipv6dyn.netcologne.de)
[00:44:11] *** Joins: armin (~armin@unix.porn)
[00:44:11] *** Joins: bdju (~bard@user/bdju)
[00:44:11] *** Joins: ndorf (~nd@ob.noxio.us)
[00:44:11] *** Joins: Bebef (sbreit@phobos.bebef.de)
[00:44:11] *** Joins: yosafbridge (~yosafbrid@static.38.6.217.95.clients.your-server.de)
[00:44:11] *** Joins: chemsmith (~chemsmith@user/chemsmith)
[00:44:11] *** Joins: bim9262 (~bim9262@user/bim9262)
[00:44:11] *** Joins: Arrowmaster (~Arrowmast@user/arrowmaster)
[00:44:11] *** Joins: \\ (~\0x5c@miaow/nonantedeux)
[00:44:11] *** Joins: tccki (~tccki@box.webslate.co.nz)
[00:44:11] *** Joins: deepy (deepy@user/deepy)
[00:44:11] *** Joins: RichiH (~richih@fosdem/staff/richih)
[00:44:11] *** Joins: InFerNo__ (~infy@64.ip-213-32-65.eu)
[00:44:11] *** Joins: euidzero_ (~euidzero@158.101.10.150)
[00:44:11] *** Joins: ZeroKnight (zeroknight@dimensionzero.net)
[00:44:11] *** Joins: Lyude (~lyudess@pool-96-230-100-15.bstnma.fios.verizon.net)
[00:44:11] *** Joins: teear (~teear@cbharraste.eu)
[00:44:11] *** Joins: cjones_ (~cjones@207.34.165.164)
[00:44:11] *** Joins: syscomet (~syscomet@user/syscomet)
[00:44:11] *** Joins: limon (~limon@biber.verj.us)
[00:44:11] *** Joins: brocellous (~brocellou@ip68-99-242-72.ph.ph.cox.net)
[00:44:11] *** Joins: ssiyad (~ssiyad@user/ssiyad)
[00:44:11] *** Joins: reda_ (~reda@user/reda)
[00:44:11] *** Joins: preisi (~preisi@irc.prei.si)
[00:44:11] *** Joins: LDerJim (~jim@user/LDerJim)
[00:44:11] *** Joins: tureba (~tureba@tureba.org)
[00:44:11] *** Joins: birkoff (birkoff@user/birkoff)
[00:44:11] *** Joins: WinterStar (~IceLight@user/icelight)
[00:44:11] *** Joins: thd (~user@45.76.37.129)
[00:44:11] *** Joins: hrnz (~ethical@vegan.im.it)
[00:44:11] *** Joins: _rgn (~raine@2a01:4f9:c010:802e::1)
[00:44:11] *** Joins: Flow (~none@gentoo/developer/flow)
[00:44:11] *** Joins: Riviera (Riviera@user/riviera)
[00:44:11] *** Joins: Raito_Bezarius (~Raito@wireguard/tunneler/raito-bezarius)
[00:44:11] *** Joins: sm1999 (~sm1999@2001:470:69fc:105::1:38c)
[00:44:11] *** Joins: lightbringer (mincer@user/lightbringer)
[00:44:11] *** Joins: martin_ (nobody@188.113.85.137)
[00:44:11] *** Joins: nyah (~nyah@05453449.skybroadband.com)
[00:44:11] *** Joins: ahmedelg1 (~ahmedelga@2a02-a446-d88a-1-d4a-18a5-f8f5-83a4.fixed6.kpn.net)
[00:44:11] *** Joins: A_Dragon (A_D@libera/staff/dragon)
[00:44:11] *** Joins: LambdaComplex (~adam@wireguard/tunneler/lambdacomplex)
[00:44:11] *** Joins: d10n_ (~d10n@user/d10n)
[00:44:11] *** Joins: susi (owl@huumeet.info)
[00:44:11] *** Joins: crs (~f@91.212.33.50)
[00:44:11] *** Joins: henry40408 (~henry4040@175.181.155.165)
[00:44:11] *** Joins: tiresias (nemes@user/tiresias)
[00:44:11] *** Joins: conundrum (~conundrum@159.65.74.89)
[00:44:11] *** Joins: barbarossa93 (~barbaross@c-73-39-107-44.hsd1.md.comcast.net)
[00:44:11] *** Joins: andril (~andril@c-66-229-99-96.hsd1.fl.comcast.net)
[00:44:11] *** Joins: Hackerpcs (~user@user/hackerpcs)
[00:44:11] *** Joins: dysfigured (~dfg@dfg.rocks)
[00:44:11] *** Joins: syntaxman (~wade@li227-215.members.linode.com)
[00:44:11] *** Joins: alip (~alip@exherbo/developer/alip)
[00:44:11] *** Joins: dmaphy (~dmaphy@euve251205.serverprofi24.de)
[00:44:11] *** Joins: suffer (znc@mutant.penguin.fyi)
[00:44:11] *** Joins: lastmikoi (~lastmikoi@vm-01.lastmikoi.net)
[00:44:11] *** Joins: moon-child (~moon-chil@cardinal.elronnd.net)
[00:44:11] *** Joins: w0lff (~quassel@x8d1e1e30.agdsn.tu-dresden.de)
[00:44:11] *** Joins: gordonfish (~gordonfis@user/gordonfish)
[00:44:11] *** Joins: rektide (~rektide@eldergods.com)
[00:44:11] *** Joins: ackyshake (~ackyshake@user/ackyshake)
[00:44:11] *** Joins: bin101 (~bin101@user/bin101)
[00:44:11] *** Joins: acovrig7 (~acovrig@host-173-247-7-127.JENOLT2.epbfi.com)
[00:44:11] *** Joins: Byteflux (~byte@byteflux.net)
[00:44:11] *** Joins: micro (~micro@user/micro)
[00:44:11] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[00:44:11] *** Joins: shokohsc (~shokohsc@lfbn-idf2-1-1472-129.w92-169.abo.wanadoo.fr)
[00:44:11] *** Joins: uuidNuniq (~weechat@222.67.14.47)
[00:44:11] *** Joins: tent4053 (~tent405@107-214-50-180.lightspeed.bcvloh.sbcglobal.net)
[00:44:11] *** Joins: beenao (~beenao@user/beenao)
[00:44:11] *** Joins: PowaBanga (~PowaBanga@user/powabanga)
[00:44:11] *** Joins: m5zs7k (aquares@web10.mydevil.net)
[00:44:11] *** Joins: dbasinge (~dbasinge@ubuntu/member/dbasinge)
[00:44:11] *** Joins: foul_owl (~kerry@94.140.8.105)
[00:44:11] *** Joins: zeden (~zeden@user/zeden)
[00:44:11] *** Joins: Narrat (~omnius@p2e51179b.dip0.t-ipconnect.de)
[00:44:11] *** Joins: zephros (~zephros@193.27.13.220)
[00:44:11] *** Joins: trace987 (~trace@ip5b42976d.dynamic.kabel-deutschland.de)
[00:44:11] *** Joins: swimmer (~swimmer@user/swimmer)
[00:44:11] *** Joins: wolfshappen (~waff@irc.furworks.de)
[00:44:11] *** Joins: Szadek (~Szadek@92.60.40.220)
[00:44:11] *** Joins: m0viefreak (~asdf@user/m0viefreak)
[00:44:11] *** Joins: SchmoSeph (uid530771@tinside.irccloud.com)
[00:44:11] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[00:44:14] *** Quits: hsiktas[m] (~hsiktasm]@2001:470:69fc:105::30d4) (Max SendQ exceeded)
[00:44:14] *** Quits: epony (epony@user/epony) (Max SendQ exceeded)
[00:44:29] *** Quits: jmcantrell (~jmcantrel@user/jmcantrell) (Max SendQ exceeded)
[00:44:29] *** Joins: finsternis (~X@23.226.237.192)
[00:44:29] *** Joins: larryv (~larryv@zsh/patchmanager/larryv)
[00:44:29] *** Joins: sgen (~sgen@2607:fea8:7ce1:c8e0:f141:ba0b:da0:3c4d)
[00:44:29] *** Joins: lxsameer (lxsameer@user/lxsameer)
[00:44:29] *** Joins: cdown (~cdown@163.114.131.1)
[00:44:29] *** Joins: beco (~beco@2804:351c:dd01:b700:1b03:6b85:20d4:ad73)
[00:44:29] *** Joins: xx (~xx@user/xx)
[00:44:29] *** Joins: gr33nR10t (~greenriot@user/gr33nr10t)
[00:44:29] *** Joins: markmcb (~markmcb@193.27.13.153)
[00:44:29] *** Joins: maetthew (~maetthew@user/maetthew)
[00:44:29] *** Joins: bertptrs (~quassel@user/bertptrs)
[00:44:29] *** Joins: Linkandzelda (~Linkandze@cloudirc.laz.li)
[00:44:29] *** Joins: jiqiren (~jiqiren@oh-hi.org)
[00:44:29] *** Joins: moritzdietz (~moritzdie@user/moritzdietz)
[00:44:29] *** Joins: juwain_ (sid442910@id-442910.helmsley.irccloud.com)
[00:44:29] *** Joins: micr0 (6f43d0f06f@user/micr0)
[00:44:29] *** Joins: _xor (~xor@dsl-50-5-233-169.fuse.net)
[00:44:29] *** Joins: zotan (zotan@destiny.zotan.network)
[00:44:29] *** Joins: mlk8715 (~mlk@0x573e65e3.static.cust.fastspeed.dk)
[00:44:29] *** Joins: nimaje (~nimaje@bureaucracy.bureaucracy.de)
[00:44:29] *** Joins: joast (~rick@cpe-98-146-112-4.natnow.res.rr.com)
[00:44:29] *** Joins: y0sh_ (~y0sh@072-189-235-113.res.spectrum.com)
[00:44:29] *** Joins: sam113101 (~sam@modemcable229.128-202-24.mc.videotron.ca)
[00:44:29] *** Joins: weyhmueller (~weyhmuell@blofeld.nc.w9r.de)
[00:44:29] *** Joins: lazycat (~lazycat@user/lazycat)
[00:44:29] *** Joins: g5pw (~g5pw@mittelab/sudo/g5pw)
[00:44:29] *** Joins: nochi (~nochi@2a01:4f8:10b:3074::4)
[00:44:29] *** Joins: moviuro (~moviuro@znc.popho.be)
[00:44:29] *** Joins: haasn (~nand@haasn.dev)
[00:44:29] *** Joins: ephemer0l (~ephemer0l@organizedmagnetism.com)
[00:44:29] *** Joins: earthbreaker (earthbreak@2600:3c03::f03c:91ff:fece:9070)
[00:44:29] *** Joins: ueberall (ueberall_l@user/ueberall)
[00:44:29] *** Joins: grossing (~grossing@user/grossing)
[00:44:29] *** Joins: k_sze (~k_sze@mail2.kalunite.net)
[00:44:29] *** Joins: mquin (~mquin@libera/staff/mquin)
[00:44:29] *** Joins: exec64 (5ff8a84e19@2604:bf00:561:2000::f9)
[00:44:29] *** Joins: b0o (0e4a0bf4c9@2604:bf00:561:2000::1bf)
[00:44:29] *** Joins: drc (~drc@user/drc)
[00:44:29] *** Joins: lucerne (~lucerne@ip202.ip-51-178-215.eu)
[00:44:29] *** Joins: petril (~petril@user/petril)
[00:44:29] *** Joins: milkii (~milkii@2001:19f0:7401:866a:15f3:a8f4:441d:ab86)
[00:44:29] *** Joins: UndeadLeech (~UndeadLee@165.227.76.134)
[00:44:29] *** Joins: raz (~raz@user/raz)
[00:44:29] *** Joins: bunny (~bunny@user/bunny)
[00:44:29] *** Joins: kraftwerk28 (~kraftwerk@178.62.210.83)
[00:44:29] *** Joins: olspookishmagus (~pookie@snf-137798.vm.okeanos.grnet.gr)
[00:44:40] *** Quits: finsternis (~X@23.226.237.192) (Max SendQ exceeded)
[00:44:49] *** Joins: rMdes (~rmdes@my.armada.digital)
[00:44:49] *** Joins: gloomy (~gloomy@2001:470:69fc:105::ce00)
[00:44:49] *** Joins: jklfds (~jklfds@user/jklfds)
[00:44:49] *** Joins: rgh[m] (~rghfilter@2001:470:69fc:105::de5d)
[00:44:49] *** Joins: MichaelGisbers[m (~mgisbersm@2001:470:69fc:105::3896)
[00:44:49] *** Joins: M9d0cd7d2[m] (~M9d0cd7d2@2001:470:69fc:105::1:1609)
[00:44:49] *** Joins: ormaaj (~ormaaj@user/ormaaj)
[00:44:49] *** Joins: Echoz (~chris@user/echoz)
[00:44:49] *** Joins: AsenMx (~asen@user/asenmx)
[00:44:49] *** Joins: amosbird (~amosbird@13.75.119.182)
[00:44:49] *** Joins: bitozoid (~bitozoid@user/bitozoid)
[00:44:49] *** Joins: Rhys (Rhys@help.lux.melted.me)
[00:44:49] *** Joins: wyre (~wyre@user/wyre)
[00:44:49] *** Joins: hoodow (~hoodow@user/hoodow)
[00:44:49] *** Joins: Yamakaja (~yamakaja@user/yamakaja)
[00:44:49] *** Joins: bapt (~bapt@user/bapt)
[00:44:49] *** Joins: klu (~klu@user/klu)
[00:44:49] *** Joins: pb (~pb@polemon.org)
[00:44:49] *** Joins: endre (end.re@end.re)
[00:44:50] *** Quits: ormaaj (~ormaaj@user/ormaaj) (Max SendQ exceeded)
[00:44:50] *** Quits: M9d0cd7d2[m] (~M9d0cd7d2@2001:470:69fc:105::1:1609) (Max SendQ exceeded)
[00:44:56] *** Quits: rgh[m] (~rghfilter@2001:470:69fc:105::de5d) (Ping timeout: 245 seconds)
[00:44:56] *** Quits: MichaelGisbers[m (~mgisbersm@2001:470:69fc:105::3896) (Ping timeout: 245 seconds)
[00:44:56] *** Quits: rcf (rcf@iceland.sdf.org) (Quit: WeeChat 3.2.1)
[00:45:01] *** Joins: Atque (~Atque@user/atque)
[00:45:01] *** Joins: rex4539 (~rex4539@gateway/tor-sasl/rex4539)
[00:45:01] *** Joins: _mikey (~mikey@user/mikey/x-4335048)
[00:45:01] *** Joins: Hello71 (~Hello71@wireguard/contributor/hello71)
[00:45:01] *** Joins: ccx (~ccx@82.142.125.46)
[00:45:01] *** Joins: qsx (qsx@shell.chaotikum.eu)
[00:45:01] *** Joins: d1rewolf (sid312924@id-312924.helmsley.irccloud.com)
[00:45:02] *** Quits: bew[m] (~bewm]@2001:470:69fc:105::507) (Ping timeout: 240 seconds)
[00:45:02] *** Quits: fai (~fai@2001:470:69fc:105::3929) (Ping timeout: 240 seconds)
[00:45:10] *** Quits: reactormonk[m] (~reactormo@2001:470:69fc:105::3c24) (Ping timeout: 260 seconds)
[00:45:12] *** Joins: finsternis (~X@23.226.237.192)
[00:45:13] *** Joins: epony (epony@lz2.eu)
[00:45:15] *** Joins: rcf (rcf@iceland.sdf.org)
[00:45:18] *** Joins: saltrocklamp[m] (~hexology@user/hexology)
[00:45:18] *** Joins: glacambre[m] (~glacambre@2001:470:69fc:105::1f5)
[00:45:18] *** Joins: Delta[m] (~delta@2001:470:69fc:105::eeb)
[00:45:18] *** Joins: a_west (~a_west@2a01:4f9:c010:5c49::1)
[00:45:18] *** Joins: phyber (phyber@user/phyber)
[00:45:18] *** Joins: downtrip (~downtrip@188.166.151.198)
[00:45:18] *** Joins: redgloboli (~redglobol@user/redgloboli)
[00:45:18] *** Joins: useful_idiot (~useful_id@gateway/vpn/pia/usefulidiot/x-43226899)
[00:45:18] *** Joins: DerpGusta (~quassel@user/derpgusta)
[00:45:18] *** Joins: Celelibi (celelibi@user/celelibi)
[00:45:18] *** Joins: Hyde (~MrHyde@static.54.68.46.78.clients.your-server.de)
[00:45:18] *** Joins: nrg (~NRG@user/nrg)
[00:45:18] *** Joins: av6 (~av6@kdm.dwimlabs.net)
[00:45:18] *** Joins: ljharb (sid43720@user/ljharb)
[00:45:18] *** Joins: np (~nerdypepp@user/nerdypepper)
[00:45:18] *** Joins: gdd (~gdd@129.199.146.230)
[00:45:18] *** Joins: ih8wndz (~ih8wndz@alpha.trunkmasters.com)
[00:45:18] *** Joins: DarthGandalf (user@znc/developer/DarthGandalf)
[00:45:18] *** Joins: Bucciarati (buccia@vm.nix.is)
[00:45:18] *** Joins: chir4gm (~chirag@user/chir4gm)
[00:45:18] *** Joins: jhujhiti (~jhujhiti@user/jhujhiti)
[00:45:18] *** Joins: jp11 (~jp@87-198-216-242.ptr.magnet.ie)
[00:45:18] *** Joins: DHowett (~dustin@kaus.howett.net)
[00:45:18] *** Joins: nakedeyes (~nathan@user/nandormagyar)
[00:45:18] *** Joins: soifou (~soifou@51.68.77.7)
[00:45:18] *** Joins: supbo (~kenan@li227-215.members.linode.com)
[00:45:18] *** Joins: confuseAcat (~confuseAc@h2728883.stratoserver.net)
[00:45:18] *** Quits: gdd (~gdd@129.199.146.230) (Max SendQ exceeded)
[00:45:18] *** Quits: glacambre[m] (~glacambre@2001:470:69fc:105::1f5) (Ping timeout: 245 seconds)
[00:45:19] *** Quits: saltrocklamp[m] (~hexology@user/hexology) (Ping timeout: 245 seconds)
[00:45:19] *** Quits: Delta[m] (~delta@2001:470:69fc:105::eeb) (Ping timeout: 245 seconds)
[00:45:23] *** Quits: rcf (rcf@iceland.sdf.org) (Client Quit)
[00:45:36] *** Joins: rcf (rcf@iceland.sdf.org)
[00:45:41] *** Quits: Psi-Jack[m] (~psi-jack@user/psi-jack) (Ping timeout: 252 seconds)
[00:45:46] *** Quits: gloomy (~gloomy@2001:470:69fc:105::ce00) (Ping timeout: 245 seconds)
[00:45:51] *** Quits: sm1999 (~sm1999@2001:470:69fc:105::1:38c) (Ping timeout: 250 seconds)
[00:46:06] *** Quits: ratijas (~ratijas@2001:470:69fc:105::f5e4) (Ping timeout: 260 seconds)
[00:46:10] *** Quits: rcf (rcf@iceland.sdf.org) (Client Quit)
[00:46:14] *** Quits: Gamma[m] (~gamma@zsh/user/Gamma) (Ping timeout: 252 seconds)
[00:46:21] *** Joins: rcf (rcf@iceland.sdf.org)
[00:47:49] *** Quits: itok (sid418430@id-418430.ilkley.irccloud.com) (Ping timeout: 240 seconds)
[00:50:46] *** Joins: itok (sid418430@ilkley.irccloud.com)
[00:53:59] *** Quits: Szadek (~Szadek@92.60.40.220) (Ping timeout: 256 seconds)
[00:59:01] *** Joins: xenoterracide (~xenoterra@2600:1700:71d4:810:101f:cf82:e73c:f52b)
[01:01:42] *** Quits: rcf (rcf@iceland.sdf.org) (Quit: WeeChat 3.2.1)
[01:01:49] *** epony is now known as Guest3959
[01:01:59] *** Joins: rcf (rcf@iceland.sdf.org)
[01:02:02] *** Joins: woky (~woky@li1651-31.members.linode.com)
[01:02:03] *** Joins: mitch___ (~mitch___@git.maclean.tech)
[01:02:14] *** Joins: beastDivision (~beastDivi@user/beastdivision)
[01:03:37] *** Quits: jmdaemon (~jmdaemon@user/jmdaemon) (Ping timeout: 256 seconds)
[01:04:59] *** Quits: Narrat (~omnius@p2e51179b.dip0.t-ipconnect.de) (Ping timeout: 256 seconds)
[01:05:32] *** Joins: bomb-on (~bomb-on@194.144.47.113)
[01:06:12] *** Joins: Szadek (~Szadek@92.60.40.205)
[01:06:47] *** Joins: gdd (~gdd@129.199.146.230)
[01:06:48] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[01:06:49] *** Joins: w0ng (~w0ng@103.1.212.158)
[01:07:51] *** Quits: beastDivision (~beastDivi@user/beastdivision) (Ping timeout: 276 seconds)
[01:08:05] *** Joins: beastDivision (~beastDivi@user/beastdivision)
[01:08:08] *** Joins: Narrat (~omnius@p2e51179b.dip0.t-ipconnect.de)
