[00:01:02] <Arsimael> Atsuko, I already< tried this. Here's the fun part: Even if I call ffmpeg with "ffmpeg -blah >/dev/null" it still shows that debug/verbose stuff. If I run it outside of the script: No problem at all.
[00:07:05] <another|> what stuff?
[00:13:29] *** Joins: Gaboradon (~Gaboradon@user/Gaboradon)
[00:15:01] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Quit: https://quassel-irc.org - Chat comfortably. Anywhere.)
[00:16:41] *** Joins: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net)
[00:17:10] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Client Quit)
[00:41:43] *** Quits: wallacer (~quassel@2001:bc8:1824:9a:cafe:babe:b00b:aa03) (*.net *.split)
[00:41:43] *** Quits: Volgaar (~volgaar@2a01:cb14:675:e500:e1a8:ddac:588e:abe1) (*.net *.split)
[00:41:43] *** Quits: therobin (~UserNick@69-165-143-205.dsl.teksavvy.com) (*.net *.split)
[00:41:44] *** Quits: sixecho (~sixecho@2001:470:69fc:105::32) (*.net *.split)
[00:41:44] *** Quits: NyB (~archon@2a02:169:1d9::1:0:0) (*.net *.split)
[00:41:44] *** Quits: Fusl (fusl@1.0.0.127.in-addr.arpa.li) (*.net *.split)
[00:41:44] *** Quits: Riviera (Riviera@user/riviera) (*.net *.split)
[00:41:44] *** Quits: genius3000 (g3k@user/genius3000) (*.net *.split)
[00:41:44] *** Quits: c_14 (~c_14@2a01:4f8:c17:6b43::c:14) (*.net *.split)
[00:41:44] *** Quits: averne (~averne@176-179-35-51.abo.bbox.fr) (*.net *.split)
[00:41:44] *** Quits: Flat (~flat@35.137.99.241) (*.net *.split)
[00:41:44] *** Quits: __Myst__ (~Myst@net-93-67-247-26.cust.vodafonedsl.it) (*.net *.split)
[00:41:44] *** Quits: TheLink (~TheLink@user/thelink) (*.net *.split)
[00:41:44] *** Quits: spaam_ (johan@i19.se) (*.net *.split)
[00:41:44] *** Quits: jaminc (~user@2607:5300:60:116e::1) (*.net *.split)
[00:41:44] *** Quits: Mavrik- (~Mavrik@virag.si) (*.net *.split)
[00:41:44] *** Quits: vanjavk (sid478698@id-478698.uxbridge.irccloud.com) (*.net *.split)
[00:41:44] *** Quits: jamra_ (sid16103@id-16103.ilkley.irccloud.com) (*.net *.split)
[00:41:44] *** Quits: cis (cis@user/cis) (*.net *.split)
[00:41:44] *** Quits: KyleSiefring (~quassel@ec2-35-174-255-234.compute-1.amazonaws.com) (*.net *.split)
[00:41:44] *** Quits: strudl (~strudl@user/strudl) (*.net *.split)
[00:41:44] *** Quits: Lynne (~lynne@ffmpeg/developer/lynne) (*.net *.split)
[00:41:44] *** Quits: KimiNewt (sid80838@id-80838.lymington.irccloud.com) (*.net *.split)
[00:41:44] *** Quits: reda_ (~reda@user/reda) (*.net *.split)
[00:41:44] *** Quits: zeromind (~zeromind@a.eroforce.one) (*.net *.split)
[00:41:44] *** Quits: zmt00 (~zmt00@user/zmt00) (*.net *.split)
[00:41:44] *** Quits: bencc1 (~bencc1@2a00:a040:197:3af:a08e:9b77:56ab:2adc) (*.net *.split)
[00:41:44] *** Quits: ixlun (~ixlun@2001:470:69fc:105::41b3) (*.net *.split)
[00:41:44] *** Quits: boris[m]12 (~borisruna@2001:470:69fc:105::32f3) (*.net *.split)
[00:41:45] *** Quits: LuKaRo (~LuKaRo@p4fc3264a.dip0.t-ipconnect.de) (*.net *.split)
[00:41:45] *** Quits: waldow_ (~waldow@echan.ninja) (*.net *.split)
[00:41:45] *** Quits: frojnd (~frojnd@user/frojnd) (*.net *.split)
[00:41:45] *** Quits: rossome (~rossome@server.likeaross.com) (*.net *.split)
[00:41:45] *** Quits: user890104 (~Venci@freemyipod/user890104) (*.net *.split)
[00:41:45] *** Quits: drew (~drew@user/drew) (*.net *.split)
[00:41:45] *** Quits: \ (bigfoot@user/bigfoot547) (*.net *.split)
[00:41:45] *** Quits: tmatth (sid143283@videolan/developer/tmatth) (*.net *.split)
[00:41:45] *** Quits: hwm4rgs (~hwm4rgs@user/hwm4rgs) (*.net *.split)
[00:41:45] *** Quits: Manouchehri (sid384576@id-384576.hampstead.irccloud.com) (*.net *.split)
[00:41:45] *** Quits: uartie (~uartie@134.134.139.70) (*.net *.split)
[00:41:45] *** Quits: DonRichie (~DonRichie@ricl.de) (*.net *.split)
[00:41:45] *** Quits: Macer (macer@lasziv.reprehensible.net) (*.net *.split)
[00:41:45] *** Quits: homura (uid398348@user/homura) (*.net *.split)
[00:41:45] *** Quits: tela (~JnNy@172.245.36.125) (*.net *.split)
[00:41:45] *** Quits: itok (sid418430@id-418430.ilkley.irccloud.com) (*.net *.split)
[00:41:45] *** Quits: ikonia (~irc@user/ikonia) (*.net *.split)
[00:41:45] *** Quits: markvandenborre (~mark@static.88.183.119.168.clients.your-server.de) (*.net *.split)
[00:41:45] *** Quits: xerox (~edi@user/edi) (*.net *.split)
[00:41:46] *** Quits: freakynl (~freaky@user/freakynl) (*.net *.split)
[00:41:46] *** Quits: dreamer (~dreamer@user/dreamer) (*.net *.split)
[00:41:46] *** Quits: meinside (uid24933@id-24933.helmsley.irccloud.com) (*.net *.split)
[00:41:46] *** Quits: wacko (~wacko@wireguard/tunneler/wacko) (*.net *.split)
[00:41:46] *** Quits: wolfshappen (~waff@irc.furworks.de) (Max SendQ exceeded)
[00:44:10] *** Joins: tinystoat (~squeek@user/tinystoat)
[00:44:10] *** Joins: michaelni (~michael@213-47-68-29.cable.dynamic.surfer.at)
[00:44:10] *** Joins: bertieb (~bertieb@217.155.39.147)
[00:44:10] *** Joins: galad (~galad@104.244.73.90)
[00:44:10] *** Joins: blinky42 (~quassel@user/blinky42)
[00:44:10] *** Joins: jwash (~jwash@c-73-254-46-148.hsd1.wa.comcast.net)
[00:44:10] *** Joins: scoobydoo (~scooby@user/scoobydoo)
[00:44:10] *** Joins: justGhost (~justache@user/justache)
[00:44:10] *** Joins: Atsuko (~x@94.242.254.66)
[00:44:10] *** Joins: furq (~furq@b23.be)
[00:44:10] *** Joins: fsphil (~fsphil@ursa.sanslogic.co.uk)
[00:44:10] *** Joins: nikos (~nikos@nikos.dev)
[00:44:10] *** Joins: morpheuz (~morpheuz@user/morpheuz)
[00:44:10] *** Joins: ocrete (~ocrete@gyros.collabora.co.uk)
[00:44:10] *** Joins: jbg (~jbg@user/jbg)
[00:44:10] *** Joins: treefrob (~treefrob@p57a96ba4.dip0.t-ipconnect.de)
[00:44:10] *** Joins: jerome- (~jerome@88.173.24.196)
[00:44:10] *** Joins: APic (~apic@apic.name)
[00:44:10] *** Joins: lexano (~lexano@174.119.69.134)
[00:44:10] *** Joins: KombuchaKip (~kip@192.252.230.5)
[00:44:10] *** Joins: ttys000 (~ttys000@user/ttys000)
[00:44:10] *** Joins: lmat (~Lmat@c-68-58-60-231.hsd1.in.comcast.net)
[00:44:10] *** Joins: novapy (~chronos@12.71.10.20)
[00:44:10] *** Joins: foonix (1004@ip-86-49-65-192.net.upcbroadband.cz)
[00:44:10] *** Joins: jafa (~jafa@ip70-162-39-218.ph.ph.cox.net)
[00:44:10] *** Joins: Obscenity (~Obscenity@user/obscenity)
[00:44:10] *** Joins: LRN (~LRN@broadband-95-84-200-6.ip.moscow.rt.ru)
[00:44:10] *** Joins: nitroxis (n@nxs.re)
[00:44:10] *** Joins: xkuru (~xkuru@user/xkuru)
[00:44:10] *** Joins: bencoh (~bencoh@user/bencoh)
[00:44:10] *** Joins: someuser (~user@197.54.43.98)
[00:44:10] *** Joins: theracermaster (~theracerm@52.79.209.35.bc.googleusercontent.com)
[00:44:10] *** Joins: keypusher (keypusher@user/keypusher)
[00:44:10] *** Joins: djk (~Thunderbi@pool-72-76-214-169.nwrknj.fios.verizon.net)
[00:44:10] *** Joins: wyatt8740 (~wyatt8740@149.164.111.65)
[00:44:10] *** Joins: ullbeking_ (sid5364@ilkley.irccloud.com)
[00:44:10] *** Joins: angular_mike_ (sid45533@ilkley.irccloud.com)
[00:44:10] *** Joins: wootehfoot (~wootehfoo@user/wootehfoot)
[00:44:10] *** Joins: orthoplex64 (~crm@70.120.0.94)
[00:44:10] *** Joins: occivink (~occivink@2001:41d0:8:bbf::1)
[00:44:10] *** Joins: berndj (~berndj@ns2.linksynergy.co.za)
[00:44:10] *** Joins: yuri6037 (~quassel@yuristudio.net)
[00:44:10] *** Joins: MatthewAllan93 (~MatthewAl@user/matthewallan93)
[00:44:10] *** Joins: Shapeshifter (~Shapeshif@parakeet.ifi.uzh.ch)
[00:44:10] *** Joins: irwiss (~irwiss@user/irwiss)
[00:44:10] *** Joins: xxzz (~xxzz@ec2-3-133-104-162.us-east-2.compute.amazonaws.com)
[00:44:10] *** Joins: MapMan (mapman@user/mapman)
[00:44:10] *** Joins: gothicserpent (~gothicser@2604:a880:4:1d0::176:6000)
[00:44:10] *** Joins: m4t (~matt@shenzhen.guangdong.systems)
[00:44:10] *** Joins: any1 (~andri@yngvason.is)
[00:44:10] *** Joins: Aelius (~Aelius@user/aelius)
[00:44:10] *** Joins: koolazer (~koo@user/koolazer)
[00:44:10] *** Joins: upekkha (~Advanced@2a01:4f8:1c0c:49df::1)
[00:44:10] *** Joins: omegatron (~some@p5b056436.dip0.t-ipconnect.de)
[00:44:10] *** Joins: d33tah (~d33tah@2a03:b0c0:3:d0::14d2:c001)
[00:44:10] *** Joins: HumanG33k (~HumanG33k@2a01:e0a:95:5d90:215:c5ff:fe68:fb04)
[00:44:10] *** Joins: murb (~murb@an.der.schoenen.blauen.danu.be)
[00:44:10] *** Joins: kepstin (~kepstin@user/kepstin)
[00:44:10] *** Joins: nyuszika7h (nyuszika7h@lykos/dev/nyuszika7h)
[00:44:10] *** Joins: vulpine (~xfnw@pidgin.owen.bellz.org)
[00:44:10] *** Joins: OTIBA[m]1 (~otibanerd@2001:470:69fc:105::1:8987)
[00:44:10] *** Joins: XdaddyZX_ (uid456733@id-456733.tinside.irccloud.com)
[00:44:10] *** Joins: led_belly (~led_belly@83.97.23.14)
[00:44:10] *** Joins: Arsimael (~Arsimael_@user/Arsimael)
[00:44:10] *** Joins: wacko (~wacko@wireguard/tunneler/wacko)
[00:44:10] *** Joins: meinside (uid24933@id-24933.helmsley.irccloud.com)
[00:44:10] *** Joins: dreamer (~dreamer@user/dreamer)
[00:44:10] *** Joins: xerox (~edi@user/edi)
[00:44:10] *** Joins: markvandenborre (~mark@static.88.183.119.168.clients.your-server.de)
[00:44:10] *** Joins: ikonia (~irc@user/ikonia)
[00:44:10] *** Joins: itok (sid418430@id-418430.ilkley.irccloud.com)
[00:44:10] *** Joins: tela (~JnNy@172.245.36.125)
[00:44:10] *** Joins: homura (uid398348@user/homura)
[00:44:10] *** Joins: DonRichie (~DonRichie@ricl.de)
[00:44:10] *** Joins: uartie (~uartie@134.134.139.70)
[00:44:10] *** Joins: Manouchehri (sid384576@id-384576.hampstead.irccloud.com)
[00:44:10] *** Joins: hwm4rgs (~hwm4rgs@user/hwm4rgs)
[00:44:10] *** Joins: tmatth (sid143283@videolan/developer/tmatth)
[00:44:10] *** Joins: \ (bigfoot@user/bigfoot547)
[00:44:10] *** Joins: drew (~drew@user/drew)
[00:44:10] *** Joins: user890104 (~Venci@freemyipod/user890104)
[00:44:10] *** Joins: rossome (~rossome@server.likeaross.com)
[00:44:10] *** Joins: frojnd (~frojnd@user/frojnd)
[00:44:10] *** Joins: waldow_ (~waldow@echan.ninja)
[00:44:10] *** Joins: Macer (macer@lasziv.reprehensible.net)
[00:44:10] *** Joins: freakynl (~freaky@user/freakynl)
[00:44:10] *** Joins: LuKaRo (~LuKaRo@p4fc3264a.dip0.t-ipconnect.de)
[00:44:10] *** Joins: boris[m]12 (~borisruna@2001:470:69fc:105::32f3)
[00:44:10] *** Joins: ixlun (~ixlun@2001:470:69fc:105::41b3)
[00:44:10] *** Joins: bencc1 (~bencc1@2a00:a040:197:3af:a08e:9b77:56ab:2adc)
[00:44:10] *** Joins: zmt00 (~zmt00@user/zmt00)
[00:44:10] *** Joins: mindfreeze (uid250931@user/mindfreeze)
[00:44:10] *** Joins: jarainf (~jarainf@2a01:4f8:191:512c::2)
[00:44:10] *** Joins: edenist (edenist@rdns.robotprofessor.net)
[00:44:10] *** Joins: AMM (~AMM@user/amm)
[00:44:10] *** Joins: fructose (~fructose@user/fructose)
[00:44:10] *** Joins: Exa (exa@irc.moe)
[00:44:10] *** Joins: rdz (~rdz@2001:620:120:1::12)
[00:44:10] *** Joins: odrling (~odrling@korone.aidoru.agency)
[00:44:10] *** Joins: pulec (~pulec@user/pulec)
[00:44:10] *** Joins: termos (sid18647@id-18647.helmsley.irccloud.com)
[00:44:10] *** Joins: s1b1 (~s1b1@user/s1b1)
[00:44:10] *** Joins: Ducky^ (~theo@ks361234.kimsufi.com)
[00:44:10] *** Joins: MightyBOB (~MightyBOB@c-76-99-21-35.hsd1.pa.comcast.net)
[00:44:10] *** Joins: StalkerRiga_ (~Stalker@89.201.5.246)
[00:44:10] *** Joins: pyre_ (~pyre@crimeboss.nillas-power.com)
[00:44:10] *** Joins: l4yer (~l4yer@2001:ac8:31:8900:1012:29b6:fb45:418b)
[00:44:10] *** Joins: DarkG (~DarkG@user/darkg)
[00:44:10] *** Joins: PacKetIV (PacKetIV@user/packetiv)
[00:44:10] *** Joins: msmith12[m] (~msmith12m@2001:470:69fc:105::bdfc)
[00:44:10] *** Joins: jake[m]1 (~skyblmatr@2001:470:69fc:105::1:173b)
[00:44:10] *** Joins: guilhermek[m] (~guilherme@2001:470:69fc:105::1:549a)
[00:44:10] *** Joins: spanwysm[m] (~spanwysm@2001:470:69fc:105::e0a)
[00:44:10] *** Joins: gnurou (~gnurou@2001:470:69fc:105::c23b)
[00:44:10] *** Joins: bibble (~uid@2001:bc8:2117:100::)
[00:44:10] *** Joins: bpmedley (~bpmedley@2600:1700:e2c:8410:a87b:a586:9470:a9e3)
[00:44:10] *** Joins: gartt (~gartt@ip68-0-205-52.ri.ri.cox.net)
[00:44:10] *** Joins: kurosu (uid342582@id-342582.hampstead.irccloud.com)
[00:44:10] *** Joins: fkaa (~fkaa@user/fkaa)
[00:44:10] *** Joins: armin (~armin@unix.porn)
[00:44:10] *** Joins: Thedarkb1-Deskto (~Thedarkb@2001:bb6:b403:e042:81a7:a11a:626:f80c)
[00:44:10] *** Joins: klaxa (~klaxa@static.175.17.76.144.clients.your-server.de)
[00:44:10] *** Joins: anticw (~anticw@157-131-153-146.fiber.dynamic.sonic.net)
[00:44:10] *** Joins: BUSY (~BUSY@user/busy)
[00:44:10] *** Joins: nitram (~nitram@superblob.com)
[00:44:10] *** Joins: GTAXL (~gtaxlnetw@user/gtaxl)
[00:44:10] *** Joins: reynaldo (~reynaldo@ec2-34-200-7-37.compute-1.amazonaws.com)
[00:44:10] *** Joins: dvanloon (~dvanloon@user/dvanloon)
[00:44:10] *** Joins: marcj (~marc@205.175.215.11)
[00:44:10] *** Joins: TheSas___ (~TheSashmo@158.106.77.7)
[00:44:10] *** Joins: teebz890560 (~tcb@epiphyte.network)
[00:44:10] *** Joins: deltab (~deltab@user/deltab)
[00:44:10] *** Joins: Mister_Magister (~Mister_Ma@user/mister-magister/x-2636733)
[00:44:10] *** Joins: mateo` (~mateo@ffmpeg/developer/mateo)
[00:44:10] *** Joins: ParkerR (~ParkerR@znc.withg.org)
[00:44:10] *** Joins: klotzhauer (~klotzhaue@gibtesnochklopapier.de)
[00:44:10] *** Joins: zeromind (~zeromind@a.eroforce.one)
[00:44:10] *** Joins: reda_ (~reda@user/reda)
[00:44:10] *** Joins: Lynne (~lynne@ffmpeg/developer/lynne)
[00:44:10] *** Joins: strudl (~strudl@user/strudl)
[00:44:10] *** Joins: KyleSiefring (~quassel@ec2-35-174-255-234.compute-1.amazonaws.com)
[00:44:10] *** Joins: cis (cis@user/cis)
[00:44:10] *** Joins: jamra_ (sid16103@id-16103.ilkley.irccloud.com)
[00:44:10] *** Joins: vanjavk (sid478698@id-478698.uxbridge.irccloud.com)
[00:44:10] *** Joins: Mavrik- (~Mavrik@virag.si)
[00:44:10] *** Joins: jaminc (~user@2607:5300:60:116e::1)
[00:44:10] *** Joins: spaam_ (johan@i19.se)
[00:44:10] *** Joins: KimiNewt (sid80838@id-80838.lymington.irccloud.com)
[00:44:10] *** Joins: TheLink (~TheLink@user/thelink)
[00:44:10] *** Joins: __Myst__ (~Myst@net-93-67-247-26.cust.vodafonedsl.it)
[00:44:10] *** Joins: Flat (~flat@35.137.99.241)
[00:44:10] *** Joins: averne (~averne@176-179-35-51.abo.bbox.fr)
[00:44:10] *** Joins: c_14 (~c_14@2a01:4f8:c17:6b43::c:14)
[00:44:10] *** Joins: genius3000 (g3k@user/genius3000)
[00:44:10] *** Joins: Riviera (Riviera@user/riviera)
[00:44:10] *** Joins: Fusl (fusl@1.0.0.127.in-addr.arpa.li)
[00:44:10] *** Joins: NyB (~archon@2a02:169:1d9::1:0:0)
[00:44:10] *** Joins: sixecho (~sixecho@2001:470:69fc:105::32)
[00:44:10] *** Joins: Volgaar (~volgaar@2a01:cb14:675:e500:e1a8:ddac:588e:abe1)
[00:44:10] *** Joins: wallacer (~quassel@2001:bc8:1824:9a:cafe:babe:b00b:aa03)
[00:44:10] *** Joins: cosimone (~user@2001:b07:ae5:db26:c24a:d20:4d91:1e20)
[00:44:10] *** Joins: sagax (~sagax_nb@user/sagax)
[00:44:10] *** Joins: Rodn3y (~rodney@user/rodn3y)
[00:44:10] *** Joins: Muzer (~muzer@tim32.org)
[00:44:10] *** Joins: simoneb_ (~simone@static.39.20.203.116.clients.your-server.de)
[00:44:10] *** Joins: vlt (~dm@157.230.21.14)
[00:44:10] *** Joins: JEEB (~jeeb@kuroko.fushizen.eu)
[00:44:10] *** Joins: paperManu_ (~paperManu@138.197.128.151)
[00:44:10] *** Joins: Henry151 (~bishop@user/henry151)
[00:44:10] *** Joins: timothy (~timothy@redhat/timothy)
[00:44:10] *** Joins: DHE (~dhe@rubyweapon.execulink.net)
[00:44:10] *** Joins: sybariten (~jake@157.90.217.120)
[00:44:10] *** Joins: nurupo (~nurupo.ga@user/nurupo)
[00:44:10] *** Joins: Nex8192_ (~Nex8192@user/nex8192)
[00:44:10] *** Joins: pmjdebru1jn (~pmjdebrui@juggernaut.pcode.nl)
[00:44:10] *** Joins: Gaboradon (~Gaboradon@user/Gaboradon)
[00:44:10] *** Joins: Hackerpcs (~user@user/hackerpcs)
[00:44:10] *** Joins: [R]x (~Positive@user/rx/x-1245542)
[00:44:10] *** Joins: tyep (~hatseflat@hatsuseno.rootaccess.nl)
[00:44:10] *** Joins: smashgrab (~smashgrab@bare.metal.computer)
[00:44:10] *** Joins: deetwelve (~deetwelve@user/deetwelve)
[00:44:10] *** Joins: tp (~tp@unreal.dk)
[00:44:10] *** Joins: pa (~pah@user/pah)
[00:44:10] *** Joins: Simos (~simos@user/h7-25)
[00:44:10] *** Joins: whitekidney (~wk@c7C8B5BC1.dhcp.as2116.net)
[00:44:10] *** Joins: pit (~quassel@v22016102921539034.goodsrv.de)
[00:44:10] *** Joins: znf (ibm86@blender.linge-ma.ro)
[00:44:10] *** Joins: samiamsam (~d@zukertort.childrenofmay.org)
[00:44:10] *** Joins: emanuele6 (~emanuele6@user/emanuele6)
[00:44:10] *** Joins: chowbok (~quassel@207.181.244.106)
[00:44:10] *** Joins: KDDLB (kevin@user/kddlb)
[00:44:10] *** Joins: meklu (~meklu@holmes.meklu.org)
[00:44:10] *** Joins: bq (~david@oh.not.bad.aye.yeah.nah.nz)
[00:44:10] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[00:44:10] *** Joins: shokohsc (~shokohsc@lfbn-idf2-1-1472-129.w92-169.abo.wanadoo.fr)
[00:44:10] *** Joins: Ekho (~Ekho@user/ekho)
[00:44:10] *** Joins: samhza (~sam@samhza.com)
[00:44:10] *** Joins: nd (~nd@user/nd)
[00:44:10] *** Joins: pntaylor (~quassel@101.114.59.23)
[00:44:10] *** Joins: ilimugur (~ilimugur@78.184.125.65)
[00:44:10] *** Joins: five643333 (~five6@8.40.26.21)
[00:44:10] *** Joins: mven (~mven@ip68-104-39-54.lv.lv.cox.net)
[00:44:10] *** Joins: jos1 (~jos3@dyndsl-091-096-035-050.ewe-ip-backbone.de)
[00:44:10] *** Joins: darkapex (~darkapex@user/darkapex)
[00:44:10] *** Joins: palasso (~palasso@user/palasso)
[00:44:10] *** Joins: a0z (~a0z@90.244.190.0)
[00:44:10] *** Joins: m5zs7k (aquares@web10.mydevil.net)
[00:44:10] *** Joins: MrZeus_ (~MrZeus@89.238.130.70)
[00:44:10] *** Joins: rv1sr (~rv1sr@user/rv1sr)
[00:44:10] *** Joins: itsalexjones (~itsalexjo@82.4.99.241)
[00:44:10] *** Joins: foul_owl (~kerry@94.140.8.105)
[00:44:10] *** Joins: Tips|Cloud (sid62231@ilkley.irccloud.com)
[00:44:10] *** Joins: OsteHovel (~OsteHovel@ti0056a400-0096.bb.online.no)
[00:44:10] *** Joins: lavaball (felix@31.204.155.215)
[00:44:10] *** Joins: Narrat (~omnius@p2e51179b.dip0.t-ipconnect.de)
[00:44:10] *** Joins: dreamon (~dreamon@pd9503995.dip0.t-ipconnect.de)
[00:44:10] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[00:44:10] *** Joins: wolfshappen (~waff@irc.furworks.de)
[00:44:10] *** Joins: therobin (~UserNick@69-165-143-205.dsl.teksavvy.com)
[00:44:14] *** Quits: DarkG (~DarkG@user/darkg) (Excess Flood)
[00:44:14] *** Quits: dostoyevsky2 (~sck@user/dostoyevsky2) (Max SendQ exceeded)
[00:44:14] *** Quits: epony (epony@user/epony) (Max SendQ exceeded)
[00:44:30] *** Joins: finsternis (~X@23.226.237.192)
[00:44:30] *** Joins: kilobyte_ch (~kbch@77.109.171.85)
[00:44:30] *** Joins: AbleBacon (~AbleBacon@user/AbleBacon)
[00:44:30] *** Joins: waleee (~waleee@2001:9b0:21d:fc00:398f:b003:b90d:acf4)
[00:44:30] *** Joins: feiw (~Fei.Wang@192.55.46.52)
[00:44:30] *** Joins: realies (~realies@user/realies)
[00:44:30] *** Joins: troyt (troyt@2601:681:4100:d591:44dd:acff:fe85:9c8e)
[00:44:30] *** Joins: saba4ka-mumu (~efsearfc@94.25.168.120)
[00:44:30] *** Joins: vlm (~vlm@user/vlm)
[00:44:30] *** Joins: aphysically (~aphysical@user/aphysically)
[00:44:30] *** Joins: Icedream (~icedream@hzn-b.serverkomplex.de)
[00:44:30] *** Joins: nillyhan (~67af8209@user/nillyhan)
[00:44:30] *** Joins: elastic_dog (~elastic_d@2a01:118f:822:9c00:f583:aa51:9ad4:d4fb)
[00:44:30] *** Joins: thebombzen (~thebombze@c-68-41-54-207.hsd1.mi.comcast.net)
[00:44:30] *** Joins: wcpan (~quassel@2400:8902::f03c:91ff:fee0:f952)
[00:44:30] *** Joins: ravioli_ (sid83460@donger/pasta)
[00:44:30] *** Joins: havona (sid299542@id-299542.helmsley.irccloud.com)
[00:44:30] *** Joins: cc0 (~cc0@2001:bc8:1830:2329::1)
[00:44:30] *** Joins: ketas (~ketas@0011-0000-0000-0000-d7dc-830e-07d0-2001.dyn.estpak.ee)
[00:44:30] *** Joins: buhman (sid411355@user/buhman)
[00:44:30] *** Joins: Hobbyboy (Hobbyboy@hobbyboy.co.uk)
[00:44:30] *** Joins: BtbN (btbn@ffmpeg/developer/btbn)
[00:44:30] *** Joins: ephemer0l (~ephemer0l@organizedmagnetism.com)
[00:44:30] *** Joins: Forza (~Forza@user/forza)
[00:44:30] *** Joins: Some_Person (someperson@23-118-229-174.lightspeed.hstntx.sbcglobal.net)
[00:44:30] *** Joins: xenorites (~xenorites@65.102.235.230)
[00:44:30] *** Joins: Telgareith (~Telgareit@user/telgareith)
[00:44:30] *** Joins: nate (NBishop@o.apocaleaps.com)
[00:44:30] *** Joins: Asterisk_ (~asterisk@69.195.134.172)
[00:44:30] *** Joins: qwedfg_ (~qwedfg@user/qwedfg)
[00:44:30] *** Joins: tm512 (~tm512@user/tm512)
[00:44:30] *** Joins: another| (~another@wireguard/tunneler/another)
[00:44:30] *** Joins: TheSashm_ (~TheSashmo@174.119.184.190)
[00:44:30] *** Joins: Polochon_street (~polochon@ns327719.ip-37-187-111.eu)
[00:44:30] *** Joins: moviuro (~moviuro@znc.popho.be)
[00:44:30] *** Joins: mixfix41 (~homefame@user/mixfix41)
[00:44:30] *** Joins: pal (~pal@76-14-89-2.sf-cable.astound.net)
[00:44:30] *** Joins: dustinm` (~dustinm@static.38.6.217.95.clients.your-server.de)
[00:44:30] *** Joins: haasn (~nand@haasn.dev)
[00:44:30] *** Joins: af (~af@awalgarg.me)
[00:44:30] *** Joins: Retr0id (~Retr0id@user/retr0id)
[00:44:30] *** Joins: krjst (~krjst@2604:a880:800:c1::16b:8001)
[00:44:30] *** Joins: CoreX (~CeX@2001:41d0:8:d55f::1)
[00:44:30] *** Joins: nemesit (~nemesit@myriadvisuals.com)
[00:44:30] *** Joins: pikapika (~pikapika_@pika.powered.by.lunarbnc.net)
[00:44:30] *** Joins: intrac (~intracube@user/intracube)
[00:44:30] *** Joins: lewisje (~lewisje@72.49.207.113)
[00:44:30] *** Joins: Arokh (~MoveAlong@ip-88-153-209-30.hsi04.unitymediagroup.de)
[00:44:30] *** Joins: koniiiik (~koniiiik@astrohippus.koniiiik.org)
[00:44:30] *** Joins: talizea1 (~roimatrix@mail.epow0.org)
[00:44:30] *** Joins: Darxus_ (~darxus@panic.chaosreigns.com)
[00:44:30] *** Joins: q66 (~q66@q66.moe)
[00:44:30] *** Joins: Arsen (arsen@managarm/dev/Arsen)
[00:44:30] *** Joins: ```md (~md@chat.estaog.info)
[00:44:30] *** Joins: raytiley (sid13397@id-13397.hampstead.irccloud.com)
[00:44:30] *** Joins: olspookishmagus (~pookie@snf-137798.vm.okeanos.grnet.gr)
[00:44:39] *** Joins: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de)
[00:44:40] *** Quits: mixfix41 (~homefame@user/mixfix41) (Max SendQ exceeded)
[00:44:40] *** Quits: finsternis (~X@23.226.237.192) (Max SendQ exceeded)
[00:44:49] *** Joins: faef (~witch@user/witch)
[00:44:49] *** Joins: meepmeep_ (~meepmeep@end.of.cylind.re)
[00:44:49] *** Joins: blb (~blb@user/blb)
[00:44:49] *** Joins: sqz (~sqz@178.62.201.14)
[00:44:49] *** Joins: rpthms (~rpthms@user/rpthms)
[00:44:49] *** Joins: Buster_ (~Buster@46.160.36.66)
[00:44:49] *** Joins: chymera (~chymera@ns1000526.ip-51-81-46.us)
[00:44:49] *** Joins: JanC (~janc@user/janc)
[00:44:49] *** Joins: igh4st[m] (~igh4stmat@2001:470:69fc:105::35ce)
[00:44:49] *** Joins: Forsaken87 (~quassel@2a02:908:1866:e360:b79:88e2:d2ce:2e71)
[00:44:49] *** Joins: GenTooMan (~cyberman@2601:547:437f:e5c6:21f:5bff:fefe:a883)
[00:44:49] *** Joins: jkqxz (~mrt@jkqxz.net)
[00:44:49] *** Joins: Rhys (Rhys@help.lux.melted.me)
[00:44:49] *** Joins: sjs (~sjs@user/sjs)
[00:44:49] *** Joins: jschwart (~quassel@2001:985:2c6e:0:b00b:32ff:fe28:5567)
[00:44:49] *** Joins: CounterPillow (~Pillow@overviewer/CounterPillow)
[00:44:49] *** Joins: graphitemaster (~graphitem@user/graphitemaster)
[00:44:49] *** Joins: colona (~colona@grunt.ycc.fr)
[00:44:49] *** Joins: Silicium (~Silicium@95.216.156.84)
